t,c,d
12.8437058s,C,37>15
12.8437058s,S,34>1
12.8437058s,C,15>37
12.8437058s,C,34>37
12.8437058s,C,37>34
12.8437058s,S,14>48
12.8437058s,S,37>34
12.8437058s,C,37>15
12.8437058s,C,15>37
12.8437058s,C,37>34
12.8457064s,S,4>38
12.8457064s,S,45>10
12.8457064s,S,49>10
12.8457064s,S,30>39
12.8477066s,D,39>8
12.8477066s,S,45>0
12.8477066s,S,9>10
12.8477066s,S,37>49
12.8477066s,S,18>54
12.8477066s,S,39>8
12.8497075s,S,42>30
12.8497075s,S,34>38
12.8497075s,S,7>3
12.8497075s,S,7>41
12.8497075s,S,34>7
12.8497075s,S,47>43
12.8497075s,S,16>14
12.8516898s,D,43>28
12.8516898s,S,15>16
12.8516898s,S,15>49
12.8516898s,S,8>23
12.8516898s,S,43>28
12.8526903s,S,19>52
12.8536907s,S,25>5
12.8536907s,S,11>42
12.8536907s,S,3>13
12.8536907s,S,8>44
12.8536907s,S,8>35
12.8536907s,S,12>1
12.8536907s,S,29>51
12.8536907s,S,22>2
12.8536907s,S,28>18
12.8536907s,S,3>26
12.8536907s,S,25>33
12.8536907s,S,42>7
12.8546911s,S,46>48
12.8556915s,D,26>33
12.8556915s,S,0>45
12.8556915s,C,33>27
12.8556915s,C,27>33
12.8556915s,C,33>27
12.8556915s,C,27>33
12.8556915s,S,26>33
12.8567122s,S,34>0
12.8567122s,S,14>11
12.8567122s,S,23>33
12.8587122s,S,8>39
12.8587122s,D,38>30
12.8587122s,S,47>54
12.8587122s,S,18>46
12.8587122s,S,24>49
12.8587122s,S,0>15
12.8587122s,C,38>8
12.8587122s,S,0>37
12.8587122s,S,38>30
12.8587122s,C,38>8
12.8587122s,C,8>38
12.8587122s,C,30>2
12.8587122s,C,8>38
12.8587122s,C,30>2
12.8587122s,C,2>30
12.8587122s,C,2>30
12.8607127s,S,43>22
12.8607127s,S,29>40
12.8607127s,D,51>22
12.8607127s,S,29>9
12.8607127s,S,13>4
12.8607127s,S,39>19
12.8607127s,S,51>22
12.862713s,S,3>15
12.862713s,S,26>3
12.862713s,S,40>28
12.862713s,S,12>36
12.8647135s,S,0>43
12.8647135s,S,2>11
12.8647135s,S,41>19
12.8647135s,S,14>33
12.8647135s,S,47>36
12.8647135s,S,7>46
12.8647135s,S,37>17
12.8647135s,S,7>22
12.8647135s,S,34>39
12.8666942s,D,5>39
12.8666942s,S,1>45
12.8666942s,S,45>26
12.8666942s,S,37>12
12.8666942s,S,14>1
12.8666942s,C,5>16
12.8666942s,C,39>45
12.8666942s,C,16>5
12.8666942s,C,39>45
12.8666942s,C,16>5
12.8666942s,C,5>16
12.8666942s,S,5>39
12.8666942s,C,45>39
12.8666942s,C,45>39
12.8676966s,S,49>9
12.869696s,S,8>15
12.869696s,S,4>11
12.869696s,D,39>35
12.869696s,S,38>46
12.869696s,S,17>34
12.869696s,S,42>23
12.869696s,S,17>3
12.869696s,S,34>46
12.869696s,S,23>8
12.869696s,C,39>19
12.869696s,S,39>35
12.869696s,C,19>39
12.869696s,C,19>39
12.869696s,C,39>19
12.8706956s,S,39>34
12.8706956s,S,35>28
12.8706956s,S,47>45
12.8717106s,S,13>35
12.8717106s,D,18>45
12.8717106s,S,39>23
12.8717106s,S,18>45
12.8717106s,S,18>39
12.8717106s,S,46>12
12.8717106s,S,20>6
12.8717106s,S,0>41
12.8717106s,S,29>42
12.8717106s,S,5>17
12.8717106s,S,4>6
12.8717106s,S,46>18
12.8737118s,S,51>25
12.8737118s,S,19>16
12.8737118s,D,27>3
12.8737118s,S,39>45
12.8737118s,S,27>3
12.8737118s,C,3>14
12.8737118s,C,3>14
12.8737118s,C,14>3
12.8737118s,C,14>3
12.8757123s,S,4>14
12.8757123s,S,35>52
12.8757123s,S,4>54
12.8757123s,S,35>26
12.8757123s,S,23>26
12.8777129s,S,42>9
12.8777129s,D,46>27
12.8777129s,C,46>42
12.8777129s,S,46>27
12.8777129s,S,25>51
12.8777129s,S,37>38
12.8777129s,C,42>46
12.8777129s,S,37>35
12.8777129s,S,34>14
12.8777129s,S,46>38
12.8777129s,C,27>44
12.8777129s,S,30>23
12.8777129s,S,9>18
12.8777129s,S,30>25
12.8777129s,C,42>46
12.8777129s,C,46>42
12.8777129s,S,26>4
12.8777129s,C,27>44
12.8777129s,C,44>27
12.8777129s,C,44>27
12.8797134s,D,37>6
12.8797134s,S,18>29
12.8797134s,S,37>6
12.8797134s,S,43>34
12.8797134s,S,43>0
12.8797134s,S,36>12
12.8797134s,S,36>44
12.8797134s,C,6>20
12.8797134s,C,6>20
12.8797134s,C,20>6
12.8797134s,C,20>6
12.881714s,S,2>38
12.881714s,S,46>14
12.881714s,S,39>45
12.881714s,D,19>34
12.881714s,S,46>8
12.881714s,S,47>10
12.881714s,C,34>2
12.881714s,C,34>2
12.881714s,S,19>34
12.881714s,C,2>34
12.881714s,C,2>34
12.8836964s,S,7>38
12.8836964s,S,45>28
12.8836964s,S,26>25
12.8846971s,D,30>19
12.8846971s,S,49>37
12.8846971s,S,0>35
12.8846971s,S,39>14
12.8846971s,C,19>1
12.8846971s,C,30>3
12.8846971s,C,19>1
12.8846971s,C,3>30
12.8846971s,C,30>3
12.8846971s,S,30>19
12.8846971s,C,1>19
12.8846971s,C,3>30
12.8846971s,C,1>19
12.885699s,S,28>4
12.885699s,S,8>37
12.885699s,S,43>24
12.885699s,S,43>47
12.8867176s,S,14>27
12.8867176s,S,3>22
12.8867176s,S,30>46
12.8867176s,S,17>42
12.8867176s,S,7>42
12.8867176s,S,17>30
12.8867176s,S,30>53
12.8887181s,S,26>2
12.8887181s,S,48>2
12.8887181s,S,47>22
12.8887181s,S,2>48
12.8887181s,S,8>2
12.8887181s,S,34>17
12.8887181s,S,34>19
12.8887181s,S,30>39
12.8907178s,S,18>40
12.8907178s,S,39>27
12.8907178s,S,39>24
12.8907178s,S,22>6
12.8907178s,S,39>45
12.8907178s,S,36>8
12.8927184s,D,28>29
12.8927184s,S,30>17
12.8927184s,S,30>13
12.8927184s,S,28>29
12.8927184s,S,18>24
12.8927184s,S,28>20
12.8927184s,C,29>11
12.8927184s,C,29>11
12.8927184s,C,11>29
12.8927184s,C,11>29
12.8947186s,S,26>37
12.8947186s,S,16>47
12.8947186s,S,48>14
12.8967192s,S,13>44
12.8967192s,S,7>36
12.8967192s,D,25>14
12.8967192s,S,7>49
12.8967192s,C,25>26
12.8967192s,S,4>13
12.8967192s,S,7>5
12.8967192s,S,25>14
12.8967192s,C,25>26
12.8967192s,C,26>25
12.8967192s,C,26>25
12.8987194s,S,43>10
12.8987194s,S,43>6
12.8987194s,D,47>39
12.8987194s,S,42>11
12.8987194s,C,39>3
12.8987194s,S,37>1
12.8987194s,S,37>0
12.8987194s,S,17>5
