t,c,d
14.3620279s,S,9>42
14.3620279s,S,11>33
14.3620279s,S,9>15
14.3630281s,S,13>3
14.3630281s,S,11>39
14.3630281s,S,45>29
14.3640282s,S,18>43
14.3640282s,S,26>4
14.3650286s,D,0>32
14.3650286s,S,28>0
14.3650286s,S,29>9
14.3650286s,S,53>9
14.3650286s,S,47>16
14.3650286s,S,0>32
14.3660288s,S,4>14
14.3660288s,S,54>34
14.3660288s,S,4>48
14.3670295s,S,4>46
14.3670295s,S,34>27
14.3670295s,S,5>26
14.3670295s,S,23>18
14.3670295s,S,1>20
14.3670295s,S,23>54
14.3670295s,S,23>6
14.3670295s,S,46>17
14.3670295s,S,0>29
14.3670295s,S,23>37
14.3690295s,D,48>8
14.3690295s,S,52>7
14.3690295s,S,8>52
14.3690295s,C,48>34
14.3690295s,D,45>35
14.3690295s,S,48>8
14.3690295s,S,0>46
14.3690295s,C,34>48
14.3690295s,S,7>3
14.3690295s,C,48>34
14.3690295s,C,34>48
14.3690295s,S,11>27
14.3690295s,S,45>35
14.3690295s,S,11>5
14.3690295s,C,35>16
14.3690295s,C,16>35
14.3690295s,C,16>35
14.3690295s,C,35>16
14.37103s,S,28>6
14.37103s,S,47>39
14.37103s,S,39>28
14.37103s,S,52>9
14.37103s,S,41>29
14.37103s,S,24>18
14.37103s,S,7>47
14.37103s,S,47>15
14.37103s,S,45>7
14.37103s,S,27>40
14.3730303s,S,49>43
14.3730303s,S,49>5
14.3730303s,S,51>13
14.3730303s,S,51>40
14.3730303s,S,15>9
14.3730303s,S,0>41
14.3740307s,S,10>17
14.3740307s,S,35>4
14.3740307s,S,6>23
14.3740307s,S,3>12
14.3740307s,S,52>13
14.3740307s,S,25>17
14.3750314s,S,16>33
14.3750314s,D,29>35
14.3750314s,S,54>8
14.3750314s,S,54>33
14.3750314s,C,35>8
14.3750314s,S,15>16
14.3750314s,C,35>8
14.3750314s,C,8>35
14.3750314s,C,29>37
14.3750314s,C,8>35
14.3750314s,C,29>37
14.3750314s,C,37>29
14.3750314s,S,29>35
14.3750314s,C,37>29
14.3770311s,S,46>30
14.3770311s,S,41>13
14.3770311s,S,49>47
14.3770311s,D,47>41
14.3770311s,D,27>43
14.3770311s,S,49>7
14.3770311s,C,47>44
14.3770311s,C,41>51
14.3770311s,C,44>47
14.3770311s,C,47>44
14.3770311s,C,27>49
14.3770311s,S,47>41
14.3770311s,C,49>27
14.3770311s,C,27>49
14.3770311s,C,51>41
14.3770311s,C,44>47
14.3770311s,S,27>43
14.3770311s,C,41>51
14.3770311s,C,49>27
14.3770311s,C,51>41
14.3790316s,D,33>18
14.3790316s,C,33>24
14.3790316s,S,33>18
14.3790316s,S,35>18
14.3790316s,C,24>33
14.3790316s,S,26>44
14.3790316s,S,52>43
14.3790316s,S,0>1
14.3790316s,S,35>26
14.3790316s,S,7>42
14.3790316s,S,52>33
14.3790316s,C,33>24
14.3790316s,C,24>33
14.3790316s,S,43>26
14.3790316s,S,43>52
14.3790316s,C,18>36
14.3790316s,C,36>18
14.3790316s,C,18>36
14.3790316s,C,36>18
14.3800318s,S,36>19
14.3800318s,S,47>3
14.3800318s,S,36>49
14.3800318s,S,39>41
14.3800318s,S,39>48
14.3800318s,S,17>5
14.3800318s,S,17>37
14.3810319s,S,29>18
14.3810319s,S,36>26
14.3810319s,S,44>24
14.3810319s,S,5>7
14.3810319s,S,44>13
14.3810319s,S,22>19
14.3810319s,S,22>7
14.3810319s,S,36>5
14.3810319s,S,36>40
14.3810319s,S,44>29
14.3820329s,S,5>17
14.3820329s,S,38>1
14.3820329s,S,9>11
14.3820329s,S,30>1
14.3820329s,S,2>45
14.3820329s,S,2>47
14.3820329s,S,9>20
14.3820329s,S,19>9
14.3820329s,S,38>3
14.3840326s,D,40>35
14.3840326s,S,11>40
14.3840326s,S,41>35
14.3840326s,C,40>27
14.3840326s,C,35>4
14.3840326s,C,40>27
14.3840326s,S,44>2
14.3840326s,S,16>40
14.3840326s,S,49>23
14.3840326s,S,10>34
14.3840326s,S,8>2
14.3840326s,C,4>35
14.3840326s,S,40>35
14.3840326s,C,27>40
14.3840326s,C,35>4
14.3840326s,C,4>35
14.3840326s,C,27>40
14.3850333s,D,4>44
14.3850333s,S,29>5
14.3850333s,S,4>44
14.3860334s,S,48>2
14.3860334s,S,49>12
14.3860334s,S,24>19
14.3860334s,S,45>33
14.3860334s,S,38>0
14.3860334s,S,18>34
14.3870336s,S,27>11
14.3870336s,S,13>38
14.3870336s,S,47>37
14.3890341s,S,19>14
14.3890341s,S,4>38
14.3890341s,S,22>54
14.3890341s,S,54>24
14.3900342s,D,3>43
14.3900342s,S,51>17
14.3900342s,S,35>2
14.3900342s,C,3>19
14.3900342s,S,27>40
14.3900342s,S,29>51
14.3900342s,C,19>3
14.3900342s,S,10>36
14.3900342s,C,3>19
14.3900342s,S,10>33
14.3900342s,S,3>43
14.3900342s,S,27>38
14.3900342s,C,19>3
14.3900342s,S,46>29
14.3900342s,S,28>25
14.3910344s,S,41>1
14.3910344s,D,43>14
14.3910344s,C,40>44
14.3910344s,S,52>8
14.3910344s,C,44>40
14.3910344s,D,7>40
14.3910344s,C,44>40
14.3910344s,S,24>42
14.3910344s,S,19>36
14.3910344s,S,29>44
14.3910344s,S,29>19
14.3910344s,S,7>40
14.3910344s,C,40>44
14.3910344s,C,43>2
14.3910344s,C,43>2
14.3910344s,C,2>43
14.3910344s,S,43>14
14.3910344s,C,2>43
14.3920351s,D,18>48
14.3920351s,S,54>17
14.3920351s,S,54>40
14.3920351s,C,18>23
14.3920351s,C,48>10
14.3920351s,C,23>18
14.3920351s,C,10>48
14.3920351s,C,18>23
14.3920351s,S,18>48
14.3920351s,C,10>48
14.3920351s,C,23>18
14.3920351s,C,48>10
14.3940351s,S,3>7
14.3940351s,S,13>46
14.3940351s,S,41>39
14.3940351s,S,20>30
14.3940351s,S,49>43
14.3940351s,S,44>26
14.3940351s,S,49>26
14.3940351s,S,41>52
14.3940351s,S,44>0
14.3940351s,D,54>41
14.3940351s,S,17>10
14.3940351s,S,24>37
14.3940351s,C,54>8
14.3940351s,S,24>39
14.3940351s,C,54>8
14.3940351s,C,41>18
14.3940351s,C,8>54
14.3940351s,C,18>41
14.3940351s,S,54>41
14.3940351s,C,8>54
14.3940351s,C,41>18
14.3940351s,C,18>41
14.3950352s,S,52>19
14.3950352s,S,45>10
14.3960353s,S,19>46
14.3960353s,S,24>54
14.3970355s,S,13>35
14.3970355s,S,39>25
14.3970355s,S,46>44
14.3970355s,S,17>54
14.3970355s,S,17>46
14.3970355s,S,12>24
14.3970355s,S,46>17
14.3990363s,D,1>43
14.3990363s,S,16>15
14.3990363s,C,1>27
14.3990363s,S,1>43
14.3990363s,S,30>46
14.3990363s,C,27>1
14.3990363s,S,22>48
14.3990363s,S,54>38
14.3990363s,C,1>27
14.3990363s,S,46>4
14.3990363s,C,27>1
14.3990363s,S,51>23
14.3990363s,C,43>28
14.3990363s,C,43>28
14.3990363s,C,28>43
14.3990363s,C,28>43
14.4010366s,S,45>37
14.4010366s,S,8>15
14.4020367s,S,41>11
14.4020367s,S,2>35
14.4020367s,S,25>3
14.4020367s,S,15>20
14.4020367s,S,7>54
14.4030371s,D,24>46
14.4030371s,S,49>2
14.4030371s,S,24>46
14.4030371s,D,19>47
14.4030371s,S,49>0
14.4030371s,S,28>30
14.4030371s,S,23>33
14.4030371s,S,14>4
14.4030371s,C,46>28
14.4030371s,S,10>45
14.4030371s,C,46>28
14.4030371s,C,28>46
14.4030371s,S,19>47
14.4030371s,C,47>49
14.4030371s,C,28>46
14.4030371s,C,47>49
14.4030371s,C,49>47
14.4030371s,C,49>47
14.405038s,S,22>25
14.405038s,S,22>27
14.405038s,S,24>12
14.405038s,S,35>11
14.405038s,S,48>10
14.405038s,S,25>15
14.405038s,S,12>39
14.405038s,S,15>53
14.405038s,S,12>5
14.405038s,S,18>39
14.4070379s,S,22>5
14.4070379s,S,22>20
14.4070379s,S,33>52
14.4070379s,S,18>44
14.4070379s,S,7>41
14.4070379s,S,9>41
14.4070379s,S,18>24
14.4070379s,S,45>24
14.4070379s,S,45>13
14.4080384s,S,30>42
14.4080384s,S,12>3
14.4080384s,S,41>36
14.4080384s,S,14>27
14.4080384s,S,41>47
14.4080384s,S,39>11
14.4080384s,S,12>42
14.4080384s,S,14>23
14.4090388s,D,39>9
14.4090388s,S,33>22
14.4090388s,C,39>48
14.4090388s,S,39>9
14.4090388s,C,39>48
14.4090388s,C,48>39
14.4090388s,C,48>39
14.411039s,S,0>16
14.411039s,S,41>7
14.411039s,S,52>36
14.411039s,S,26>3
14.411039s,S,51>29
14.413039s,D,37>43
14.413039s,S,28>19
14.413039s,S,40>34
14.413039s,S,19>6
14.413039s,S,18>53
14.413039s,S,16>49
14.413039s,S,12>33
14.413039s,S,19>53
14.413039s,S,1>0
14.413039s,S,40>39
14.413039s,S,17>34
14.413039s,S,12>16
14.413039s,C,43>49
14.413039s,S,37>43
14.413039s,C,43>49
14.413039s,C,49>43
14.413039s,C,49>43
14.4140394s,S,49>7
14.4140394s,S,35>10
14.4150399s,S,49>6
14.4150399s,S,39>18
14.4150399s,S,52>6
14.4150399s,S,36>37
14.4150399s,S,39>6
14.41604s,S,27>44
14.41604s,S,44>38
14.41604s,D,22>49
14.41604s,S,9>39
14.41604s,S,27>22
14.41604s,S,22>49
14.4170404s,D,42>46
14.4170404s,S,39>41
14.4170404s,S,2>15
14.4170404s,S,2>48
14.4170404s,S,42>46
14.4170404s,S,27>14
14.4170404s,S,49>36
14.4170404s,C,46>4
14.4170404s,C,4>46
14.4170404s,C,46>4
14.4170404s,C,4>46
14.4190395s,S,46>18
14.4190395s,S,48>10
14.4190395s,S,11>4
14.4190395s,S,29>40
14.4190395s,D,38>41
14.4190395s,S,43>27
14.4190395s,S,43>19
14.4190395s,C,38>18
14.4190395s,S,13>51
14.4190395s,S,17>40
14.4190395s,C,18>38
14.4190395s,S,41>54
14.4190395s,S,29>9
14.4190395s,S,38>41
14.4190395s,S,46>45
14.4190395s,C,38>18
14.4190395s,C,41>2
14.4190395s,C,18>38
14.4190395s,C,41>2
14.4190395s,C,2>41
14.4190395s,C,2>41
14.4200414s,D,49>44
14.4200414s,D,39>17
14.4200414s,S,29>48
14.4200414s,S,29>8
14.4200414s,S,49>44
14.4200414s,C,39>54
14.4200414s,S,39>17
14.4200414s,C,54>39
14.4200414s,C,39>54
14.4200414s,C,54>39
14.4220414s,S,47>39
14.4220414s,S,8>47
14.4220414s,S,52>9
14.4220414s,S,34>15
14.4230418s,D,54>46
14.4230418s,S,46>13
14.4230418s,S,54>52
14.4230418s,S,54>46
14.4230418s,S,23>14
14.4230418s,S,39>12
14.4230418s,C,46>29
14.4230418s,S,33>30
14.4230418s,C,46>29
14.4230418s,C,29>46
14.4230418s,S,33>10
14.4230418s,C,29>46
14.4240419s,S,48>8
14.4240419s,S,8>48
14.4240419s,S,51>45
14.4240419s,S,16>12
14.4240419s,S,33>25
14.4240419s,S,16>6
14.4240419s,S,52>41
14.4240419s,S,0>44
14.4250423s,S,15>3
14.4270426s,S,44>53
14.4270426s,S,51>30
14.4270426s,D,47>20
14.4270426s,S,37>47
14.4270426s,S,23>37
14.4270426s,S,26>4
14.4270426s,C,47>11
14.4270426s,S,47>20
14.4270426s,C,47>11
14.4270426s,C,11>47
14.4270426s,C,11>47
14.428043s,S,14>11
14.428043s,S,9>43
14.428043s,S,46>51
14.4290437s,S,1>34
14.4290437s,S,20>16
14.4290437s,S,49>23
14.4290437s,S,41>13
14.4310434s,S,38>4
14.4310434s,S,39>16
14.4320438s,S,48>10
14.4320438s,S,44>14
14.4320438s,S,4>49
14.433044s,S,26>43
14.433044s,S,30>2
14.4340447s,S,13>44
14.4340447s,S,8>29
14.4340447s,S,39>40
14.4340447s,S,42>17
14.4360444s,S,39>15
14.4360444s,S,7>25
14.4360444s,S,47>8
14.4360444s,S,3>12
14.4360444s,S,3>17
14.4360444s,S,35>29
14.4360444s,S,7>3
14.4360444s,S,17>37
14.4360444s,S,54>34
14.4360444s,D,27>29
14.4360444s,S,27>29
14.4380446s,S,9>42
14.4380446s,S,47>7
14.4380446s,S,47>37
14.4390456s,D,32>29
14.4390456s,S,48>13
14.4390456s,S,32>29
14.4390456s,S,43>1
14.4390456s,C,29>51
14.4390456s,C,29>51
14.4390456s,C,51>29
14.4390456s,C,51>29
14.4410456s,S,17>39
14.4410456s,S,46>8
14.4410456s,S,46>51
14.4410456s,S,51>13
14.4410456s,S,4>6
14.4410456s,S,4>48
14.442046s,S,44>4
14.442046s,D,5>37
14.442046s,S,29>0
14.442046s,S,6>16
14.442046s,S,43>3
14.442046s,S,6>25
14.442046s,S,5>37
14.442046s,C,37>36
14.442046s,C,37>36
14.442046s,C,36>37
14.442046s,C,36>37
14.4440463s,S,33>54
14.4440463s,S,36>52
14.4440463s,S,48>49
14.4440463s,S,36>26
14.4440463s,S,18>46
14.4440463s,S,3>25
14.4440463s,S,35>36
14.4440463s,S,3>15
14.4440463s,S,10>17
14.4440463s,D,29>52
14.4440463s,S,44>46
14.4440463s,S,54>23
14.4440463s,C,29>10
14.4440463s,S,29>52
14.4440463s,C,10>29
14.4440463s,C,29>10
14.4440463s,C,10>29
14.445047s,D,1>53
14.445047s,S,46>54
14.445047s,S,38>36
14.445047s,S,54>33
14.445047s,S,16>42
14.445047s,C,1>54
14.445047s,S,4>15
14.445047s,S,1>53
14.445047s,C,1>54
14.445047s,C,54>1
14.445047s,C,54>1
14.447047s,S,38>30
14.447047s,S,20>34
14.447047s,S,38>6
14.447047s,S,7>27
14.447047s,S,7>54
14.448048s,D,26>52
14.448048s,S,18>54
14.448048s,S,26>52
14.448048s,C,52>33
14.448048s,C,33>52
14.448048s,C,33>52
14.448048s,C,52>33
14.4500482s,D,15>5
14.4500482s,D,6>30
14.4500482s,S,15>39
14.4500482s,S,35>26
14.4500482s,S,7>52
14.4500482s,S,15>5
14.4500482s,S,35>15
14.4500482s,S,6>30
14.4500482s,S,2>22
14.4500482s,S,25>20
14.4500482s,S,46>0
14.4500482s,S,46>3
14.4520479s,S,49>22
14.4520479s,S,29>44
14.4520479s,S,14>43
14.4520479s,S,34>52
14.4520479s,S,24>14
14.4520479s,S,29>19
14.4520479s,S,35>13
14.4530483s,S,19>24
14.4530483s,S,19>46
14.4530483s,S,38>1
14.4530483s,S,39>18
14.4530483s,S,0>29
14.4540485s,D,54>37
14.4540485s,S,39>17
14.4540485s,S,54>41
14.4540485s,D,39>5
14.4540485s,S,4>14
14.4540485s,S,54>37
14.4540485s,C,37>40
14.4540485s,C,40>37
14.4540485s,C,39>15
14.4540485s,C,37>40
14.4540485s,C,15>39
14.4540485s,C,40>37
14.4540485s,S,39>5
14.4540485s,C,39>15
14.4540485s,C,15>39
14.4550489s,D,3>44
14.4550489s,S,11>27
14.4550489s,S,33>13
14.4550489s,C,44>4
14.4550489s,S,46>24
14.4550489s,C,44>4
14.4550489s,C,4>44
14.4550489s,C,4>44
14.4550489s,S,35>45
14.4550489s,C,3>26
14.4550489s,S,44>49
14.4550489s,S,3>44
14.4550489s,C,26>3
14.4550489s,C,3>26
14.4550489s,C,26>3
14.4560496s,S,51>17
14.4560496s,S,24>25
14.4560496s,S,44>26
14.4560496s,S,24>39
14.4580493s,D,43>8
14.4580493s,S,48>18
14.4580493s,S,0>46
14.4580493s,S,48>14
14.4580493s,C,43>52
14.4580493s,S,18>48
14.4580493s,S,43>8
14.4580493s,S,48>2
14.4580493s,S,47>33
14.4580493s,C,52>43
14.4580493s,C,43>52
14.4580493s,C,52>43
14.4590503s,S,5>39
14.4590503s,S,52>54
14.4590503s,S,4>45
14.4590503s,S,13>52
14.4590503s,S,4>38
14.4590503s,S,6>27
14.46105s,S,18>33
14.46105s,D,46>15
14.46105s,S,35>39
14.46105s,S,36>19
14.46105s,C,46>3
14.46105s,S,41>9
14.46105s,C,46>3
14.46105s,S,8>2
14.46105s,S,52>33
14.46105s,S,3>13
14.46105s,S,22>19
14.46105s,S,11>9
14.46105s,S,28>0
14.46105s,S,28>22
14.46105s,C,3>46
14.46105s,S,46>15
14.46105s,C,3>46
14.4620504s,S,41>36
14.4620504s,S,39>12
14.4620504s,S,46>48
14.4630505s,S,46>42
14.4630505s,S,38>3
14.4630505s,S,47>1
14.4630505s,S,1>26
14.4630505s,S,23>6
14.4630505s,S,9>43
14.4630505s,S,52>19
14.4630505s,S,52>25
14.464051s,S,39>11
14.464051s,S,18>43
14.464051s,S,45>2
14.464051s,S,10>45
14.464051s,S,47>19
14.464051s,S,10>43
14.4650514s,S,17>25
14.4650514s,S,17>5
14.4670513s,S,26>35
14.4670513s,S,46>19
14.4670513s,S,51>30
14.4670513s,S,29>41
14.4670513s,S,5>29
14.4670513s,S,30>12
14.4670513s,S,54>3
14.4670513s,S,28>6
14.4670513s,S,29>5
14.4680521s,S,54>40
14.4680521s,S,0>52
14.4680521s,S,0>40
14.4680521s,S,54>38
14.470052s,D,22>38
14.470052s,D,45>12
14.470052s,S,43>37
14.470052s,S,0>1
14.470052s,S,22>38
14.470052s,S,19>53
14.470052s,S,11>53
14.470052s,C,38>44
14.470052s,S,49>42
14.470052s,C,44>38
14.470052s,C,38>44
14.470052s,S,45>12
14.470052s,C,44>38
14.4710525s,S,6>4
14.4710525s,S,43>14
14.4710525s,S,43>27
14.4710525s,S,46>13
14.4710525s,S,22>27
14.4710525s,S,27>38
14.4710525s,S,27>26
14.4710525s,S,46>45
14.4710525s,S,19>23
14.4710525s,S,28>25
14.4710525s,S,11>35
14.4720532s,S,44>27
14.4720532s,S,26>44
14.4740531s,D,19>39
14.4740531s,D,42>47
14.4740531s,S,2>49
14.4740531s,C,19>43
14.4740531s,S,49>2
14.4740531s,C,19>43
14.4740531s,S,19>39
14.4740531s,C,39>25
14.4740531s,S,17>34
14.4740531s,C,25>39
14.4740531s,S,42>47
14.4740531s,C,43>19
14.4740531s,S,18>28
14.4740531s,S,49>0
14.4740531s,C,39>25
14.4740531s,C,25>39
14.4740531s,C,43>19
14.4740531s,C,47>1
14.4740531s,C,1>47
14.4740531s,C,47>1
14.4740531s,C,1>47
14.4750536s,S,39>28
14.4750536s,S,19>14
14.4750536s,S,39>9
14.4750536s,S,19>9
14.476054s,S,12>3
14.476054s,S,53>1
14.476054s,S,12>42
14.476054s,S,51>22
14.476054s,S,14>37
14.476054s,S,14>23
14.476054s,S,42>12
14.4780543s,S,47>27
14.4780543s,S,44>24
14.4780543s,S,14>35
14.4780543s,S,37>16
14.4790544s,S,9>34
14.4790544s,S,26>5
14.4790544s,S,22>28
14.4790544s,S,1>30
14.4800548s,D,37>29
14.4800548s,S,39>35
14.4800548s,C,37>5
14.4800548s,S,35>11
14.4800548s,S,37>29
14.4800548s,C,37>5
14.4800548s,C,5>37
14.4800548s,C,29>35
14.4800548s,C,5>37
14.4800548s,C,29>35
14.4800548s,C,35>29
14.4800548s,C,35>29
14.4810549s,S,29>27
14.4810549s,S,54>23
14.4810549s,S,48>42
14.4810549s,S,29>32
14.4810549s,S,8>48
14.4810549s,S,27>11
14.4810549s,S,52>29
14.4810549s,S,27>44
14.4810549s,S,39>41
14.4830564s,D,33>35
14.4830564s,S,8>41
14.4830564s,S,36>40
14.4830564s,S,5>14
14.4830564s,S,36>5
14.4830564s,S,41>37
14.4830564s,S,33>35
14.4850555s,S,43>10
14.4850555s,S,41>38
14.4860562s,D,1>21
14.4860562s,S,49>7
14.4860562s,S,39>6
14.4860562s,S,49>6
14.4860562s,S,1>21
14.4860562s,S,39>18
14.4860562s,S,39>16
14.4860562s,S,15>4
14.4870563s,S,18>24
14.4870563s,S,45>1
14.4880564s,S,2>48
14.4880564s,S,12>23
14.4880564s,S,54>34
14.4880564s,S,27>22
14.4880564s,S,47>3
14.4880564s,S,22>7
14.4880564s,S,27>14
14.4880564s,S,3>40
14.4880564s,S,47>7
14.4880564s,S,11>39
14.4890566s,S,8>43
14.4890566s,S,24>26
14.4890566s,S,42>24
14.4890566s,S,23>53
14.4890566s,S,48>26
14.4890566s,S,30>28
14.4890566s,S,23>54
14.4890566s,S,23>33
14.4900567s,S,14>4
14.4900567s,S,24>37
14.4910574s,S,52>8
14.4910574s,S,16>20
14.4930574s,D,35>33
14.4930574s,C,35>33
14.4930574s,S,39>17
14.4930574s,C,33>35
14.4930574s,S,40>7
14.4930574s,S,17>37
14.4930574s,C,33>35
14.4930574s,C,33>35
14.4930574s,S,35>33
14.4930574s,C,33>35
14.4930574s,S,3>10
14.4930574s,C,35>33
14.4930574s,S,49>22
14.4930574s,S,24>44
14.4930574s,S,7>49
14.4930574s,C,35>33
14.4930574s,C,35>33
14.4940575s,D,24>34
14.4940575s,D,27>36
14.4940575s,S,52>26
14.4940575s,C,24>37
14.4940575s,S,24>34
14.4940575s,C,24>37
14.4940575s,C,37>24
14.4940575s,S,27>36
14.4940575s,C,37>24
14.4950582s,S,13>20
14.4970579s,D,38>8
14.4970579s,S,35>40
14.4970579s,S,24>18
14.4970579s,S,8>46
14.4970579s,S,22>33
14.4970579s,C,38>37
14.4970579s,S,22>25
14.4970579s,S,38>8
14.4970579s,C,37>38
14.4970579s,C,38>37
14.4970579s,C,37>38
14.4980586s,S,3>17
14.4990588s,S,51>46
14.4990588s,D,5>41
14.4990588s,C,41>39
14.4990588s,S,37>54
14.4990588s,C,41>39
14.4990588s,C,39>41
14.4990588s,S,5>41
14.4990588s,C,39>41
14.5000595s,S,2>26
14.5000595s,S,12>47
14.5000595s,S,44>0
14.5000595s,S,39>47
14.5000595s,S,49>23
14.5000595s,S,44>33
14.5000595s,S,48>24
14.5000595s,S,36>35
14.5000595s,S,12>16
14.5000595s,S,39>40
14.5000595s,S,20>5
14.5010596s,D,54>49
14.5010596s,D,26>46
14.5010596s,S,29>18
14.5010596s,C,54>52
14.5010596s,S,54>49
14.5010596s,C,52>54
14.5010596s,S,29>40
14.5010596s,C,54>52
14.5010596s,C,52>54
14.5010596s,C,46>44
14.5010596s,C,46>44
14.5010596s,S,26>46
14.5010596s,C,44>46
14.5010596s,C,44>46
14.5020597s,D,20>40
14.5020597s,S,12>39
14.5020597s,S,12>5
14.5020597s,S,20>40
14.5020597s,S,7>3
14.5020597s,S,38>4
14.5030599s,S,15>43
14.5030599s,S,15>16
14.5030599s,S,33>44
14.50406s,S,17>40
14.50406s,S,1>0
14.50406s,S,1>45
14.50406s,S,12>33
14.5050601s,S,7>5
14.5050601s,S,18>39
14.5050601s,S,18>43
14.5050601s,S,36>26
14.5050601s,S,10>33
14.5050601s,S,11>4
14.5050601s,S,36>8
14.5060606s,S,32>0
14.5060606s,S,3>45
14.5060606s,S,35>14
14.5060606s,S,4>49
14.5060606s,S,52>6
14.5060606s,S,0>32
14.507061s,S,45>13
14.507061s,S,54>3
14.507061s,S,1>20
14.507061s,S,49>26
14.507061s,S,45>24
14.5090612s,D,43>20
14.5090612s,S,43>20
14.5090612s,S,38>23
14.5090612s,S,11>40
14.5090612s,S,1>16
14.5090612s,S,42>16
14.5090612s,S,44>14
14.5090612s,S,44>53
14.5100617s,S,2>44
14.5120616s,S,51>23
14.5120616s,S,54>18
14.5120616s,S,35>23
14.5120616s,S,49>54
14.5120616s,C,46>30
14.5120616s,S,52>34
14.5120616s,C,30>46
14.5120616s,S,2>15
14.5120616s,S,2>30
14.5120616s,S,29>44
14.5120616s,D,40>46
14.5120616s,S,34>54
14.5120616s,C,46>30
14.5120616s,C,30>46
14.5120616s,C,40>54
14.5120616s,S,40>46
14.5120616s,C,40>54
14.5120616s,C,54>40
14.5120616s,C,54>40
14.5130621s,S,54>41
14.5130621s,S,54>40
14.5130621s,S,7>45
14.5130621s,S,41>13
14.5130621s,S,7>27
14.5130621s,S,39>9
14.5140625s,S,33>18
14.5150626s,S,4>24
14.5150626s,S,39>28
14.5160633s,S,54>23
14.5160633s,S,54>33
14.5180636s,S,40>22
14.5180636s,S,20>47
14.5180636s,S,8>52
14.5180636s,S,24>6
14.5180636s,S,26>4
14.5190637s,S,43>29
14.5190637s,S,22>20
14.5190637s,S,4>43
14.5190637s,S,20>22
14.5200638s,S,44>3
14.5200638s,S,46>18
14.521064s,S,39>19
14.521064s,S,52>9
14.521064s,S,18>34
14.5220641s,D,39>29
14.5220641s,S,46>8
14.5220641s,S,39>29
14.5220641s,C,29>19
14.5220641s,C,29>19
14.5220641s,C,19>29
14.5220641s,C,19>29
14.5240647s,D,33>7
14.5240647s,S,38>54
14.5240647s,S,10>43
14.5240647s,S,47>37
14.5240647s,S,9>39
14.5240647s,S,10>45
14.5240647s,S,33>7
14.5250648s,S,18>35
14.5250648s,S,15>25
14.5250648s,S,18>44
14.5250648s,S,5>22
14.5250648s,S,47>42
14.5250648s,S,16>15
14.5250648s,S,39>24
14.5250648s,S,5>39
14.5250648s,S,39>35
14.5260655s,D,35>47
14.5260655s,S,4>11
14.5260655s,S,35>47
14.5260655s,S,35>18
14.5260655s,S,23>10
14.5260655s,S,43>37
14.5260655s,S,43>46
14.5260655s,C,47>7
14.5260655s,C,7>47
14.5260655s,C,47>7
14.5260655s,C,7>47
14.5280649s,S,27>29
14.5280649s,S,48>2
14.5280649s,S,7>22
14.5280649s,S,38>13
14.5280649s,S,52>19
14.5280649s,S,27>26
14.5280649s,S,7>25
14.5280649s,S,29>48
14.5280649s,S,49>7
14.5280649s,S,29>0
14.5280649s,S,27>6
14.5280649s,S,46>24
14.5290656s,S,3>12
14.5290656s,S,47>7
14.5290656s,S,1>43
14.5300657s,S,4>13
14.5300657s,S,4>38
14.5300657s,D,47>48
14.5300657s,S,33>30
14.5300657s,S,9>53
14.5300657s,S,0>21
14.5300657s,S,29>37
14.5300657s,S,54>17
14.5300657s,S,54>38
14.5300657s,C,47>3
14.5300657s,S,47>48
14.5300657s,C,47>3
14.5300657s,C,3>47
14.5300657s,C,3>47
14.5310659s,S,25>7
14.5310659s,S,46>45
14.5310659s,S,45>33
14.5310659s,S,46>0
14.5310659s,S,25>15
14.532066s,S,27>47
14.5330702s,S,47>16
14.5330702s,S,47>3
14.5350667s,D,3>35
14.5350667s,D,0>31
14.5350667s,S,3>35
14.5350667s,S,17>34
14.5350667s,S,49>26
14.5350667s,S,15>8
14.5350667s,C,0>21
14.5350667s,S,41>8
14.5350667s,S,49>48
14.5350667s,C,35>18
14.5350667s,S,0>31
14.5350667s,C,21>0
14.5350667s,C,0>21
14.5350667s,C,18>35
14.5350667s,C,35>18
14.5350667s,C,21>0
14.5350667s,C,18>35
14.5360674s,D,19>27
14.5360674s,S,4>26
14.5360674s,S,16>42
14.5360674s,S,16>47
14.5360674s,S,19>27
14.5360674s,C,27>5
14.5360674s,C,5>27
14.5360674s,C,5>27
14.5360674s,C,27>5
14.5370678s,D,37>51
14.5370678s,S,37>51
14.5390678s,S,26>24
14.5390678s,S,33>54
14.5390678s,S,44>2
14.5390678s,S,33>25
14.5390678s,S,35>41
14.5390678s,S,21>1
14.5390678s,S,47>33
14.5390678s,S,11>35
14.5390678s,S,0>15
14.5390678s,S,52>29
14.5390678s,S,29>39
14.5390678s,S,26>36
14.5390678s,S,52>25
14.5390678s,S,46>26
14.5390678s,S,29>9
14.5390678s,S,26>35
14.5390678s,S,54>34
14.5400682s,S,51>30
14.5400682s,S,17>51
14.5400682s,S,22>2
14.5410686s,S,42>30
14.5410686s,D,42>19
14.5410686s,C,19>47
14.5410686s,S,12>3
14.5410686s,C,42>1
14.5410686s,S,45>37
14.5410686s,C,1>42
14.5410686s,S,12>42
14.5410686s,C,47>19
14.5410686s,C,19>47
14.5410686s,C,42>1
14.5410686s,S,42>19
14.5410686s,C,1>42
14.5410686s,C,47>19
14.5420691s,S,18>54
14.5420691s,S,39>16
14.5420691s,S,36>19
