t,c,d
14.6387397s,S,15>12
14.6397399s,S,20>14
14.6427405s,D,18>20
14.6427405s,S,18>20
14.6447408s,S,1>15
14.6567435s,S,14>11
14.6587438s,D,14>16
14.6587438s,S,18>6
14.6587438s,S,6>4
14.6587438s,C,14>3
14.6587438s,C,14>3
14.6587438s,C,3>14
14.6587438s,S,14>16
14.6587438s,C,3>14
14.6607441s,S,6>3
14.6627446s,S,3>11
14.6637448s,S,19>18
14.6637448s,S,18>19
14.6657254s,S,0>18
14.6667454s,S,16>0
14.6697461s,S,14>12
14.6717464s,S,17>3
14.6737469s,S,0>1
14.6747471s,S,0>24
14.679748s,S,0>22
14.679748s,S,0>20
14.6817483s,S,23>11
14.6837488s,S,0>19
14.6837488s,S,0>15
14.6877496s,D,19>20
14.6877496s,S,19>20
14.6897499s,S,10>2
14.6967517s,S,17>6
14.6967517s,S,17>0
14.7007525s,D,11>20
14.7007525s,S,16>17
14.7007525s,S,16>25
14.7007525s,C,11>9
14.7007525s,S,11>20
14.7007525s,C,11>9
14.7007525s,C,9>11
14.7007525s,C,9>11
14.7057535s,S,8>9
14.7087539s,S,0>16
14.712755s,S,0>23
14.712755s,S,0>25
14.7177559s,S,14>13
14.718756s,D,13>17
14.718756s,S,17>16
14.718756s,S,13>17
14.7217567s,S,8>13
14.7227569s,S,20>15
14.7277578s,S,11>0
14.7297584s,S,18>0
14.7297584s,S,19>0
14.7367599s,S,1>12
14.7397603s,S,5>12
14.7397603s,S,20>18
14.7407607s,S,15>0
14.7407607s,S,14>0
14.7417608s,S,10>15
14.7467618s,S,8>12
14.7497624s,S,18>10
14.7497624s,S,6>12
14.7517627s,S,25>14
14.7547634s,S,16>14
14.7547634s,S,14>15
14.7547634s,S,17>13
14.7567637s,S,0>8
14.7567637s,S,6>4
14.7617649s,D,13>18
14.7617649s,S,13>18
14.7637649s,S,0>21
14.7637649s,D,7>18
14.7637649s,S,7>18
14.7727669s,S,14>6
14.7847694s,S,0>3
14.7867696s,S,1>9
14.78777s,S,8>10
14.78777s,S,17>3
14.78777s,S,17>0
14.78777s,S,6>17
14.7897703s,S,13>3
14.7907707s,S,18>19
14.7917709s,S,16>17
14.7957717s,S,17>6
14.7967718s,D,21>20
14.7967718s,S,18>13
14.7967718s,S,20>11
14.7967718s,S,21>20
14.7997532s,S,0>1
14.8047734s,D,11>18
14.8047734s,C,11>14
14.8047734s,C,11>14
14.8047734s,S,11>18
14.8047734s,C,14>11
14.8047734s,C,14>11
14.8077741s,S,20>19
14.8087743s,S,0>19
14.8117749s,S,1>14
14.8157555s,D,13>20
14.8157555s,C,13>6
14.8157555s,S,13>20
14.8157555s,C,6>13
14.8157555s,C,13>6
14.8157555s,C,6>13
14.8187764s,S,11>15
14.8187764s,S,18>7
14.8197766s,S,8>4
14.8207767s,S,18>1
14.8237774s,D,19>21
14.8237774s,S,0>17
14.8237774s,S,19>21
14.8257777s,S,0>22
14.8297785s,D,7>17
14.8297785s,S,7>17
14.8317787s,S,13>2
14.8317787s,S,10>6
14.8337585s,S,13>10
14.8347797s,S,0>14
14.8347797s,S,17>16
14.8357798s,S,5>7
14.8357798s,S,18>8
14.8397807s,S,0>24
14.8407808s,S,0>25
14.8407808s,S,0>23
14.8457817s,S,18>11
14.8467822s,S,25>16
14.8467822s,S,19>18
14.8497828s,S,6>12
14.8497828s,S,6>7
14.8497828s,S,8>14
14.850783s,S,14>10
14.8517831s,S,14>5
14.8577842s,S,18>0
14.8607849s,D,11>25
14.8607849s,C,11>23
14.8607849s,S,11>25
14.8607849s,C,23>11
14.8607849s,C,11>23
14.8607849s,C,23>11
14.8647857s,S,0>18
14.8667862s,S,14>25
14.8667862s,S,16>25
14.8667862s,S,18>8
14.8667862s,S,18>20
14.8677864s,S,20>17
14.8677864s,S,15>20
14.8697866s,S,13>1
14.8737874s,S,7>8
14.8767881s,S,13>11
14.8807889s,S,17>3
14.8827892s,S,15>7
14.8827892s,S,0>16
14.8847898s,S,14>15
14.8847898s,S,17>7
14.8857899s,S,17>20
14.88679s,S,11>18
14.8897907s,S,0>21
14.8927914s,S,11>13
14.8977923s,S,18>6
14.8997926s,S,8>15
14.8997926s,S,21>19
14.9017932s,S,20>21
14.9047936s,S,13>17
14.9057937s,D,22>24
14.9057937s,S,20>13
14.9057937s,S,22>24
14.9097945s,S,11>7
14.9097945s,S,17>6
14.9117951s,D,21>18
14.9117951s,S,13>15
14.9117951s,S,14>13
14.9117951s,S,21>18
14.9137953s,S,19>20
14.9187966s,S,7>9
14.9217972s,S,10>9
14.9247976s,S,0>1
14.9267982s,S,17>16
14.9267982s,S,11>8
14.9267982s,S,17>3
14.9277983s,S,11>20
14.9277983s,S,19>0
14.9307987s,S,0>11
14.9357999s,S,0>19
14.9357999s,S,25>11
14.9368001s,S,5>9
14.9398008s,S,13>11
14.9398008s,S,7>15
14.9438013s,D,11>17
14.9438013s,C,11>8
14.9438013s,S,11>17
14.9438013s,C,8>11
14.9438013s,C,11>8
14.9438013s,C,8>11
14.9458018s,S,11>10
14.9458018s,S,0>15
14.9478021s,S,10>11
14.9498s,D,12>17
14.9498s,S,6>18
14.9498s,S,12>17
14.954801s,S,0>8
14.954801s,S,0>18
14.9558014s,S,6>3
14.9588021s,S,14>1
14.9598022s,S,7>6
14.9618054s,D,3>16
14.9618054s,S,3>16
14.9638057s,S,20>5
14.9638057s,S,14>12
14.9638057s,S,18>21
14.9638057s,S,18>13
14.9668063s,S,11>12
14.9688069s,S,14>6
14.9718076s,S,0>25
14.9768085s,S,16>14
14.9768085s,S,19>18
14.9828099s,S,17>25
14.9828099s,S,17>20
14.9848099s,S,23>0
14.9858103s,S,17>11
14.9878106s,S,11>2
14.9878106s,S,15>5
14.988811s,S,18>10
14.9908112s,S,10>14
14.9948121s,S,14>25
14.9978127s,S,13>15
14.9978127s,S,13>18
14.9978127s,S,13>9
14.9998133s,S,18>0
14.9998133s,S,17>12
15.0018136s,S,17>6
15.0018136s,S,17>16
15.0018136s,S,24>22
15.0078146s,S,5>15
15.0078146s,S,21>20
15.0128156s,D,12>22
15.0128156s,D,22>17
15.0128156s,S,11>25
15.0128156s,S,12>22
15.0128156s,S,22>17
15.0148161s,S,20>0
15.0148161s,S,21>19
15.0167971s,S,0>21
15.0178168s,S,11>4
15.018817s,S,13>12
15.018817s,S,14>22
15.0218176s,S,0>16
15.0218176s,S,0>11
15.0238182s,S,11>1
15.0258185s,S,11>12
15.0288188s,S,18>19
15.0338201s,S,14>0
15.0338201s,S,13>8
15.0358203s,S,0>3
15.0378209s,S,11>6
15.0398212s,S,6>15
15.0418217s,S,16>3
15.043822s,S,19>18
15.043822s,S,19>20
15.0448221s,S,0>8
15.0448221s,S,0>18
15.0468227s,S,7>18
15.0498231s,S,12>2
15.0508235s,D,3>18
15.0508235s,S,10>5
15.0508235s,S,3>18
15.0518236s,S,6>14
15.0518236s,S,0>1
15.0518236s,S,0>19
15.0588222s,S,11>13
15.0608227s,S,13>7
15.0648238s,S,13>4
15.0668241s,S,7>12
15.0668241s,S,11>5
15.0698263s,S,22>14
15.0698263s,S,17>22
15.0708279s,D,2>18
15.0708279s,S,2>18
15.0768289s,S,11>4
15.0778291s,S,17>20
15.0778291s,S,22>12
15.0798296s,S,14>16
15.0828271s,S,0>23
15.0848279s,S,13>9
15.0858278s,S,0>17
15.0888287s,S,11>17
15.090829s,S,18>1
15.090829s,S,21>18
15.0918294s,D,23>18
15.0918294s,S,17>6
15.0918294s,S,23>18
15.0948298s,S,14>7
15.0958302s,S,18>20
15.0958302s,S,11>20
15.0978308s,S,18>3
15.0998311s,D,12>20
15.0998311s,C,12>17
15.0998311s,S,12>20
15.0998311s,C,12>17
15.0998311s,C,17>12
15.0998311s,C,17>12
15.1018328s,S,13>18
15.1038325s,S,20>25
15.1038325s,S,5>20
15.1038325s,S,7>17
15.1068329s,S,13>12
15.1118338s,S,13>4
15.1118338s,S,0>14
15.1118338s,S,12>7
15.1128339s,S,21>19
15.1178352s,D,3>20
15.1178352s,S,0>20
15.1178352s,S,3>20
15.1198357s,S,11>7
15.1218342s,S,3>15
15.1218342s,S,18>2
15.1228347s,S,15>20
15.1248349s,S,0>24
15.1268355s,S,22>0
15.1298362s,S,11>0
15.1308363s,S,11>13
15.1318367s,S,7>1
15.1318367s,D,2>17
15.1318367s,S,2>17
15.133837s,S,18>6
15.1358375s,S,10>1
15.1358375s,S,0>22
15.1378401s,S,18>23
15.1388403s,S,13>8
15.1408235s,S,24>22
15.1428241s,S,0>21
15.1428241s,S,21>0
15.1438392s,S,5>8
15.1438392s,S,14>5
15.1438392s,S,14>0
15.1438392s,S,3>18
15.1448396s,S,12>6
15.1458397s,S,22>14
15.1458397s,S,14>22
15.1498262s,S,13>14
15.1538282s,S,11>3
15.1538282s,S,13>3
15.155827s,D,23>25
15.155827s,S,23>25
15.157829s,D,22>18
15.157829s,S,22>18
15.1608294s,S,7>4
15.1628293s,S,20>5
15.1628293s,S,6>1
15.1628293s,S,20>0
15.1668301s,S,19>21
15.1668301s,S,19>20
15.1678303s,S,13>7
15.1688304s,S,0>1
15.1728315s,S,14>8
15.1728315s,S,2>10
15.1748318s,S,17>20
15.1748318s,S,17>25
15.176832s,S,14>15
15.176832s,S,10>4
15.1778322s,S,12>5
15.1818321s,S,0>23
15.1818321s,S,6>14
15.1818321s,S,23>0
15.1828325s,D,1>17
15.1828325s,S,17>2
15.1828325s,S,1>17
15.1908342s,S,21>18
15.1908342s,S,3>6
15.1938351s,S,11>1
15.1938351s,S,11>20
15.1958351s,S,13>2
15.2008361s,S,11>25
15.2068377s,S,13>5
15.2098381s,S,20>12
15.2148394s,S,18>22
15.2168396s,S,10>8
15.2178403s,S,7>14
15.2178403s,S,7>4
15.2198397s,D,12>18
15.2198397s,S,3>13
15.2198397s,S,13>14
15.2198397s,C,12>4
15.2198397s,C,12>4
15.2198397s,S,12>18
15.2198397s,C,4>12
15.2198397s,C,4>12
15.2208407s,S,20>3
15.2208407s,S,11>15
15.2228416s,S,14>2
15.2228416s,S,2>11
15.2228416s,S,0>15
15.2228416s,S,5>14
15.2228416s,S,17>1
15.2228416s,D,9>17
15.2228416s,S,9>17
15.2238417s,S,22>24
15.2238417s,S,22>17
15.2248418s,S,18>10
15.2268421s,D,8>22
15.2268421s,S,8>22
15.2328435s,S,2>18
15.2348437s,S,22>14
15.2348437s,S,25>20
15.2368431s,S,11>5
15.2368431s,D,3>25
15.2368431s,S,3>25
15.238844s,S,25>23
15.2418441s,D,1>20
15.2418441s,S,13>18
15.2418441s,S,1>20
15.2428448s,S,21>20
15.2428448s,S,0>18
15.2428448s,S,21>0
15.2438449s,S,0>3
15.2438449s,S,19>0
15.244845s,S,5>20
15.244845s,D,15>22
15.244845s,C,15>3
15.244845s,S,15>22
15.244845s,C,15>3
15.244845s,C,3>15
15.244845s,C,3>15
15.2478457s,D,23>11
15.2478457s,S,12>22
15.2478457s,S,10>12
15.2478457s,S,23>11
15.2478457s,C,11>17
15.2478457s,C,17>11
15.2478457s,C,17>11
15.2478457s,C,11>17
15.2508461s,S,17>9
15.252847s,S,6>18
15.252847s,S,14>20
15.2548472s,D,24>21
15.2548472s,S,24>21
15.2548472s,S,14>5
15.2558476s,D,9>18
15.2558476s,D,4>18
15.2558476s,S,9>18
15.2558476s,S,0>25
15.2558476s,C,18>1
15.2558476s,C,1>18
15.2558476s,C,18>1
15.2558476s,C,18>21
15.2558476s,C,1>18
15.2558476s,S,4>18
15.2558476s,C,18>21
15.2558476s,C,21>18
15.2558476s,C,21>18
15.2598485s,S,0>21
15.2608486s,S,3>0
15.2618487s,D,20>24
15.2618487s,S,20>24
15.2648491s,S,0>22
15.2648491s,S,0>20
15.2648491s,S,1>7
15.2668505s,S,18>19
15.2688502s,S,15>6
15.2698506s,S,17>25
15.2698506s,S,17>20
15.2708511s,S,18>12
15.2708511s,S,22>8
15.2728528s,S,2>12
15.2748739s,S,12>1
15.275874s,S,9>12
15.2778743s,S,23>18
15.2778743s,S,23>0
15.2778743s,S,13>8
15.2778743s,S,11>10
15.2798748s,S,22>18
15.2818751s,S,18>9
15.283856s,S,2>7
15.2858762s,S,3>12
15.2868763s,S,19>21
15.2868763s,S,14>25
15.2868763s,S,13>20
15.2868763s,S,13>5
15.2888766s,S,11>1
15.2888766s,S,11>20
15.2908771s,D,8>20
15.2908771s,C,8>6
15.2908771s,C,6>8
15.2908771s,C,8>6
15.2908771s,S,8>20
15.2908771s,C,6>8
15.2928774s,S,6>1
15.2928774s,S,7>10
15.2928774s,S,7>14
15.294878s,S,11>23
15.294878s,S,14>6
15.2988582s,D,9>20
15.2988582s,S,18>4
15.2988582s,C,20>11
15.2988582s,C,20>11
15.2988582s,C,11>20
15.2988582s,S,9>20
15.2988582s,C,11>20
15.2998593s,S,10>18
15.3038797s,S,20>15
15.3058803s,S,13>7
15.3078588s,D,4>17
15.3078588s,S,4>17
15.3098811s,S,9>15
15.3108812s,D,23>16
15.3108812s,S,11>7
15.3108812s,S,20>5
15.3108812s,S,23>16
15.3128815s,S,9>2
15.314882s,S,12>8
15.3168826s,S,22>15
15.3168826s,S,25>3
15.3168826s,S,22>8
15.3168826s,S,12>3
15.3188828s,S,11>2
15.3188828s,S,23>25
15.3198833s,S,22>12
15.3198833s,S,22>24
15.3208834s,S,1>13
15.3218835s,S,3>7
15.322884s,S,11>3
15.322884s,S,12>9
15.3248839s,S,12>15
15.328885s,S,11>5
15.328885s,S,5>10
15.328885s,S,11>1
15.3328859s,S,0>8
15.3328859s,S,18>7
15.333886s,D,3>24
15.333886s,S,2>17
15.333886s,S,3>24
15.3358862s,S,22>0
15.3378868s,S,20>1
15.3388869s,S,0>3
15.3408875s,S,10>3
15.3408875s,S,4>18
15.3418876s,S,3>17
15.3438879s,S,6>15
15.346868s,S,21>24
15.3478887s,D,1>21
15.3478887s,S,9>1
15.3478887s,S,7>5
15.3478887s,S,17>13
15.3478887s,S,1>21
15.3498892s,S,2>8
15.3498892s,S,17>4
15.3568907s,S,1>17
15.3568907s,S,3>9
15.3578909s,S,13>4
15.358891s,D,4>23
15.358891s,S,12>11
15.358891s,S,12>9
15.358891s,S,4>23
15.3608913s,S,0>18
15.3628918s,S,8>14
15.3648716s,S,0>17
15.3658726s,S,20>25
15.3678928s,D,24>19
15.3678928s,S,11>12
15.3678928s,S,13>10
15.3678928s,S,17>25
15.3678928s,S,24>19
15.3698933s,D,15>18
15.3698933s,S,7>15
15.3698933s,S,11>23
15.3698933s,S,14>1
15.3698933s,C,18>6
15.3698933s,S,14>20
15.3698933s,C,6>18
15.3698933s,C,15>12
15.3698933s,C,18>6
15.3698933s,S,15>18
15.3698933s,C,12>15
15.3698933s,C,6>18
15.3698933s,C,15>12
15.3698933s,C,12>15
15.3718936s,S,11>6
15.3718936s,S,12>14
15.372894s,S,9>18
15.3738941s,S,23>18
15.377895s,S,20>8
15.3808956s,S,20>9
15.3828959s,S,14>0
15.3828959s,S,0>23
15.3838963s,S,3>8
15.3838963s,S,4>7
15.3858966s,S,12>13
15.3858966s,S,9>13
15.3858966s,S,2>18
15.3858966s,S,10>13
15.3858966s,S,6>9
15.3878969s,S,3>16
15.3878969s,S,22>17
15.3888973s,D,8>19
15.3888973s,S,3>11
15.3888973s,C,8>9
15.3888973s,S,8>19
15.3888973s,C,8>9
15.3888973s,C,9>8
15.3888973s,C,9>8
15.3908975s,S,23>16
15.3908975s,S,16>23
15.3908975s,S,18>11
15.391898s,S,2>9
15.391898s,S,4>17
15.3948984s,S,13>14
15.397899s,S,9>3
15.397899s,S,21>1
15.3998794s,S,1>0
15.3998794s,S,24>20
15.3998794s,S,20>19
15.4008997s,S,25>3
15.4008997s,S,23>25
15.4008997s,S,23>11
15.4008997s,S,3>10
15.4029s,S,0>25
15.4029s,D,5>18
15.4029s,C,18>10
15.4029s,C,18>10
15.4029s,C,10>18
15.4029s,S,5>18
15.4029s,C,10>18
15.4049005s,D,23>19
15.4049005s,S,14>10
15.4049005s,S,13>1
15.4049005s,S,23>4
15.4049005s,S,23>19
15.4049005s,S,13>10
15.4089014s,S,9>17
15.4089014s,S,15>2
15.4109016s,S,12>2
15.4109016s,S,12>11
15.411902s,S,0>20
15.411902s,S,0>22
15.4129022s,S,8>15
15.4129022s,D,1>25
15.4129022s,S,1>25
15.4149024s,S,22>24
15.4149024s,S,24>22
15.4168825s,S,11>10
15.4179031s,S,11>3
15.4179031s,S,11>5
15.4179031s,S,11>4
15.4219039s,S,22>15
15.4219039s,S,24>3
15.4239045s,D,4>20
15.4239045s,C,20>12
15.4239045s,C,12>20
15.4239045s,C,20>12
15.4239045s,S,4>20
15.4239045s,C,12>20
15.4289054s,S,2>10
15.4299056s,S,9>4
15.4329063s,S,14>22
15.4329063s,S,12>3
15.4339064s,S,4>9
15.4339064s,S,0>3
15.4339064s,S,1>7
15.4359069s,S,9>10
15.4359069s,S,3>6
15.4379072s,S,2>7
15.4379072s,S,24>21
15.4399078s,S,4>10
15.4409079s,S,13>17
15.4409079s,S,13>1
15.441908s,S,22>0
15.441908s,S,22>14
15.4429084s,S,17>13
15.4429084s,S,12>10
15.446909s,S,3>20
15.446909s,S,3>10
15.446909s,S,19>8
15.4479094s,S,7>13
15.4479094s,S,1>10
15.4498891s,S,20>17
15.4509098s,S,13>5
15.4509098s,S,4>7
15.4519102s,S,20>15
15.4519102s,S,20>5
15.455911s,S,0>21
15.455911s,S,9>6
15.4599115s,S,4>6
15.4599115s,S,11>2
15.4599115s,D,8>16
15.4599115s,C,8>7
15.4599115s,C,8>7
15.4599115s,C,7>8
15.4599115s,S,8>16
15.4599115s,C,7>8
15.4619121s,S,18>15
15.4619121s,S,9>3
15.4619121s,S,12>5
15.4619121s,S,9>7
15.4639124s,S,11>18
15.4639124s,S,11>10
15.4639124s,S,8>0
15.4639124s,S,6>10
15.4639124s,S,11>3
15.4669133s,S,14>13
15.4689136s,S,3>7
15.4719143s,S,23>0
15.4719143s,S,23>16
15.4719143s,S,12>18
15.4729144s,S,19>24
15.4749147s,S,7>18
15.4759151s,S,13>17
15.4759151s,S,19>23
15.4789155s,S,0>19
15.4799159s,S,4>8
15.4799159s,S,2>11
15.4799159s,S,17>7
15.480916s,D,15>23
15.480916s,C,15>6
15.480916s,S,15>23
15.480916s,C,6>15
15.480916s,C,15>6
15.480916s,C,6>15
15.4829178s,S,23>25
15.4829178s,S,25>14
15.4829178s,S,3>25
15.4849169s,S,6>17
15.4849169s,D,23>17
15.4849169s,S,23>17
15.4869171s,S,14>12
15.4888972s,S,25>1
15.4888972s,S,18>5
15.4899158s,S,1>8
15.4899158s,S,12>14
15.4899158s,S,1>13
15.4899158s,S,1>6
15.4939186s,S,9>4
15.4939186s,S,8>13
15.4939186s,S,14>5
15.494919s,S,12>22
15.4959192s,S,20>24
15.4999203s,S,7>2
15.5019203s,D,1>19
15.5019203s,S,1>19
15.5039208s,S,9>18
15.5039208s,S,8>1
15.5059211s,S,2>8
15.5059211s,S,11>0
15.5069215s,S,4>10
15.5089218s,S,14>7
15.5089218s,D,5>22
15.5089218s,S,5>22
15.5099231s,S,15>4
15.5119224s,S,11>6
15.5119224s,S,4>13
15.5119224s,S,11>2
15.5119224s,S,22>12
15.5129229s,S,11>3
15.5129229s,S,11>25
15.513923s,S,13>11
15.5169237s,S,22>24
15.5169237s,S,0>22
15.5189239s,S,20>4
15.5199241s,S,1>11
15.5199241s,S,20>18
15.5199241s,S,19>20
15.5219246s,S,9>20
15.5219246s,S,8>12
15.5239249s,S,12>7
15.5259252s,S,1>17
15.5259252s,S,16>8
15.5269256s,S,15>0
15.5279257s,S,24>21
15.5289261s,S,9>12
15.5289261s,S,25>0
15.5309264s,S,0>11
15.5309264s,S,3>8
15.5309264s,S,7>17
15.5309264s,S,17>23
15.5329064s,S,2>12
15.5329064s,S,3>12
15.5329064s,S,3>6
15.5329064s,S,9>5
15.5339271s,D,8>21
15.5339271s,S,13>20
15.5339271s,C,8>18
15.5339271s,S,8>21
15.5339271s,C,8>18
15.5339271s,C,18>8
15.5339271s,C,18>8
15.5359273s,S,8>3
15.5359273s,S,24>20
15.5379279s,S,17>0
15.543929s,S,8>19
15.5459295s,S,20>14
15.5459295s,S,2>9
15.5469297s,S,3>7
15.5469297s,S,3>20
15.5479298s,S,22>0
15.5479298s,S,4>11
15.5479298s,S,22>14
15.5499303s,S,13>15
15.5499303s,S,4>8
15.5539312s,S,23>16
15.5539312s,S,15>14
15.5559314s,S,16>23
15.5569316s,S,0>18
15.5569316s,S,12>1
15.5579317s,S,0>20
15.5599322s,S,1>15
15.5599322s,S,12>8
15.5619325s,S,8>10
15.5619325s,S,12>10
15.5639331s,S,9>2
15.5659131s,S,7>11
15.5659131s,S,1>13
15.5669337s,S,1>12
15.5669337s,S,3>10
15.568934s,S,19>1
15.568934s,S,23>18
15.568934s,S,23>0
15.5709346s,S,8>20
15.5739352s,S,5>9
15.5749354s,S,21>8
15.5759355s,S,6>9
15.5759355s,S,6>17
15.5759355s,S,15>20
15.5759355s,S,23>15
15.5779358s,S,25>16
15.5779358s,S,14>25
15.5789362s,S,22>17
15.5789362s,S,24>0
15.5799363s,S,1>21
15.5809364s,S,2>14
15.5809364s,S,4>13
15.582937s,D,8>23
15.582937s,C,8>10
15.582937s,S,8>23
15.582937s,C,10>8
15.582937s,C,8>10
15.582937s,C,10>8
15.5849197s,D,1>16
15.5849197s,S,14>8
15.5849197s,S,14>7
15.5849197s,C,1>10
15.5849197s,C,10>1
15.5849197s,S,1>16
15.5849197s,C,1>10
15.5849197s,C,10>1
15.5869375s,S,8>4
15.5879379s,S,4>15
15.5879379s,S,11>25
15.5879379s,S,11>13
15.5879379s,S,4>11
15.5889381s,S,3>17
15.5889381s,S,12>5
15.5919388s,S,8>0
15.5929389s,S,2>17
15.593939s,D,6>25
15.593939s,S,6>25
15.5959396s,S,11>15
15.5959396s,S,0>1
15.5979398s,S,20>17
15.5979398s,S,20>15
15.5999404s,S,14>20
15.6009405s,S,9>1
15.6009405s,S,1>17
15.6029408s,S,9>17
15.6029408s,S,9>6
15.6029408s,S,12>6
15.6039412s,D,10>22
15.6039412s,S,10>22
15.6059415s,S,11>6
15.6079417s,S,3>8
15.6079417s,S,12>13
15.6099423s,S,22>5
15.6119428s,S,22>12
15.612943s,S,12>8
15.6159237s,S,23>25
15.6159237s,S,18>20
15.6169438s,S,4>18
15.6169438s,S,4>13
15.6169438s,S,8>5
15.6179439s,S,1>9
15.6179439s,S,23>8
15.6219447s,S,0>3
15.6219447s,S,7>3
15.6219447s,S,0>22
15.6219447s,S,7>11
15.6239453s,S,0>16
15.6239453s,S,11>1
15.6239453s,S,22>24
15.6239453s,S,0>11
15.626946s,S,9>20
15.6279461s,S,3>12
15.6299329s,S,9>10
15.6309468s,D,8>25
15.6309468s,S,1>25
15.6309468s,S,20>1
15.6309468s,C,8>4
15.6309468s,C,4>8
15.6309468s,C,8>4
15.6309468s,S,8>25
15.6309468s,C,4>8
15.6349473s,S,23>4
15.6349473s,S,3>16
15.6349473s,S,1>7
15.6369479s,S,14>2
15.6369479s,S,13>9
15.6369479s,S,16>3
15.6369479s,S,23>16
15.6409487s,S,20>3
15.6449495s,S,5>15
15.6449495s,S,1>14
15.6449495s,S,3>13
15.6479502s,S,0>8
15.6479502s,S,3>20
15.6509506s,S,1>12
15.6519516s,S,6>10
15.6519516s,S,2>6
15.6519516s,S,2>14
15.6529535s,S,12>2
15.6549485s,S,8>13
15.6559316s,S,9>7
15.6579492s,S,8>16
15.6579492s,S,8>20
15.6589496s,S,13>12
15.6599497s,S,4>23
15.6599497s,S,4>18
15.6609498s,S,14>8
15.6609498s,S,16>1
15.6629507s,S,20>18
15.6629507s,S,22>10
15.6629507s,S,20>14
15.6629507s,S,11>13
15.6649512s,S,15>10
15.6649512s,S,15>14
15.6649512s,S,23>19
15.6649512s,S,23>0
15.6669527s,S,15>7
15.6669527s,S,11>5
15.6679546s,S,6>5
15.670955s,S,24>20
15.670955s,S,24>3
15.670955s,S,15>2
15.6719554s,D,1>22
15.6719554s,C,1>17
15.6719554s,S,1>22
15.6719554s,C,17>1
15.6719554s,C,1>17
15.6719554s,C,17>1
15.6739556s,S,8>19
15.6739556s,S,8>0
15.6759562s,S,25>17
15.6779565s,D,10>25
15.6779565s,S,9>5
15.6779565s,S,4>17
15.6779565s,S,4>15
15.6779565s,S,10>25
15.6799567s,S,8>12
15.6839578s,S,12>1
15.6839578s,S,7>9
15.6839578s,S,7>3
15.684958s,S,3>17
15.6869582s,S,11>7
15.6869582s,S,0>21
15.6879586s,S,3>13
15.6879586s,S,3>11
15.6899589s,S,16>25
15.690959s,S,1>13
15.690959s,S,1>7
15.6929596s,S,8>2
15.6959603s,S,11>18
15.6969604s,S,25>8
15.6979605s,S,11>10
15.6999403s,S,23>11
15.6999403s,S,9>15
15.7029615s,D,8>17
15.7029615s,C,8>20
15.7029615s,S,8>17
15.7029615s,C,8>20
15.7029615s,C,20>8
15.7029615s,C,20>8
15.7049617s,S,13>3
15.7049617s,D,25>18
15.7049617s,S,12>9
15.7049617s,S,1>9
15.7049617s,S,4>20
15.7049617s,S,12>6
15.7049617s,S,4>23
15.7049617s,S,25>18
15.7069623s,S,1>0
15.7069623s,S,9>3
15.7069623s,S,1>20
15.7079627s,S,14>6
15.7109631s,S,24>22
15.7109631s,S,5>13
15.7119635s,S,14>2
15.7159441s,S,3>18
15.7169645s,S,12>7
15.7169645s,S,3>16
15.7169645s,S,16>17
15.7169645s,S,14>12
15.7179646s,S,4>9
15.7179646s,S,10>3
15.7189647s,S,0>20
15.7189647s,S,25>6
15.7209653s,S,22>12
15.7209653s,S,8>14
15.7229656s,S,8>5
15.7229656s,S,8>16
15.7249661s,S,7>6
15.7259662s,S,1>16
15.7259662s,S,20>9
15.7279668s,S,0>22
15.7279668s,S,22>0
15.7279668s,S,0>23
15.7289669s,S,8>21
15.7289669s,S,3>0
15.7289669s,S,22>1
15.7299671s,S,0>24
15.7309672s,S,1>14
15.7329677s,S,8>22
15.7339679s,S,17>8
15.734968s,S,3>25
15.7359681s,S,23>19
15.7359681s,S,12>13
15.7359681s,S,23>15
15.7369686s,S,11>0
15.7369686s,S,9>4
15.739969s,D,16>24
15.739969s,S,18>11
15.739969s,S,12>11
15.739969s,S,16>24
15.7419692s,S,11>2
15.7419692s,S,20>13
15.7419692s,S,11>12
15.7429696s,S,6>11
15.7429696s,S,4>6
15.7449479s,D,6>16
15.7449479s,S,20>17
15.7449479s,S,20>15
15.7449479s,S,6>16
15.7459492s,S,13>2
15.7459492s,S,7>10
15.7469494s,S,1>8
15.748949s,D,15>25
15.748949s,S,3>13
15.748949s,C,15>9
15.748949s,C,15>9
15.748949s,C,9>15
15.748949s,S,15>25
15.748949s,C,9>15
15.7499509s,S,9>13
15.7519494s,S,0>14
15.7519494s,S,0>16
15.7549504s,S,2>15
15.7549504s,S,2>6
15.7549504s,S,25>10
15.7559511s,S,15>11
15.7559511s,S,8>1
15.7569512s,S,24>19
15.7609518s,S,20>19
15.7619528s,S,3>7
15.7619528s,S,23>0
15.7619528s,S,23>18
15.7639525s,S,8>13
15.7639525s,S,10>13
15.7649535s,S,8>23
15.7669531s,D,14>17
15.7669531s,S,9>6
15.7669531s,S,14>17
15.7699541s,S,4>7
15.7719547s,S,9>17
15.7719547s,S,9>13
15.7729551s,S,15>5
15.7729551s,S,15>4
15.7739769s,D,10>20
15.7739769s,S,8>15
15.7739769s,S,10>20
15.7769773s,S,15>10
15.7769773s,S,1>11
15.7789776s,S,8>14
15.779978s,S,20>14
15.779978s,S,14>20
15.7819572s,S,5>18
15.7819572s,S,12>3
15.7819572s,S,18>25
15.7829573s,S,12>14
15.7829573s,S,14>1
15.7849748s,S,18>23
