t,c,d
8.2023594s,S,9>12
8.2023594s,S,0>7
8.2063599s,S,15>6
8.2113621s,S,4>8
8.2143619s,S,8>5
8.2163627s,S,14>15
8.2173628s,S,8>10
8.218363s,S,10>2
8.2193634s,S,12>7
8.221366s,S,4>10
8.2233651s,S,7>15
8.2233651s,S,3>6
8.2243661s,S,6>8
8.2253662s,S,14>13
8.2253662s,S,13>0
8.2263669s,S,14>10
8.2283871s,S,8>1
8.2303877s,S,9>13
8.2303877s,S,4>7
8.2303877s,S,9>6
8.232368s,S,14>1
8.232368s,S,11>8
8.2333884s,S,4>0
8.2393897s,S,9>2
8.2403899s,S,3>12
8.24139s,S,3>10
8.24139s,S,4>12
8.2423901s,S,8>12
8.2423901s,S,0>11
8.2453908s,S,0>4
8.2453908s,S,0>3
8.2483701s,S,8>4
8.2503707s,S,6>11
8.2523721s,S,9>0
8.2523721s,S,15>13
8.2533925s,S,10>7
8.2533925s,S,15>11
8.2533925s,S,10>0
8.2543926s,S,13>10
8.2563931s,S,9>5
8.2573933s,S,0>10
8.2593938s,S,8>3
8.2613941s,S,4>6
8.2623942s,S,6>7
8.2633946s,S,6>10
8.2643948s,S,11>7
8.2673952s,S,11>15
8.2673952s,S,15>8
8.2703959s,S,1>12
8.2703959s,S,10>6
8.2703959s,S,10>15
8.2703959s,S,1>8
8.2703959s,S,1>0
8.2733965s,S,1>14
8.2733965s,S,1>6
8.2743967s,S,7>13
8.2753968s,S,9>4
8.2783975s,S,8>0
8.2803977s,S,14>9
8.2803977s,S,12>4
8.2803977s,S,5>12
8.2833984s,D,5>15
8.2833984s,S,8>10
8.2833984s,S,8>9
8.2833984s,S,5>15
8.2853987s,S,12>8
8.2873992s,S,4>9
8.2893975s,S,8>6
8.2913795s,S,13>9
8.2913795s,S,10>13
8.2943796s,S,15>1
8.2943796s,S,14>10
8.2953807s,S,8>5
8.2973809s,S,14>4
8.2973809s,S,14>5
8.2973809s,S,3>15
8.2973809s,S,14>0
8.3003998s,S,8>13
8.3003998s,S,15>3
8.3024s,S,9>3
8.3044003s,S,1>11
8.3094045s,S,0>9
8.3114047s,S,10>5
8.3114047s,S,13>8
8.313405s,S,9>13
8.3164057s,S,8>4
8.3164057s,S,4>10
8.3174058s,S,0>8
8.3194064s,S,3>12
8.3243859s,S,1>9
8.3243859s,S,11>10
8.3264049s,S,4>7
8.3264049s,S,4>0
8.3274051s,S,12>5
8.3274051s,S,8>12
8.3284055s,S,14>7
8.3284055s,S,6>5
8.3284055s,S,14>3
8.3284055s,S,6>0
8.3284055s,S,14>15
8.3284055s,S,5>8
8.330387s,S,7>2
8.330387s,S,13>7
8.3313924s,D,13>6
8.3313924s,S,13>6
8.3333877s,S,9>10
8.3333877s,S,9>0
8.3344069s,S,0>5
8.3344069s,S,4>12
8.3363884s,S,9>8
8.3363884s,S,13>11
8.3384077s,S,0>12
8.3394081s,S,13>8
8.3394081s,S,15>13
8.3414084s,S,0>4
8.3414084s,S,0>3
8.3424088s,S,11>13
8.3454121s,S,15>0
8.3454121s,D,12>11
8.3454121s,S,10>7
8.3454121s,S,10>0
8.3454121s,S,12>11
8.3474127s,S,1>15
8.3493924s,S,8>14
8.3524136s,S,1>14
8.3524136s,S,4>14
8.3524136s,S,9>14
8.3554143s,S,14>11
8.3554143s,S,6>9
8.358415s,S,4>6
8.3594151s,S,9>7
8.3594151s,S,8>11
8.3594151s,S,11>1
8.3594151s,S,15>11
8.3634159s,S,10>15
8.3634159s,S,10>3
8.3634159s,S,1>8
8.3634159s,S,1>0
8.3634159s,S,15>10
8.3654162s,S,1>6
8.3674176s,S,11>2
8.369417s,S,8>10
8.369417s,S,6>7
8.3714173s,S,8>6
8.3714173s,S,8>2
8.3724177s,S,13>15
8.3794192s,S,11>9
8.3823994s,S,13>7
8.3823994s,S,7>0
8.38342s,S,4>9
8.3854203s,S,15>1
8.3854203s,S,15>6
8.3864204s,S,0>14
8.3894211s,S,8>7
8.3934219s,S,14>10
8.3934219s,S,3>6
8.3934219s,S,3>15
8.3964223s,S,7>1
8.3964223s,S,2>7
8.3964223s,S,15>14
8.3964223s,S,11>12
8.3964223s,S,10>2
8.3964223s,S,12>6
8.3994028s,S,9>6
8.4004234s,S,8>15
8.4004234s,S,8>4
8.4004234s,S,1>11
8.4004234s,S,0>10
8.4004234s,S,9>11
8.4034241s,S,14>8
8.4034241s,S,5>14
8.4034241s,S,14>9
8.4054243s,S,11>14
8.4094252s,S,4>10
8.4094252s,S,10>4
8.4094252s,S,3>10
8.4114257s,S,9>10
8.4124258s,S,8>14
8.4144261s,S,4>8
8.4164267s,S,14>13
8.4174268s,S,11>6
8.4184269s,S,4>7
8.4194274s,S,13>12
8.4194274s,S,15>5
8.4194274s,S,6>13
8.4244283s,S,15>13
8.4244283s,S,13>11
8.4274287s,S,9>12
8.4334301s,S,13>10
8.4334301s,S,0>11
8.4334301s,S,13>7
8.4364307s,D,5>11
8.4364307s,S,8>1
8.4364307s,S,10>7
8.4364307s,S,5>11
8.4364307s,S,10>0
8.438431s,S,14>15
8.438431s,S,0>4
8.438431s,S,1>12
8.438431s,S,9>7
8.4394314s,S,0>13
8.4394314s,S,0>12
8.4474328s,S,10>1
8.4474328s,S,10>2
8.4474328s,S,12>0
8.4494131s,S,4>14
8.4504335s,S,14>3
8.4504335s,S,4>6
8.4504335s,S,10>6
8.4504335s,S,4>10
8.4514339s,S,8>2
8.4514339s,S,1>7
8.4514339s,S,7>5
8.4514339s,S,11>13
8.4534341s,S,14>2
8.4554344s,S,1>8
8.4554344s,S,10>15
8.4554344s,S,1>0
8.4554344s,S,10>9
8.457435s,S,13>14
8.4624359s,S,13>15
8.463436s,S,8>14
8.4644365s,S,9>2
8.4664367s,S,12>13
8.4664367s,S,6>8
8.4664367s,S,11>1
8.4674371s,S,8>3
8.4684373s,S,6>5
8.4684373s,S,6>0
8.4694374s,S,13>11
8.4704375s,S,0>7
8.4724381s,S,14>6
8.4734382s,S,4>9
8.4764386s,S,6>7
8.4794393s,S,9>11
8.4794393s,S,9>7
8.4824195s,S,10>11
8.4834401s,S,13>10
8.4834401s,S,8>9
8.4834401s,S,8>15
8.4854407s,S,1>11
8.4864408s,S,15>7
8.4864408s,S,15>0
8.4874409s,S,7>8
8.4874409s,S,11>9
8.4874409s,S,10>9
8.4904234s,S,1>12
8.4924433s,S,8>10
8.4974402s,S,12>6
8.4974402s,S,6>12
8.4974402s,S,12>14
8.499424s,S,10>2
8.5004409s,S,8>13
8.5004409s,S,0>15
8.5004409s,S,9>1
8.504442s,S,8>5
8.504442s,S,13>9
8.5054421s,S,9>15
8.5064428s,S,15>10
8.5084457s,S,11>15
8.5084457s,S,5>10
8.5094459s,S,15>1
8.5094459s,S,15>13
8.5154326s,S,11>14
8.5174475s,S,13>14
8.5174475s,S,14>10
8.5234289s,S,13>0
8.5234289s,S,11>5
8.5234289s,S,9>11
8.5254465s,S,15>6
8.5264305s,S,10>14
8.5264305s,S,10>11
8.5274318s,S,13>12
8.5274318s,S,8>4
8.5274318s,S,1>15
8.5274318s,S,13>9
8.5274318s,S,0>1
8.5284322s,S,9>3
8.5284322s,S,8>0
8.5294324s,S,10>7
8.5334308s,S,0>11
8.5374519s,S,7>9
8.5394521s,D,5>13
8.5394521s,S,5>13
8.5414527s,S,0>13
8.5414527s,S,0>12
8.5414527s,S,1>9
8.5414527s,S,6>10
8.5474541s,S,10>6
8.5474541s,S,1>0
8.5474541s,S,10>15
8.5474541s,S,1>8
8.5494338s,S,13>15
8.5494338s,S,12>9
8.5504547s,S,14>0
8.5504547s,S,6>15
8.5544556s,S,7>12
8.5544556s,S,5>7
8.5574562s,S,5>0
8.5594565s,S,9>8
8.5594565s,S,8>14
8.5664577s,S,8>9
8.5664577s,S,8>15
8.5714589s,S,12>10
8.5714589s,S,14>12
8.5734592s,S,13>11
8.5734592s,S,13>12
8.5744593s,S,13>9
8.5744593s,S,13>14
8.5754598s,S,9>4
8.5764599s,S,0>9
8.57746s,S,7>6
8.5784602s,S,11>1
8.5784602s,S,1>11
8.5794606s,S,14>4
8.5824407s,S,8>6
8.5824407s,S,8>13
8.5824407s,S,6>3
8.5834614s,S,9>13
8.5834614s,S,9>15
8.5844615s,S,12>11
8.5854617s,S,10>2
8.5874619s,S,10>12
8.5874619s,S,10>14
8.5924632s,S,15>3
8.5974641s,S,15>9
8.5974641s,S,12>1
8.5974641s,S,12>13
8.6004648s,S,11>0
8.6004648s,S,11>15
8.6024651s,S,15>1
8.6044656s,S,6>8
8.607466s,S,8>12
8.6084664s,S,8>11
8.6104667s,S,6>5
8.6184683s,S,1>10
8.6184683s,S,0>2
8.6184683s,S,1>15
8.6194684s,S,12>7
8.6194684s,S,13>5
8.6204686s,S,13>0
8.6204686s,S,13>12
8.6224691s,S,12>15
8.6264699s,S,0>1
8.6294703s,S,13>9
8.6294703s,S,15>7
8.6324505s,S,10>5
8.6344716s,S,13>14
8.6344716s,S,13>15
8.6364721s,S,10>9
8.6374723s,S,10>12
8.6384724s,S,10>0
8.6384724s,S,10>6
8.6384724s,S,1>8
8.6384724s,S,10>15
8.6384724s,S,1>0
8.6394725s,S,8>7
8.6414731s,S,0>13
8.6414731s,S,14>7
8.6414731s,S,14>4
8.6434733s,S,12>10
8.6444735s,S,12>13
8.6494542s,S,10>3
8.6504748s,S,8>15
8.6504748s,S,8>10
8.6524751s,S,0>14
8.6544757s,S,5>7
8.6594766s,S,9>13
8.6594766s,S,1>6
8.660477s,S,14>5
8.6614772s,S,10>11
8.6664576s,S,13>11
8.6664576s,S,13>12
8.6674782s,S,8>2
8.6674782s,S,15>10
8.6674782s,S,15>6
8.6684787s,S,1>7
8.6734796s,S,15>8
8.6794807s,S,9>0
8.6794807s,S,6>4
8.6814809s,S,8>4
8.6834815s,S,7>12
8.6854821s,S,8>1
8.6854821s,S,12>7
8.6854821s,S,7>4
8.6854821s,S,8>7
8.6884825s,S,12>8
8.690483s,S,13>9
8.690483s,S,6>14
8.690483s,S,11>0
8.690483s,S,15>14
8.690483s,S,11>13
8.690483s,S,11>15
8.690483s,S,6>15
8.6934837s,S,5>6
8.6934837s,S,5>0
8.6944838s,S,10>13
8.695484s,S,12>3
8.7024855s,S,10>14
8.704486s,S,14>15
8.7054861s,S,13>8
8.7064863s,D,2>6
8.7064863s,S,2>6
8.7084865s,S,1>12
8.7124873s,S,13>0
8.7124873s,S,13>12
8.7174886s,S,10>1
8.7174886s,S,14>8
8.7174886s,S,10>5
8.7184887s,S,8>3
8.7184887s,S,0>4
8.7194888s,S,13>14
8.7194888s,S,13>15
8.7194888s,S,0>6
8.72349s,S,12>1
8.72349s,S,15>12
8.72349s,S,12>15
8.7254899s,S,1>10
8.7274875s,S,0>1
8.7274875s,S,11>9
8.7274875s,S,0>13
8.7294884s,S,10>9
8.7294884s,S,12>6
8.7294884s,S,10>6
8.7294884s,S,1>8
8.7294884s,S,10>7
8.7324718s,S,8>0
8.7334734s,S,13>7
8.7334734s,S,8>9
8.7354924s,S,15>3
8.743494s,S,7>14
8.7464947s,S,6>8
8.7494749s,S,8>13
8.7494749s,S,7>1
8.7504955s,S,1>7
8.7514957s,S,12>5
8.7514957s,S,12>14
8.7514957s,S,12>7
8.7544964s,S,11>14
8.7544964s,S,15>13
8.7564966s,S,10>11
8.7564966s,S,5>9
8.7564966s,S,9>10
8.7574967s,S,15>9
8.7594973s,S,10>4
8.7614976s,S,1>9
8.762498s,S,0>15
8.7634981s,S,10>8
8.7664985s,S,14>9
8.7674989s,S,1>6
8.7714998s,S,14>2
8.7745004s,S,8>12
8.7765007s,S,1>12
8.7775008s,S,13>9
8.7824813s,S,11>5
8.7824813s,S,11>7
8.7845023s,S,10>2
8.7845023s,S,13>10
8.7945042s,D,3>11
8.7945042s,S,3>11
8.7965048s,S,10>12
8.7975049s,S,13>8
8.7975049s,S,10>14
8.7994849s,S,13>12
8.8005056s,S,10>8
8.8015057s,S,15>10
8.8015057s,S,6>10
8.8015057s,S,6>14
8.8035063s,S,10>1
8.8045064s,S,13>14
8.8045064s,S,13>15
8.8075071s,S,7>4
8.8075071s,S,15>6
8.8075071s,S,6>2
8.8095074s,S,0>3
8.8115079s,S,14>3
8.8145083s,S,11>1
8.8165086s,S,14>0
8.8165086s,S,8>11
8.8195092s,S,7>15
8.8195092s,S,0>2
8.8195092s,S,0>1
8.8215098s,S,13>6
8.8215098s,S,10>9
8.8225102s,S,13>7
8.8235104s,S,12>4
8.8245105s,S,15>12
8.8245105s,S,12>7
8.8285113s,D,2>15
8.8285113s,S,5>15
8.8285113s,S,5>12
8.8285113s,S,5>6
8.8285113s,S,5>0
8.8285113s,S,2>15
8.8305116s,S,6>15
8.8305116s,S,15>14
8.8335123s,S,15>0
8.8395136s,S,11>10
8.8395136s,S,11>3
8.8405138s,S,15>1
8.842514s,S,14>15
8.8445146s,S,10>4
8.8465148s,S,10>5
8.8465148s,S,13>11
8.8465148s,S,10>12
8.8485154s,D,3>13
8.8485154s,S,10>11
8.8485154s,S,12>1
8.8485154s,S,10>9
8.8485154s,S,12>5
8.8485154s,S,3>13
8.8605178s,S,0>8
8.861518s,S,13>10
8.8635185s,S,7>14
8.8675193s,S,11>0
8.8735204s,S,12>8
8.8735204s,S,12>4
8.8765211s,S,14>12
8.8805216s,S,11>2
8.8845227s,S,10>8
8.8845227s,S,3>15
8.8885235s,S,10>14
8.8885235s,S,10>11
8.8885235s,S,13>3
8.8905238s,S,13>7
8.8925244s,S,15>8
8.8925244s,S,6>9
8.8965249s,S,10>3
8.8975253s,S,13>10
8.900526s,S,12>15
8.9045265s,S,0>12
8.9055269s,S,0>11
8.9075272s,S,13>6
8.9095275s,S,2>14
8.911528s,S,6>14
8.911528s,S,6>1
8.916529s,S,12>6
8.9205298s,S,0>6
8.9205298s,S,0>2
8.9245306s,S,12>0
8.9245306s,S,12>4
8.9245306s,S,5>11
8.9255307s,S,7>11
8.9275313s,S,14>5
8.9285314s,S,3>10
8.9295315s,S,15>2
8.930532s,S,11>6
8.9325117s,S,10>1
8.9325117s,S,10>5
8.9395337s,S,7>15
8.9405339s,S,15>10
8.9405339s,S,13>10
8.941534s,D,2>12
8.941534s,S,0>10
8.941534s,S,2>12
8.9425344s,S,10>13
8.9425344s,S,10>3
8.9435345s,S,12>1
8.9435345s,S,12>5
8.9475354s,S,14>7
8.9475354s,S,15>6
8.9475354s,S,15>12
8.9495154s,S,10>14
8.9575373s,S,11>7
8.9605379s,S,14>2
8.966539s,S,5>12
8.966539s,S,5>0
8.966539s,S,5>6
8.9675394s,S,6>7
8.9735405s,S,15>0
8.9735405s,S,15>13
8.9735405s,S,15>7
8.9745407s,S,0>15
8.9745407s,S,10>4
8.9755411s,S,3>11
8.9785415s,S,10>0
8.9795419s,S,3>6
8.980542s,S,7>3
8.980542s,S,2>6
8.9875435s,S,10>13
8.9925445s,S,13>0
8.9925445s,S,13>6
8.9965453s,S,0>7
9.0005461s,S,12>15
9.0005461s,S,12>3
9.0025464s,S,6>11
9.0025464s,S,12>2
9.0045469s,S,0>13
9.0095479s,S,5>13
9.010548s,S,10>8
9.0115481s,D,2>13
9.0115481s,S,2>13
9.0135484s,S,11>10
9.0165491s,S,12>11
9.0165491s,S,10>3
9.0175495s,S,10>1
9.0175495s,S,10>5
9.0205502s,S,3>0
9.0205502s,S,0>3
9.0225507s,S,6>10
9.0225507s,S,11>8
9.0225507s,S,6>14
9.0245507s,S,12>9
9.0245507s,S,14>8
9.0245507s,S,12>0
9.0305521s,S,14>4
9.0305521s,S,2>14
9.0305521s,S,2>15
9.0325321s,S,15>9
9.0345529s,S,14>9
9.0395538s,S,12>1
9.040554s,S,7>10
9.040554s,S,10>12
9.0445551s,D,4>11
9.0445551s,S,4>11
9.0465553s,S,7>11
9.0475555s,S,15>8
9.054557s,S,11>2
9.0555571s,S,12>14
9.0565572s,S,13>2
9.0585578s,S,10>4
9.0585578s,S,15>1
9.0615585s,S,12>3
9.0625586s,S,5>11
9.0625586s,S,0>8
9.0625586s,S,2>12
9.0635587s,S,10>13
9.0695601s,S,10>7
9.0725605s,S,6>3
9.0745611s,S,14>2
9.0755612s,S,3>12
9.0785616s,S,13>8
9.0785616s,S,13>6
9.0805425s,S,15>3
9.0805425s,S,14>3
9.0855604s,S,11>4
9.0865609s,D,1>13
9.0865609s,S,1>13
9.0905617s,S,5>8
9.0905617s,S,0>1
9.0905617s,S,14>12
9.0905617s,S,4>14
9.0925622s,S,6>0
9.096563s,S,7>5
9.1005639s,S,10>8
9.1005639s,S,9>5
9.1015643s,S,5>12
9.1015643s,S,12>15
9.1015643s,S,5>6
9.1025644s,S,7>3
9.1025644s,S,0>9
9.1025644s,S,10>5
9.1025644s,S,10>1
9.1035646s,D,4>15
9.1035646s,S,2>14
9.1035646s,S,4>15
9.1055651s,S,13>7
9.1055651s,S,11>6
9.1135521s,S,6>9
9.1145522s,S,15>7
9.1165528s,S,15>0
9.1175529s,S,3>7
9.1175529s,S,0>4
9.1175529s,S,0>3
9.118553s,S,12>3
9.1205539s,S,6>4
9.1235546s,S,13>1
9.1255537s,S,12>9
9.1255537s,S,12>0
9.1265552s,S,2>0
9.1285555s,S,12>10
9.1285555s,S,12>14
9.1285555s,S,10>2
9.1325552s,S,10>12
9.1325552s,S,2>15
9.1325552s,S,2>13
9.1335556s,S,3>13
9.1335556s,S,6>1
9.1445737s,S,0>10
9.1455741s,S,10>4
9.1465743s,S,14>1
9.1475744s,S,8>4
9.1505572s,S,5>13
9.1505572s,S,15>6
9.1595771s,S,1>11
9.1615622s,S,12>11
9.1635627s,S,14>12
9.1635627s,S,14>3
9.1665631s,S,7>10
9.1665631s,S,13>0
9.1685634s,S,5>14
9.174565s,S,9>1
9.174565s,S,5>9
9.175566s,S,3>0
9.175566s,S,2>6
9.179566s,S,3>9
9.179566s,S,4>8
9.179566s,S,15>14
9.179566s,S,2>14
9.1805664s,S,0>14
9.1815665s,S,10>15
9.1815665s,S,12>8
9.1835671s,S,0>2
9.1875679s,S,10>8
9.1895688s,S,10>1
9.1895688s,S,6>7
9.1975698s,S,4>15
9.1975698s,S,15>4
9.1995707s,S,12>10
9.1995707s,S,5>11
9.1995707s,S,12>14
9.1995707s,S,11>12
9.1995707s,S,7>13
9.2015706s,S,1>9
9.2025713s,S,1>15
9.2035715s,S,12>13
9.2045716s,D,4>13
9.2045716s,S,4>13
9.2095725s,S,0>11
9.2095725s,S,3>8
9.2115713s,S,12>15
9.2125712s,S,6>4
9.2125712s,S,6>10
9.2125712s,S,4>6
9.2165732s,S,0>4
9.2215732s,S,10>12
9.222574s,S,15>3
9.222574s,S,15>7
9.222574s,S,12>6
9.2235747s,S,7>5
9.2255743s,S,6>11
9.2275749s,S,2>7
9.2275749s,S,12>9
9.230575s,S,5>8
9.2315757s,S,10>4
9.2315757s,S,14>1
9.2315757s,S,3>14
9.2355935s,S,2>0
9.2355935s,S,0>12
9.2355935s,S,6>5
9.2395762s,S,5>12
9.2435773s,S,13>4
9.2495792s,S,12>3
9.2515792s,S,7>2
9.2515792s,S,11>8
9.2545796s,S,13>8
9.2595814s,S,0>1
9.2645821s,S,12>1
9.269583s,S,12>14
9.2705849s,S,3>7
9.2725846s,S,10>3
9.2725846s,S,10>6
9.2735853s,S,5>10
9.278586s,S,2>15
9.278586s,S,2>6
9.2795873s,S,4>12
9.2845876s,S,0>6
9.2865882s,S,5>13
9.2885887s,S,15>9
9.2906098s,S,4>0
9.2906098s,S,4>15
9.2916099s,S,0>15
9.2916099s,S,1>14
9.2936102s,S,1>12
9.2936102s,S,15>12
9.2946106s,S,2>8
9.2966112s,S,6>3
9.2966112s,S,3>14
9.3016121s,S,0>9
9.3036124s,S,6>13
9.3036124s,S,6>12
9.3075924s,S,5>14
9.3136146s,S,12>13
9.3166153s,S,6>9
9.3166153s,S,12>15
9.3186161s,S,7>0
9.3206161s,S,15>14
9.3206161s,S,10>3
9.3206161s,S,10>13
9.3236168s,S,12>4
9.3236168s,S,7>13
9.3276176s,S,15>3
9.3336187s,S,4>11
9.3336187s,S,3>9
9.3376195s,S,2>9
9.33962s,S,12>10
9.33962s,S,12>14
9.3416203s,S,2>7
9.3436208s,S,1>9
9.3516225s,S,0>2
9.3596241s,S,5>7
9.3596241s,S,12>7
9.3636246s,S,10>9
9.3636246s,S,3>15
9.3636246s,S,10>6
9.365605s,S,9>15
9.365605s,S,3>8
9.3666066s,S,10>13
9.3676257s,S,5>8
9.3706261s,S,1>14
9.3716263s,S,6>8
9.3736268s,S,2>10
9.3736268s,S,12>0
9.3736268s,S,7>2
9.3776276s,S,0>14
9.3826081s,S,2>8
9.3826081s,S,4>9
9.3826081s,S,2>13
9.3826081s,S,4>0
9.3826081s,S,4>15
9.3886299s,S,6>1
9.3886299s,S,13>6
9.3896301s,S,12>8
9.3896301s,S,10>11
9.3926305s,S,6>4
9.3926305s,S,6>7
9.4006324s,S,11>12
9.4006324s,S,3>14
9.4076336s,S,4>6
9.4106343s,S,12>10
9.4126346s,S,5>10
9.4196361s,S,12>13
9.4236369s,S,15>3
9.424637s,S,2>9
9.424637s,S,2>8
9.4256374s,S,0>8
9.4256374s,S,7>8
9.4256374s,S,12>5
9.4266376s,S,2>11
9.4276377s,S,2>0
9.4306384s,S,10>14
9.4306384s,S,12>6
9.4326181s,S,1>0
9.4326181s,S,15>10
9.4326181s,S,15>14
9.4346392s,S,0>5
9.4446411s,S,5>14
9.4506425s,S,11>3
9.4506425s,S,12>11
9.4526427s,S,6>15
9.4526427s,S,0>6
9.4546433s,S,6>10
9.4596442s,S,3>6
9.4606443s,S,5>9
9.4606443s,S,12>8
9.4616445s,S,2>10
9.4646452s,S,12>7
9.4666454s,S,2>9
9.4666454s,S,3>10
9.4666454s,S,13>3
9.4706462s,S,7>9
9.4726468s,S,4>9
9.4726468s,S,4>0
9.4736469s,S,12>9
9.4746471s,S,6>0
9.4766476s,S,2>14
9.4786479s,S,6>12
9.4786479s,S,1>6
9.4906316s,S,0>15
9.4956516s,S,11>4
9.4956516s,S,3>11
9.4976518s,S,4>14
9.4976518s,S,5>7
9.4976518s,S,6>3
9.5006525s,S,4>6
9.5016526s,S,11>0
9.5066536s,S,0>10
9.507654s,S,13>5
9.507654s,S,3>13
9.5096543s,S,12>11
9.5106544s,S,7>6
9.5136551s,S,2>11
9.5136551s,S,2>10
9.518656s,S,15>5
9.518656s,S,3>15
9.5216567s,S,12>1
9.5226568s,S,15>9
9.5226568s,S,1>8
9.5286582s,S,2>7
9.5306585s,S,12>5
9.5326382s,S,12>6
9.5326382s,S,12>4
9.5336592s,S,5>15
9.5366596s,S,11>5
9.5366596s,S,4>11
9.5416608s,S,3>11
9.5436611s,S,15>10
9.5466617s,S,6>13
9.5476619s,S,2>6
9.5516627s,S,5>10
9.5526628s,S,1>7
9.5546634s,S,3>12
9.5576638s,S,4>12
9.5636651s,S,2>12
9.5636651s,S,2>11
9.5646653s,S,4>9
9.5726669s,S,12>3
9.5796681s,S,6>12
9.5886699s,S,13>2
9.5886699s,S,5>13
9.5906704s,S,4>6
9.5906704s,S,4>14
9.5916709s,S,11>14
9.592671s,S,6>4
9.592671s,S,6>3
9.592671s,S,0>8
9.5946712s,S,2>8
9.5976719s,S,5>9
9.5996725s,S,15>11
9.6076741s,S,1>13
9.6096744s,S,4>11
9.6106745s,S,3>13
9.6146753s,S,6>15
9.6166756s,S,7>12
9.6236774s,S,5>11
9.6256776s,S,2>0
9.6296785s,S,12>14
9.6306786s,S,0>5
9.6326586s,S,6>9
9.6336793s,S,12>4
9.6336793s,S,12>6
9.6346794s,S,15>9
9.6346794s,S,2>9
9.6346794s,S,13>1
9.6346794s,S,2>13
9.63668s,S,5>7
9.6436812s,S,1>10
9.6496822s,S,2>15
9.6496822s,S,4>7
9.6506827s,S,4>12
9.6536834s,S,11>15
9.6536834s,S,15>4
9.6706844s,S,5>15
9.6726847s,S,13>4
9.6726847s,S,2>10
9.6726847s,S,1>13
9.6736848s,S,0>10
9.6836876s,S,4>14
9.6836876s,S,7>1
9.6836876s,S,7>12
9.6856875s,S,6>12
9.6856875s,S,12>0
9.686688s,S,1>6
9.6886882s,S,3>6
9.6996935s,S,12>10
9.7036943s,S,4>11
9.7076951s,S,4>13
9.7086952s,S,4>10
9.7106958s,S,6>9
9.7106958s,S,15>11
9.7106958s,S,6>8
9.7236984s,S,2>11
9.7266991s,S,2>7
9.7377011s,S,5>9
9.7437024s,S,4>7
9.7437024s,S,15>1
9.7437024s,S,11>7
9.7437024s,S,4>15
9.7497035s,S,4>8
9.7497035s,S,12>7
9.7527042s,S,2>13
9.7557049s,S,6>14
9.7637065s,S,0>12
9.7667069s,S,0>7
9.7737084s,S,2>12
9.7767091s,S,12>15
9.786711s,S,12>9
9.786711s,S,6>10
9.786711s,S,6>2
9.786711s,S,9>6
9.7907118s,S,6>11
9.7997136s,S,11>12
9.7997136s,S,4>10
9.7997136s,S,4>7
9.8017141s,S,15>5
9.8067151s,S,5>11
9.8067151s,S,5>15
9.8237185s,S,12>11
9.8347208s,S,15>14
9.8347208s,S,1>15
9.841722s,S,4>8
9.8497236s,S,11>4
9.855725s,S,4>10
9.8627262s,S,6>0
9.8637263s,S,0>13
9.866727s,S,6>1
9.8737285s,S,4>13
9.8767292s,S,12>2
9.8767292s,S,15>12
9.8867311s,S,6>15
9.8867311s,S,2>6
9.8867311s,S,6>2
9.8917323s,S,11>5
9.8937326s,S,5>13
9.8967333s,S,4>8
9.9267393s,S,4>13
9.9367415s,S,2>12
9.9387417s,S,15>0
9.9387417s,S,15>5
9.9437427s,S,5>15
9.9447428s,S,15>2
9.9447428s,S,14>15
9.9497437s,S,0>3
9.9567452s,S,6>9
9.9737486s,S,13>5
9.9767493s,S,11>3
9.9767493s,S,11>5
9.9867515s,S,6>5
10.0227586s,S,11>13
10.0277595s,S,6>15
10.0277595s,S,15>6
10.0277595s,S,6>11
10.0327399s,S,6>10
10.0447629s,S,0>4
10.0447629s,S,2>15
10.0547648s,S,5>11
10.0557652s,S,15>3
10.0577655s,S,11>9
10.0787697s,S,5>15
10.083768s,S,11>1
10.1177739s,S,11>6
10.1237753s,S,6>3
10.1237753s,S,6>13
10.1367638s,S,0>11
10.1417656s,S,5>13
10.1417656s,S,5>11
10.1527682s,S,15>14
10.1707712s,S,6>14
10.2097774s,S,11>6
10.2097774s,S,6>5
10.2097774s,S,6>13
10.2097774s,S,6>0
10.2207798s,S,6>4
10.2217811s,S,5>0
10.2267817s,S,5>13
10.2277818s,S,0>5
10.2648116s,S,15>10
10.2838126s,S,6>1
10.294817s,S,6>9
10.3018194s,S,11>8
10.3108211s,S,6>12
10.3328049s,S,11>10
10.345828s,S,6>8
10.3508293s,S,6>15
10.3558302s,S,15>9
10.3568304s,S,5>6
10.3568304s,S,5>0
10.3648291s,S,0>7
10.3698306s,S,6>10
10.3748342s,S,11>2
10.3748342s,S,6>9
10.4108415s,S,6>7
10.4268448s,S,6>11
10.4328297s,S,15>11
10.4628521s,S,6>10
10.4708538s,S,0>9
10.4908546s,S,6>14
10.491855s,S,5>6
10.491855s,S,5>12
10.5178444s,S,6>2
10.5178444s,S,6>11
10.5188612s,S,6>15
10.5238446s,S,15>8
10.5468488s,S,0>14
10.5558508s,S,6>13
10.5898594s,S,5>7
10.6018612s,S,6>1
10.6058609s,S,15>13
10.6208643s,S,6>7
10.6208643s,S,6>2
10.6278661s,S,5>12
10.6408701s,S,6>5
10.6588742s,S,0>15
10.6608745s,S,6>14
10.6908805s,S,5>9
10.6918815s,S,15>1
10.6938815s,S,6>9
10.7238892s,S,5>7
10.7268896s,S,6>3
10.7609186s,S,5>15
10.7689203s,S,6>10
10.7709205s,S,6>1
10.7759215s,S,6>8
10.7759215s,S,6>5
