t,c,d
8h52m40.5282839s,S,0>17:51
8h52m40.6193022s,S,17>0:52
8h52m40.7093204s,S,0>2:50
8h52m40.7993384s,S,0>4:50
8h52m40.8963581s,S,0>6:50
8h52m41.0383854s,S,0>13:50
8h52m41.1254044s,S,0>1:50
8h52m41.1494131s,D,13>17
8h52m41.1494131s,C,13>4
8h52m41.1494131s,S,13>17:51
8h52m41.1494131s,C,4>13
8h52m41.1494131s,C,13>4
8h52m41.1494131s,C,4>13
8h52m41.1854205s,S,17>13:52
8h52m41.2164269s,S,0>5:50
8h52m41.2214278s,S,13>1:50
8h52m41.2434322s,S,17>0:51
8h52m41.2584356s,S,13>9:50
8h52m41.2804399s,S,13>8:50
8h52m41.3064451s,S,13>2:50
8h52m41.3344508s,S,17>13:51
8h52m41.3344508s,S,0>17:52
8h52m41.3414523s,S,13>0:50
8h52m41.3524546s,S,0>7:50
8h52m41.3704581s,S,13>17:52
8h52m41.4064652s,S,17>0:50
8h52m41.4264693s,S,13>7:50
8h52m41.4494738s,D,4>17
8h52m41.4494738s,S,4>17:51
8h52m41.4584758s,S,0>10:50
8h52m41.4784799s,S,13>10:50
8h52m41.4954833s,S,17>4:52
8h52m41.4964834s,S,17>13:50
8h52m41.4964834s,S,17>0:50
8h52m41.5134868s,S,13>15:50
8h52m41.5414925s,S,4>0:50
8h52m41.5494939s,S,0>15:50
8h52m41.5875018s,S,17>13:50
8h52m41.5965035s,D,8>17
8h52m41.5965035s,C,8>1
8h52m41.5965035s,C,1>8
8h52m41.5965035s,S,8>17:51
8h52m41.5965035s,C,8>1
8h52m41.5965035s,C,1>8
8h52m41.6015045s,S,13>5:50
8h52m41.6195083s,S,0>17:51
8h52m41.6265098s,D,9>17
8h52m41.6265098s,S,17>8:52
8h52m41.6265098s,C,9>5
8h52m41.6265098s,S,9>17:51
8h52m41.6265098s,C,5>9
8h52m41.6265098s,C,9>5
8h52m41.6265098s,C,5>9
8h52m41.6375118s,S,4>9:50
8h52m41.6515145s,S,17>9:52
8h52m41.6575159s,S,8>10:50
8h52m41.6665177s,D,1>17
8h52m41.6665177s,S,1>17:51
8h52m41.6685179s,S,4>11:50
8h52m41.6765198s,D,2>17
8h52m41.6765198s,S,9>11:50
8h52m41.6765198s,S,2>17:51
8h52m41.6845212s,S,13>14:50
8h52m41.6875222s,S,8>5:50
8h52m41.6905196s,S,0>3:50
8h52m41.7025232s,S,9>2:50
8h52m41.7055257s,D,15>17
8h52m41.7055257s,C,15>14
8h52m41.7055257s,C,15>14
8h52m41.7055257s,C,14>15
8h52m41.7055257s,S,15>17:51
8h52m41.7055257s,C,14>15
8h52m41.7075262s,S,17>1:52
8h52m41.7095268s,S,17>0:52
8h52m41.716528s,S,4>17:50
8h52m41.7185286s,S,17>2:52
8h52m41.7285305s,S,9>13:50
8h52m41.7405329s,S,13>11:50
8h52m41.7495347s,S,9>15:50
8h52m41.7495347s,S,1>9:50
8h52m41.7535355s,D,5>17
8h52m41.7535355s,S,5>17:51
8h52m41.7595368s,S,2>12:50
8h52m41.7615371s,S,4>8:50
8h52m41.7645378s,S,8>2:50
8h52m41.7765402s,S,1>11:50
8h52m41.7775404s,S,13>6:50
8h52m41.7915431s,S,0>9:50
8h52m41.7955439s,S,8>17:50
8h52m41.7955439s,S,17>15:52
8h52m41.7975445s,S,4>10:50
8h52m41.7995447s,S,0>5:50
8h52m41.8115472s,S,2>13:50
8h52m41.8185487s,S,1>14:50
8h52m41.8245497s,S,9>7:50
8h52m41.8255502s,S,8>6:50
8h52m41.8385527s,S,17>5:52
8h52m41.8435537s,S,4>7:50
8h52m41.8465544s,S,2>16:50
8h52m41.8625573s,S,13>16:50
8h52m41.8665582s,S,9>12:50
8h52m41.8665582s,S,0>14:50
8h52m41.8785606s,S,1>16:50
8h52m41.8865622s,S,15>5:50
8h52m41.9025626s,S,9>16:50
8h52m41.9055633s,S,8>14:50
8h52m41.9055633s,S,4>6:50
8h52m41.922567s,S,2>17:50
8h52m41.9245675s,S,5>0:50
8h52m41.9345697s,S,0>7:50
8h52m41.9345697s,S,13>17:50
8h52m41.9475726s,D,14>17
8h52m41.9475726s,S,14>17:51
8h52m41.9535739s,S,1>17:50
8h52m41.9595583s,S,8>15:50
8h52m41.9645593s,S,2>9:50
8h52m41.9645593s,S,9>17:50
8h52m41.9665583s,D,10>17
8h52m41.9665583s,C,10>3
8h52m41.9665583s,S,10>17:51
8h52m41.9665583s,C,3>10
8h52m41.9665583s,C,10>3
8h52m41.9665583s,C,3>10
8h52m41.9715599s,S,13>3:50
8h52m41.9795615s,S,0>16:50
8h52m41.9895634s,S,9>1:50
8h52m41.9895634s,S,2>14:50
8h52m41.9965661s,S,1>6:50
8h52m42.0025657s,S,4>15:50
8h52m42.0065668s,S,17>10:52
8h52m42.0105688s,S,17>14:52
8h52m42.0165696s,S,9>6:50
8h52m42.0165696s,S,13>12:50
8h52m42.0235884s,S,15>2:50
8h52m42.0405918s,S,0>10:50
8h52m42.0415922s,S,8>12:50
8h52m42.0475783s,S,10>9:50
8h52m42.049578s,D,6>17
8h52m42.049578s,D,16>17
8h52m42.049578s,C,6>14
8h52m42.049578s,C,6>14
8h52m42.049578s,C,14>6
8h52m42.049578s,S,6>17:51
8h52m42.049578s,C,14>6
8h52m42.049578s,C,16>13
8h52m42.049578s,C,16>13
8h52m42.049578s,S,16>17:51
8h52m42.049578s,C,13>16
8h52m42.049578s,C,13>16
8h52m42.0515982s,S,2>7:50
8h52m42.0515982s,D,11>17
8h52m42.0515982s,S,11>17:51
8h52m42.0616001s,S,5>6:50
8h52m42.0716023s,S,14>9:50
8h52m42.0746029s,S,10>0:50
8h52m42.0826043s,S,8>0:50
8h52m42.0876055s,S,1>7:50
8h52m42.0926065s,S,17>11:52
8h52m42.0946067s,S,9>4:50
8h52m42.0976074s,S,4>14:50
8h52m42.104606s,S,0>17:50
8h52m42.107607s,S,2>15:50
8h52m42.1136086s,S,15>13:50
8h52m42.1186099s,S,14>5:50
8h52m42.1256137s,S,9>8:50
8h52m42.1256137s,S,17>16:52
8h52m42.1315934s,S,0>15:50
8h52m42.1356159s,S,11>1:50
8h52m42.1406168s,S,17>6:52
8h52m42.1426171s,S,9>10:50
8h52m42.1446177s,S,1>15:50
8h52m42.1476183s,D,7>17
8h52m42.1476183s,C,7>10
8h52m42.1476183s,C,10>7
8h52m42.1476183s,S,7>17:51
8h52m42.1476183s,C,7>10
8h52m42.1476183s,C,10>7
8h52m42.1646217s,S,4>12:50
8h52m42.1646217s,S,10>13:50
8h52m42.166622s,S,8>11:50
8h52m42.1686229s,S,9>3:50
8h52m42.1786247s,S,11>3:50
8h52m42.196628s,S,0>8:50
8h52m42.196628s,S,8>3:50
8h52m42.199629s,S,5>7:50
8h52m42.199629s,S,2>11:50
8h52m42.199629s,S,10>5:50
8h52m42.2016292s,S,16>0:50
8h52m42.2016292s,S,15>10:50
8h52m42.2036298s,S,9>0:50
8h52m42.2046299s,S,17>7:52
8h52m42.2206332s,S,4>16:50
8h52m42.224634s,S,14>12:50
8h52m42.2296349s,S,11>5:50
8h52m42.2326353s,S,6>2:50
8h52m42.2366364s,S,1>12:50
8h52m42.2366364s,S,8>16:50
8h52m42.2406372s,S,2>10:50
8h52m42.2606413s,S,7>8:50
8h52m42.2726438s,S,0>3:50
8h52m42.2766446s,S,0>12:50
8h52m42.279645s,S,9>14:50
8h52m42.2826454s,S,2>8:50
8h52m42.2856434s,S,10>11:50
8h52m42.2876437s,S,1>13:50
8h52m42.2916448s,S,15>4:50
8h52m42.2946455s,S,14>13:50
8h52m42.2996494s,S,5>12:50
8h52m42.3036502s,S,8>7:50
8h52m42.3086511s,S,7>11:50
8h52m42.3136524s,S,2>0:50
8h52m42.3146525s,S,11>7:50
8h52m42.3236543s,S,1>10:50
8h52m42.3246544s,S,6>10:50
8h52m42.3266549s,S,10>2:50
8h52m42.3296553s,S,16>9:50
8h52m42.3496594s,S,14>11:50
8h52m42.35166s,S,8>4:50
8h52m42.3666628s,S,1>0:50
8h52m42.3666628s,S,7>12:50
8h52m42.3686634s,S,10>14:50
8h52m42.3696638s,S,11>9:50
8h52m42.3706639s,S,17>9:51
8h52m42.3726642s,S,0>9:50
8h52m42.3876673s,S,15>9:50
8h52m42.3876673s,S,8>9:50
8h52m42.390668s,S,16>1:50
8h52m42.3946685s,S,5>14:50
8h52m42.3946685s,S,11>14:50
8h52m42.3956689s,S,17>4:51
8h52m42.3956689s,S,9>17:52
8h52m42.4036706s,S,8>13:50
8h52m42.4056708s,S,2>6:50
8h52m42.4096717s,S,14>2:50
8h52m42.4176733s,S,6>13:50
8h52m42.429676s,S,10>8:50
8h52m42.4326767s,S,7>16:50
8h52m42.4416785s,S,17>4:50
8h52m42.4416785s,S,4>17:52
8h52m42.4416785s,S,17>2:51
8h52m42.4496798s,S,0>14:50
8h52m42.4566816s,S,11>4:50
8h52m42.4606795s,S,10>6:50
8h52m42.4646803s,S,15>3:50
8h52m42.4676634s,S,16>6:50
8h52m42.4746652s,S,14>0:50
8h52m42.4826677s,S,17>14:51
8h52m42.4826677s,S,2>17:52
8h52m42.4906682s,S,17>15:50
8h52m42.5036916s,S,5>13:50
8h52m42.5036916s,S,11>10:50
8h52m42.5056921s,S,6>9:50
8h52m42.5256962s,S,7>2:50
8h52m42.5396992s,D,12>17
8h52m42.5396992s,C,12>2
8h52m42.5396992s,C,12>2
8h52m42.5396992s,S,12>17:51
8h52m42.5396992s,C,2>12
8h52m42.5396992s,C,2>12
8h52m42.5447001s,S,11>15:50
8h52m42.5447001s,S,14>17:52
8h52m42.5617038s,S,10>15:50
8h52m42.5617038s,S,0>16:50
8h52m42.5717057s,S,15>7:50
8h52m42.582708s,S,7>3:50
8h52m42.582708s,S,17>15:51
8h52m42.582708s,S,6>11:50
8h52m42.582708s,S,17>5:50
8h52m42.5847089s,S,5>8:50
8h52m42.5867089s,S,14>10:50
8h52m42.5927102s,S,17>12:52
8h52m42.5967111s,S,16>15:50
8h52m42.6047127s,S,17>8:50
8h52m42.6357188s,S,17>10:50
8h52m42.6377193s,S,11>8:50
8h52m42.6447205s,S,12>0:50
8h52m42.6477212s,S,14>3:50
8h52m42.6477212s,S,7>13:50
8h52m42.6527222s,S,10>4:50
8h52m42.6597237s,S,5>10:50
8h52m42.6697054s,S,11>13:50
8h52m42.6707055s,S,17>7:50
8h52m42.6757067s,S,6>15:50
8h52m42.6757067s,S,17>5:51
8h52m42.6757067s,S,15>17:52
8h52m42.6787083s,S,17>6:50
8h52m42.6797078s,S,15>1:50
8h52m42.6867269s,S,0>17:50
8h52m42.6997298s,S,10>12:50
8h52m42.7007308s,S,7>9:50
8h52m42.7047316s,S,11>16:50
8h52m42.7197368s,S,14>7:50
8h52m42.7227351s,S,16>8:50
8h52m42.7267184s,S,17>13:50
8h52m42.7447219s,S,7>0:50
8h52m42.7487233s,S,5>17:50
8h52m42.7497243s,S,12>3:50
8h52m42.7517252s,S,10>16:50
8h52m42.7627272s,S,17>8:50
8h52m42.7627272s,S,17>10:51
8h52m42.7677273s,S,17>16:50
8h52m42.7697275s,S,17>11:50
8h52m42.7737286s,S,15>8:50
8h52m42.7787307s,S,0>8:50
8h52m42.78173s,S,11>2:50
8h52m42.7907326s,S,16>14:50
8h52m42.7957344s,S,15>17:51
8h52m42.7957344s,S,17>1:50
8h52m42.7967519s,S,14>4:50
8h52m42.7987339s,D,3>17
8h52m42.7987339s,C,17>16
8h52m42.7987339s,C,17>16
8h52m42.7987339s,C,16>17
8h52m42.7987339s,S,3>17:51
8h52m42.7987339s,C,16>17
8h52m42.8027342s,S,10>17:52
8h52m42.8097451s,S,17>11:51
8h52m42.8097451s,S,17>0:50
8h52m42.8107455s,S,12>9:50
8h52m42.8137462s,S,17>9:50
8h52m42.8167381s,S,6>0:50
8h52m42.8227558s,S,11>6:50
8h52m42.8357584s,S,5>15:50
8h52m42.8357584s,S,17>10:50
8h52m42.8357584s,S,5>17:52
8h52m42.8397589s,S,17>2:50
8h52m42.8427596s,S,10>17:50
8h52m42.8467604s,S,12>1:50
8h52m42.8497608s,S,17>3:52
8h52m42.8517611s,S,17>8:51
8h52m42.8517611s,S,11>17:52
8h52m42.8517611s,S,7>6:50
8h52m42.8547621s,S,15>6:50
8h52m42.8587679s,S,0>12:50
8h52m42.8627687s,S,14>16:50
8h52m42.8757713s,S,17>6:50
8h52m42.8797721s,S,17>14:50
8h52m42.8797721s,S,17>2:50
8h52m42.8827695s,S,17>1:51
8h52m42.8827695s,S,8>17:52
8h52m42.8857702s,S,10>1:50
8h52m42.8867707s,S,16>12:50
8h52m42.8877708s,S,17>15:52
8h52m42.8997762s,S,12>13:50
8h52m42.9017553s,S,3>9:50
8h52m42.912779s,S,11>12:50
8h52m42.9227783s,S,5>17:51
8h52m42.9267794s,S,17>1:50
8h52m42.9267794s,S,1>17:52
8h52m42.9387657s,S,3>15:50
8h52m42.9417828s,S,17>14:50
8h52m42.9417828s,S,17>5:50
8h52m42.9497845s,S,12>17:50
8h52m42.9577864s,S,6>7:50
8h52m42.9577864s,S,7>17:50
8h52m42.9597866s,S,14>17:50
8h52m42.9617872s,S,0>2:50
8h52m42.9647879s,S,11>17:50
8h52m42.9677886s,S,17>11:50
8h52m42.9677886s,S,17>6:50
8h52m42.9717894s,S,5>11:50
8h52m42.975772s,S,16>10:50
8h52m42.9967771s,S,15>17:50
8h52m42.9967771s,S,15>6:50
8h52m43.0007779s,S,12>15:50
8h52m43.0047788s,S,17>3:50
8h52m43.0047788s,S,17>14:50
8h52m43.0087796s,S,17>0:50
8h52m43.0137814s,S,7>14:50
8h52m43.0217819s,S,14>8:50
8h52m43.0217819s,S,14>17:51
8h52m43.0287842s,S,17>7:50
8h52m43.0287842s,S,17>5:52
8h52m43.0407861s,S,3>16:50
8h52m43.0517887s,S,16>11:50
8h52m43.0527897s,S,0>4:50
8h52m43.0577904s,S,17>9:50
8h52m43.0587905s,S,17>11:50
8h52m43.0587905s,S,5>16:50
8h52m43.0587905s,S,17>6:50
8h52m43.0637912s,S,6>5:50
8h52m43.0727932s,S,14>1:50
8h52m43.0828127s,S,17>14:52
8h52m43.0828127s,S,17>9:50
8h52m43.0828127s,S,17>4:50
8h52m43.0848132s,S,17>12:50
8h52m43.0888141s,S,15>0:50
8h52m43.0888141s,S,7>15:50
8h52m43.0998208s,S,17>2:50
8h52m43.0998208s,S,17>0:50
8h52m43.1018216s,S,12>8:50
8h52m43.1148242s,S,5>0:50
8h52m43.1268264s,S,3>6:50
8h52m43.1268264s,S,16>5:50
8h52m43.1288269s,S,17>15:50
8h52m43.1368285s,S,15>17:50
8h52m43.1368285s,S,17>13:50
8h52m43.1408294s,D,16>17
8h52m43.1408294s,S,6>17:51
8h52m43.1408294s,C,17>8
8h52m43.1408294s,C,17>8
8h52m43.1408294s,S,16>17:51
8h52m43.1408294s,C,8>17
8h52m43.1408294s,C,8>17
8h52m43.1428296s,S,17>2:50
8h52m43.1428296s,S,12>10:50
8h52m43.1448302s,S,17>14:50
8h52m43.1478309s,S,0>6:50
8h52m43.1518314s,S,17>11:50
8h52m43.1518314s,S,17>6:51
8h52m43.1728359s,S,17>4:50
8h52m43.1908394s,S,17>1:50
8h52m43.19284s,S,17>0:50
8h52m43.1948402s,S,12>7:50
8h52m43.1958407s,S,7>5:50
8h52m43.1998412s,S,6>4:50
8h52m43.2058232s,S,7>17:51
8h52m43.2058232s,S,17>16:50
8h52m43.2218461s,S,17>5:50
8h52m43.2218461s,S,17>15:50
8h52m43.2288473s,S,3>14:50
8h52m43.2308479s,S,15>11:50
8h52m43.2308479s,S,15>0:50
8h52m43.2338486s,S,17>10:50
8h52m43.2438504s,S,6>17:52
8h52m43.2438504s,S,17>6:52
8h52m43.2478513s,S,16>4:50
8h52m43.2518524s,S,5>6:50
8h52m43.2628544s,S,12>14:50
8h52m43.2628544s,S,17>7:52
8h52m43.2738567s,S,17>3:50
8h52m43.2828582s,S,17>9:50
8h52m43.2828582s,S,17>16:52
8h52m43.284859s,S,17>1:50
8h52m43.28986s,S,0>13:50
8h52m43.2948609s,S,6>12:50
8h52m43.2978616s,S,7>1:50
8h52m43.2998619s,S,3>8:50
8h52m43.3128615s,S,17>5:50
8h52m43.3128615s,S,17>15:50
8h52m43.3188632s,S,7>9:50
8h52m43.3188632s,S,17>7:50
8h52m43.3218636s,S,15>16:50
8h52m43.3268677s,S,17>10:50
8h52m43.3268677s,S,17>9:50
8h52m43.3298681s,S,16>2:50
8h52m43.3338692s,S,12>6:50
8h52m43.3338692s,S,6>9:50
8h52m43.3418709s,S,3>17:50
8h52m43.355854s,S,17>2:50
8h52m43.3568541s,S,7>4:50
8h52m43.3598747s,S,17>16:51
8h52m43.3598747s,S,16>0:50
8h52m43.361875s,S,7>0:50
8h52m43.3698769s,S,17>3:50
8h52m43.3718771s,S,15>8:50
8h52m43.375878s,S,0>1:50
8h52m43.3788786s,S,17>12:50
8h52m43.3788786s,S,17>7:50
8h52m43.3888808s,S,5>17:50
8h52m43.3948819s,S,3>11:50
8h52m43.3968822s,S,6>17:50
8h52m43.3968822s,S,17>14:50
8h52m43.4038837s,S,17>6:50
8h52m43.4048841s,S,16>3:50
8h52m43.4138859s,S,6>11:50
8h52m43.4218875s,S,17>9:50
8h52m43.4298891s,S,17>13:50
8h52m43.4348898s,S,17>7:50
8h52m43.4348898s,S,17>12:50
8h52m43.4348898s,S,16>17:52
8h52m43.4358902s,S,12>5:50
8h52m43.4458921s,S,3>0:50
8h52m43.4468925s,S,15>12:50
8h52m43.4478927s,S,17>2:50
8h52m43.4518935s,S,15>16:50
8h52m43.4568944s,S,17>5:50
8h52m43.4658962s,S,17>1:50
8h52m43.4678964s,S,7>6:50
8h52m43.4738978s,S,5>15:50
8h52m43.4858973s,S,16>9:50
8h52m43.4868978s,S,17>13:50
8h52m43.488898s,S,17>14:50
8h52m43.488898s,S,6>3:50
8h52m43.4898984s,S,16>7:50
8h52m43.4908989s,S,17>12:50
8h52m43.4908989s,S,17>7:51
8h52m43.4939022s,S,17>11:50
8h52m43.506886s,S,6>15:50
8h52m43.5088857s,S,17>10:50
8h52m43.5255004s,S,17>4:50
8h52m43.5334818s,S,12>11:50
8h52m43.5365027s,S,17>0:50
8h52m43.5445043s,S,17>13:50
8h52m43.5445043s,S,17>12:50
8h52m43.5475047s,S,16>1:50
8h52m43.5475047s,S,17>7:50
8h52m43.5475047s,S,3>7:50
8h52m43.5475047s,S,7>17:52
8h52m43.5515056s,S,17>6:50
8h52m43.5535061s,S,17>5:50
8h52m43.5715099s,S,17>15:50
8h52m43.5785111s,S,15>12:50
8h52m43.5805117s,S,17>4:50
8h52m43.5835121s,S,12>4:50
8h52m43.5935143s,S,12>17:51
8h52m43.5935143s,S,6>1:50
8h52m43.5955145s,S,17>13:50
8h52m43.602516s,S,7>17:50
8h52m43.602516s,S,17>9:50
8h52m43.602516s,S,17>12:50
8h52m43.6105177s,S,5>7:50
8h52m43.6125179s,S,3>13:50
8h52m43.6225201s,S,16>6:50
8h52m43.6265209s,S,17>1:50
8h52m43.6285212s,S,17>2:50
8h52m43.6315063s,S,17>4:50
8h52m43.6385234s,S,17>7:50
8h52m43.6395235s,S,12>16:50
8h52m43.6415241s,S,17>11:50
8h52m43.6475251s,S,6>0:50
8h52m43.6525261s,S,17>13:50
8h52m43.6525261s,S,17>12:52
8h52m43.657527s,S,7>14:50
8h52m43.6585275s,S,3>12:50
8h52m43.6615278s,S,17>5:50
8h52m43.6685091s,S,17>10:50
8h52m43.6695295s,S,17>14:50
8h52m43.6775115s,S,17>15:50
8h52m43.6795317s,S,15>11:50
8h52m43.6825324s,S,17>0:50
8h52m43.6865126s,S,6>8:50
8h52m43.6905343s,S,17>4:50
8h52m43.7035369s,S,17>12:50
8h52m43.7035369s,S,12>5:50
8h52m43.7125389s,S,5>12:50
8h52m43.7305427s,S,17>3:50
8h52m43.7345433s,S,7>15:50
8h52m43.7475461s,S,17>11:50
8h52m43.7515472s,S,16>15:50
8h52m43.755548s,S,17>13:50
8h52m43.7675508s,S,6>16:50
8h52m43.7695508s,S,17>5:50
8h52m43.7695508s,S,17>15:50
8h52m43.7715513s,S,15>5:50
8h52m43.7835538s,S,17>16:50
8h52m43.7875546s,S,17>0:50
8h52m43.7895548s,S,6>7:50
8h52m43.7925555s,S,17>4:50
8h52m43.799557s,S,12>11:50
8h52m43.8095589s,S,5>14:50
8h52m43.8425635s,S,7>5:50
8h52m43.8505681s,S,12>4:50
8h52m43.8565478s,S,17>7:50
8h52m43.8605503s,S,17>12:50
8h52m43.8615508s,S,17>15:50
8h52m43.8785741s,S,16>8:50
8h52m43.8795742s,S,17>1:50
8h52m43.8975599s,S,6>5:50
8h52m43.90956s,S,15>13:50
8h52m43.9105613s,S,12>16:50
8h52m43.9135614s,S,17>13:50
8h52m43.9145621s,S,17>0:50
8h52m43.9175798s,S,5>13:50
8h52m43.9215627s,S,17>10:50
8h52m43.9455861s,S,7>1:50
8h52m43.9485689s,S,16>14:50
8h52m43.9535731s,S,17>4:50
8h52m43.9635717s,S,17>6:50
8h52m43.9965796s,S,15>10:50
8h52m43.9975797s,S,12>0:50
8h52m43.9995794s,S,17>15:50
8h52m44.0005798s,S,5>8:50
8h52m44.00258s,S,7>4:50
8h52m44.0045809s,S,17>1:50
8h52m44.0335876s,S,6>4:50
8h52m44.0455904s,S,17>10:50
8h52m44.0455904s,S,16>17:50
8h52m44.0545918s,S,17>16:50
8h52m44.0635936s,S,7>8:50
8h52m44.076597s,S,5>10:50
8h52m44.0855994s,S,17>6:50
8h52m44.0876093s,S,15>4:50
8h52m44.0906176s,S,17>5:50
8h52m44.0976045s,S,12>3:50
8h52m44.1096069s,S,7>11:50
8h52m44.1226245s,S,16>12:50
8h52m44.129626s,S,17>9:50
8h52m44.129626s,S,6>12:50
8h52m44.1546363s,S,17>2:50
8h52m44.1586371s,S,12>9:50
8h52m44.1616378s,S,5>11:50
8h52m44.1666387s,S,7>12:50
8h52m44.1756405s,S,17>11:50
8h52m44.1776214s,S,17>7:50
8h52m44.1846217s,S,15>9:50
8h52m44.1956243s,S,12>1:50
8h52m44.1966283s,S,17>14:50
8h52m44.2106272s,S,16>10:50
8h52m44.2186288s,S,17>9:50
8h52m44.2306318s,S,6>17:50
8h52m44.2336325s,S,17>0:50
8h52m44.2336325s,S,7>16:50
8h52m44.2436347s,S,17>2:50
8h52m44.245635s,S,12>13:50
8h52m44.2496364s,S,5>16:50
8h52m44.2606387s,S,17>3:50
8h52m44.2606387s,S,15>3:50
8h52m44.2856528s,S,17>14:50
8h52m44.2866609s,S,16>11:50
8h52m44.2916542s,S,12>17:50
8h52m44.3226735s,S,6>3:50
8h52m44.3256542s,S,7>2:50
8h52m44.3256542s,S,17>1:50
8h52m44.3456791s,S,12>15:50
8h52m44.3466787s,S,17>3:50
8h52m44.3616818s,S,15>7:50
8h52m44.3676641s,S,16>5:50
8h52m44.3676641s,S,17>10:50
8h52m44.3826863s,S,7>3:50
8h52m44.3976894s,S,17>16:50
8h52m44.4106923s,S,17>6:50
8h52m44.4226948s,S,6>1:50
8h52m44.4477001s,S,12>8:50
8h52m44.4497003s,S,7>13:50
8h52m44.4677039s,S,15>1:50
8h52m44.4877082s,S,12>10:50
8h52m44.4877082s,S,16>4:50
8h52m44.5017112s,S,17>11:50
8h52m44.5127133s,S,6>8:50
8h52m44.5397188s,S,12>7:50
8h52m44.5477205s,S,17>12:51
8h52m44.5587228s,S,15>2:50
8h52m44.5677248s,S,16>2:50
8h52m44.5947304s,S,6>16:50
8h52m44.6007119s,S,17>3:51
8h52m44.6007119s,S,12>17:52
8h52m44.6067329s,S,12>14:50
8h52m44.6457412s,S,16>3:50
8h52m44.6537229s,S,3>17:52
8h52m44.6537229s,S,17>10:50
8h52m44.679748s,S,12>6:50
8h52m44.693751s,S,17>6:50
8h52m44.7227571s,S,6>2:50
8h52m44.732759s,S,16>7:50
8h52m44.7847702s,S,17>11:50
8h52m44.8157763s,S,6>10:50
8h52m44.8257785s,S,17>0:50
8h52m44.9078182s,S,6>13:50
8h52m44.9157967s,S,17>1:50
8h52m44.9577887s,S,17>14:50
8h52m45.018819s,S,17>3:50
8h52m45.0708299s,S,17>16:50
8h52m45.1478432s,S,17>9:50
8h52m45.1738516s,S,17>2:50
8h52m45.2178608s,S,17>15:50
8h52m45.307879s,S,17>5:50
8h52m45.3928963s,S,17>7:50
8h52m45.4499076s,S,17>12:50
8h52m45.5019182s,S,17>13:50
8h52m45.5369254s,S,17>4:50
8h52m46.3840965s,D,18>0
8h52m46.3840965s,C,0>16
8h52m46.3910907s,C,0>16
8h52m46.3910907s,C,16>0
8h52m46.3910907s,C,16>0
8h52m46.3910907s,L,18
8h52m46.4911243s,D,19>0
8h52m46.4911243s,C,0>15
8h52m46.4911243s,C,0>15
8h52m46.4911243s,C,15>0
8h52m46.508108s,C,15>0
8h52m46.508108s,L,19
8h52m46.5991475s,D,20>0
8h52m46.5991475s,C,0>17
8h52m46.5991475s,C,0>17
8h52m46.6071465s,C,17>0
8h52m46.6071465s,C,17>0
8h52m46.6071465s,L,20
8h52m46.6891669s,D,21>0
8h52m46.6891669s,C,0>2
8h52m46.6891669s,C,2>0
8h52m46.7061679s,C,2>0
8h52m46.6891669s,C,0>2
8h52m46.7071508s,L,21
8h52m46.7121719s,S,0>18:51
8h52m46.7861875s,D,22>0
8h52m46.7861875s,C,0>14
8h52m46.7861875s,C,0>14
8h52m46.7861875s,C,14>0
8h52m46.8031888s,C,14>0
8h52m46.8031888s,S,0>19:51
8h52m46.8041711s,S,18>0:52
8h52m46.8041711s,L,22
8h52m46.8862093s,D,23>0
8h52m46.8862093s,C,0>5
8h52m46.8862093s,C,0>5
8h52m46.8862093s,C,5>0
8h52m46.9052109s,C,5>0
8h52m46.9052109s,S,0>21:50
8h52m46.9052109s,L,23
8h52m46.9282157s,S,0>20:51
8h52m46.9282157s,S,19>0:52
8h52m46.9952227s,D,24>0
8h52m46.9952227s,C,0>20
8h52m46.9952227s,C,20>0
8h52m46.9952227s,C,0>20
8h52m46.9952227s,C,20>0
8h52m47.0132271s,S,0>3:50
8h52m47.0132271s,L,24
8h52m47.0162345s,S,0>21:51
8h52m47.0602482s,S,0>4:50
8h52m47.0942553s,D,25>0
8h52m47.0942553s,C,0>12
8h52m47.0942553s,C,0>12
8h52m47.0942553s,C,12>0
8h52m47.1122562s,C,12>0
8h52m47.1122562s,L,25
8h52m47.1142597s,S,0>23:50
8h52m47.1332633s,S,21>0:52
8h52m47.1702696s,S,0>6:50
8h52m47.1842544s,D,26>0
8h52m47.1842544s,C,0>6
8h52m47.1842544s,C,0>6
8h52m47.1842544s,C,6>0
8h52m47.2022773s,C,6>0
8h52m47.2022773s,S,0>18:50
8h52m47.2022773s,L,26
8h52m47.2212827s,S,0>7:50
8h52m47.2432877s,S,0>4:50
8h52m47.2902976s,D,27>0
8h52m47.2902976s,C,0>8
8h52m47.2902976s,C,8>0
8h52m47.2902976s,C,0>8
8h52m47.2902976s,C,8>0
8h52m47.3082991s,S,0>13:50
8h52m47.3082991s,L,27
8h52m47.3293065s,S,0>10:50
8h52m47.3492907s,S,0>18:50
8h52m47.366314s,S,18>0:51
8h52m47.3943197s,S,0>1:50
8h52m47.4203219s,S,0>9:50
8h52m47.4403292s,S,0>13:50
8h52m47.4573326s,S,0>18:52
8h52m47.4683352s,S,19>0:51
8h52m47.4713356s,D,18>19
8h52m47.4713356s,S,18>19:51
8h52m47.4863388s,S,0>23:50
8h52m47.496341s,S,0>22:50
8h52m47.5223461s,D,4>19
8h52m47.5223461s,S,4>19:51
8h52m47.5253468s,S,0>1:50
8h52m47.5383494s,S,19>18:52
