t,c,d
15.6049729s,S,12>3:50
15.6089743s,S,5>9:50
15.6129751s,S,14>8:50
15.6129751s,S,3>7:50
15.6169756s,S,14>5:50
15.6199754s,S,1>12:50
15.6209764s,S,14>12:50
15.6209764s,S,13>10:50
15.6229773s,S,9>13:50
15.6249775s,S,7>3:50
15.6249775s,S,11>6:50
15.6279776s,S,0>8:50
15.6279776s,S,3>0:50
15.6289871s,S,11>5:50
15.6289871s,S,14>4:50
15.6289871s,S,12>14:50
15.6329789s,S,4>11:50
15.633979s,S,6>10:50
15.6399807s,S,16>0:50
15.6399807s,S,16>2:50
15.6409828s,S,16>8:52
15.6419897s,S,13>15:50
15.6449907s,S,9>16:50
15.646991s,S,0>2:50
15.6489912s,S,4>13:50
15.6549929s,S,12>3:50
15.6549929s,S,12>16:50
15.6549929s,S,12>1:50
15.656984s,S,13>16:50
15.658984s,S,10>15:51
15.658984s,S,5>13:50
15.658984s,S,15>8:50
15.658984s,S,15>13:50
15.6639853s,S,6>7:50
15.6649854s,S,2>15:50
15.6689962s,S,0>9:50
15.6689962s,S,12>15:52
15.6719966s,S,3>8:50
15.6739886s,S,15>5:50
15.6739886s,S,1>13:50
15.6799985s,S,15>2:50
15.6799985s,S,4>14:50
15.6799985s,S,15>0:50
15.6819896s,S,13>3:50
15.6819896s,S,5>8:50
15.6829992s,S,7>13:50
15.6839993s,S,6>13:51
15.6859998s,S,0>16:51
15.6859998s,S,16>11:50
15.6920012s,D,15>14:22000000
15.6920012s,S,4>15:50
15.6920012s,S,15>14:51
15.6930013s,S,14>1:50
15.6940015s,S,6>15:50
15.6960011s,S,14>11:50
15.6989936s,S,14>10:50
15.6989936s,S,14>6:52
15.6999946s,S,6>2:50
15.7029941s,S,12>4:50
15.704995s,S,3>10:50
15.7069961s,S,8>10:50
15.7089961s,S,12>1:50
15.7089961s,S,5>7:50
15.7089961s,S,9>0:50
15.7099968s,S,0>11:50
15.7120059s,S,1>0:50
15.7170068s,S,11>4:50
15.7189986s,S,11>10:50
15.7209982s,S,13>5:50
15.7219984s,S,3>9:50
15.7229985s,S,14>16:50
15.7259992s,S,16>3:50
15.7259992s,S,16>2:50
15.7269996s,S,6>11:50
15.7289999s,S,13>4:50
15.7300018s,S,13>12:50
15.7350109s,S,7>16:50
15.7400039s,S,5>14:50
15.7400039s,S,15>4:50
15.7400039s,S,8>12:50
15.7410032s,S,12>16:50
15.7460135s,S,4>13:50
15.7460135s,S,3>16:50
15.7460135s,S,0>15:50
15.7470136s,S,15>7:50
15.7470136s,S,15>13:50
15.7480138s,S,3>12:50
15.7490142s,S,0>5:50
15.7500143s,S,15>10:52
15.7580162s,D,5>16:24000000
15.7580162s,S,5>16:51
15.7590164s,S,12>13:50
15.7590164s,S,11>13:50
15.7600165s,S,12>7:50
15.7630172s,S,14>5:50
15.7640173s,S,16>4:50
15.7640173s,S,11>7:50
15.7660179s,S,2>16:50
15.7680108s,S,16>10:50
15.7710191s,S,12>15:50
15.7710191s,S,13>2:50
15.7710191s,S,15>11:50
15.7710191s,S,13>6:52
15.7770205s,S,13>3:50
15.7820214s,S,8>16:50
15.7830218s,S,15>6:50
15.7850221s,S,9>1:50
15.7890232s,S,4>6:50
15.7890232s,S,4>15:50
15.7960162s,S,11>15:50
15.802017s,S,0>7:50
15.802017s,S,3>10:50
15.803018s,S,13>9:50
15.8040266s,S,6>0:50
15.8040266s,S,16>1:50
15.8040266s,S,14>15:52
15.8050268s,S,1>8:50
15.8080274s,S,12>9:50
15.8110193s,S,5>10:50
15.8110193s,S,6>1:50
15.8120286s,S,9>6:50
15.8120286s,S,16>15:50
15.8130287s,S,13>5:50
15.8130287s,S,16>0:52
15.8170295s,S,13>8:50
15.8180296s,S,6>12:50
15.8190298s,S,14>3:50
15.8211308s,S,11>3:50
15.8230224s,S,3>0:50
15.8230224s,S,15>2:50
15.826023s,S,13>1:50
15.8280236s,S,12>14:50
15.8280236s,S,7>15:50
15.8300227s,S,12>10:50
15.8360337s,S,6>15:51
15.8360337s,S,6>5:50
15.8370251s,S,15>12:50
15.8380343s,S,1>10:50
15.844026s,S,15>10:50
15.844026s,S,13>15:50
15.8450264s,S,16>12:50
15.8450264s,S,3>16:50
15.8460271s,S,16>9:50
15.8460271s,S,12>11:50
15.8470281s,S,5>0:50
15.850037s,S,8>4:50
15.8550295s,S,2>7:50
15.8550295s,S,15>7:50
15.8550295s,S,15>9:50
15.8610305s,S,13>2:50
15.8620307s,S,15>4:50
15.8630308s,S,11>0:50
15.8690325s,S,14>16:50
15.8730327s,S,12>0:50
15.879034s,S,14>7:51
15.8800345s,S,5>13:51
15.8800345s,S,1>14:50
15.8800345s,S,16>5:52
15.8810349s,S,14>2:50
15.8810349s,S,16>10:50
15.8850357s,S,4>6:50
15.887036s,S,8>2:50
15.887036s,S,0>10:50
15.887036s,S,0>6:50
15.8890365s,S,11>1:50
15.8900367s,S,9>12:50
15.8940375s,S,13>11:50
15.8980383s,S,5>11:50
15.8980383s,S,12>6:50
15.8990387s,S,12>14:50
15.9020391s,S,6>7:50
15.9070403s,S,13>8:50
15.9080408s,S,0>12:50
15.9160436s,S,3>9:50
15.9200444s,S,2>8:50
15.9210448s,S,3>6:50
15.9260449s,S,9>11:50
15.9270453s,S,15>1:50
15.9270453s,S,8>9:50
15.9270453s,S,15>6:50
15.930046s,S,11>8:50
15.930046s,S,13>12:50
15.9310464s,S,13>6:50
15.9320474s,S,15>8:50
15.9320474s,S,13>0:50
15.9320474s,S,16>9:50
15.9340482s,S,15>13:50
15.9340482s,S,15>10:50
15.9360473s,S,7>1:50
15.9380479s,S,15>3:50
15.9390486s,S,16>0:50
15.9390486s,S,0>9:50
15.9410489s,S,3>12:50
15.9430491s,S,1>15:50
15.9440498s,S,8>11:50
15.9450506s,S,6>9:50
15.9530513s,S,9>14:50
15.954052s,S,14>11:51
15.954052s,S,11>5:50
15.954052s,S,14>7:50
15.954052s,S,7>14:52
15.9570518s,S,16>12:50
15.9570518s,S,15>12:50
15.9600528s,S,5>14:51
15.9600528s,S,13>5:52
15.9620533s,S,11>12:50
15.9620533s,S,15>0:50
15.9620533s,S,2>10:50
15.9640536s,S,14>8:50
15.9720561s,S,6>1:50
15.9740564s,S,12>8:50
15.9740564s,S,12>0:50
15.9740564s,S,8>15:50
15.9750571s,S,13>14:50
15.9780569s,S,6>15:50
15.9780569s,S,0>16:50
15.9920602s,S,3>11:50
15.9920602s,S,7>6:50
15.9980624s,S,12>2:50
15.9980624s,S,9>2:50
16.0020618s,S,5>10:50
16.008064s,S,6>10:50
16.0100637s,S,0>1:50
16.0110644s,S,3>7:50
16.0120648s,S,2>11:50
16.0120648s,S,11>14:50
16.0140654s,S,14>15:51
16.0140654s,S,12>7:50
16.0140654s,S,0>15:50
16.0160657s,S,13>9:50
16.0160657s,S,14>9:50
16.0170658s,S,13>10:50
16.0180659s,S,15>5:50
16.0230674s,S,15>7:50
16.0230674s,S,6>13:50
16.0260681s,S,15>11:50
16.0280678s,S,0>7:50
16.0290685s,S,14>13:50
16.0290685s,S,15>10:50
16.0290685s,S,14>0:50
16.0310694s,S,13>7:50
16.0320695s,S,3>14:50
16.0330714s,S,9>5:50
16.0350699s,S,1>16:50
16.0400708s,S,11>10:50
16.0410724s,S,13>1:50
16.0450721s,S,16>4:50
16.0520733s,S,13>16:50
16.0550766s,S,8>7:50
16.0580746s,S,15>3:50
16.0610753s,S,12>5:50
16.0630765s,S,6>7:50
16.0630765s,S,2>14:50
16.0640766s,S,16>10:50
16.0660769s,S,14>5:52
16.067077s,S,15>1:50
16.067077s,S,15>6:52
16.0690772s,S,3>8:50
16.0730781s,S,11>16:50
16.0730781s,S,11>14:52
16.0750795s,S,12>8:50
16.0750795s,S,12>0:50
16.0770789s,D,17>0:18000000
16.0770789s,C,0>2
16.0860809s,C,0>2
16.0860809s,C,2>0
16.0860809s,C,2>0
16.0860809s,L,17
16.0860809s,S,12>10:50
16.0860809s,S,11>13:50
16.0860809s,S,14>12:50
16.0870813s,S,5>11:50
16.0980839s,S,3>13:50
16.1020848s,S,15>2:50
16.1050852s,S,9>3:50
16.1050852s,S,0>5:50
16.1050852s,S,6>11:50
16.1050852s,S,8>3:50
16.1070857s,S,7>2:50
16.109086s,S,6>14:50
16.1180892s,S,12>7:50
16.12209s,S,11>15:50
16.1240897s,S,15>4:50
16.1240897s,S,15>11:50
16.1250904s,S,16>15:50
16.1290909s,S,15>9:50
16.1300913s,S,13>4:50
16.1300913s,S,13>16:50
16.1300913s,S,14>10:51
16.1300913s,S,15>14:52
16.1310915s,S,9>15:50
16.1330935s,S,2>13:50
16.1350923s,S,3>15:50
16.1350923s,S,0>12:50
16.1360927s,S,8>6:50
16.1380927s,S,12>14:50
16.1400938s,S,14>4:50
16.147095s,S,16>12:50
16.1490962s,S,15>10:50
16.1560971s,S,0>10:50
16.1580973s,S,14>1:50
16.1600979s,S,15>13:50
16.1620981s,S,12>3:50
16.1741009s,S,7>11:50
16.1741009s,S,5>16:50
16.1761017s,S,12>8:50
16.1831035s,S,12>10:50
16.1901056s,S,14>6:51
16.1901056s,S,10>14:52
16.1961067s,S,6>12:50
16.2001069s,S,13>4:50
16.2051081s,S,15>8:50
16.2071087s,S,14>11:50
16.2091089s,S,15>6:50
16.2101091s,S,12>4:50
16.2131103s,S,12>1:50
16.2191114s,S,8>13:50
16.2191114s,S,15>12:50
16.2201118s,S,6>16:50
16.2321146s,S,7>14:50
16.2341148s,S,16>9:50
16.2361151s,S,0>1:50
16.241116s,S,13>2:50
16.241116s,S,15>7:50
16.241116s,S,15>10:50
16.241116s,S,0>6:50
16.2451169s,S,15>13:50
16.2461176s,S,8>0:50
16.2461176s,S,0>16:50
16.2501187s,S,16>14:50
16.2501187s,S,14>0:50
16.2651218s,S,12>16:50
16.2651218s,S,12>13:50
16.2701239s,S,14>11:50
16.2701239s,S,14>8:50
16.2871273s,S,13>8:50
16.2941376s,S,16>3:50
16.2961381s,S,6>15:50
16.2981364s,S,5>7:50
16.300139s,S,14>16:51
16.300139s,S,6>14:52
16.3021304s,D,18>0:18000000
16.3111331s,C,0>15
16.3111331s,C,15>0
16.3121326s,S,7>0:50
16.3121326s,C,0>15
16.3121326s,C,15>0
16.3121326s,L,18
16.3191432s,S,15>3:50
16.3201345s,S,12>13:51
16.3231355s,S,14>9:50
16.3231355s,S,13>0:50
16.3291357s,S,8>5:50
16.3341375s,S,15>11:50
16.3461493s,S,6>3:50
16.34915s,S,15>1:50
16.34915s,S,16>11:50
16.3541422s,S,15>14:50
16.3541422s,S,12>15:50
16.3541422s,S,15>7:50
16.3651536s,S,14>4:50
16.3651536s,S,14>0:50
16.3661537s,S,13>12:52
16.3701457s,S,14>6:50
16.3731467s,S,16>1:50
16.3731467s,S,16>3:51
16.3761491s,S,0>3:50
16.3981611s,S,14>5:51
16.3981611s,S,16>14:52
16.4021537s,S,5>6:50
16.4061542s,S,8>1:50
16.411156s,S,13>10:50
16.4141561s,S,15>13:50
16.4141561s,S,14>8:50
16.4191659s,S,7>5:50
16.4271587s,S,16>7:50
16.4271587s,S,15>4:50
16.4331604s,S,14>11:50
16.4382525s,S,8>14:50
16.4401622s,S,6>5:50
16.4411711s,S,15>5:50
16.4411711s,S,6>8:50
16.4521652s,S,16>10:51
16.4521652s,S,3>16:52
16.4571661s,S,12>15:51
16.4641679s,S,15>9:50
16.4641679s,S,15>7:50
16.468169s,S,14>9:50
16.4701722s,S,0>4:50
16.4731706s,S,7>16:51
16.4791705s,S,14>4:50
16.4831716s,S,14>10:50
16.4941745s,S,14>0:50
16.4951749s,S,14>8:50
16.4991757s,S,15>13:50
16.5101786s,S,5>14:52
16.5131781s,S,14>6:50
16.5131781s,S,14>9:51
16.5201799s,S,7>8:50
16.5231809s,S,6>4:50
16.5231809s,S,16>6:50
16.524181s,S,15>12:50
16.5281818s,S,16>5:51
16.5281818s,S,10>16:52
16.5391838s,S,5>9:50
16.540184s,S,15>8:50
16.5431847s,S,14>5:50
16.5611896s,S,14>9:50
16.5611896s,S,9>14:52
16.5641903s,S,16>7:52
16.5851942s,S,15>6:50
16.5851942s,S,15>7:50
16.5961968s,S,0>8:50
16.5961968s,S,7>10:50
16.5961968s,S,6>2:50
16.5961968s,S,15>16:50
16.5971967s,D,19>0:23000000
16.5971967s,C,0>17
16.6212027s,C,17>0
16.6212027s,C,17>0
16.6162009s,L,19
16.6212027s,S,15>2:50
16.6212027s,C,0>17
16.623203s,S,14>4:50
16.6412068s,S,6>1:50
16.6412068s,S,15>12:52
16.6472079s,S,14>6:50
16.6472079s,S,14>10:50
16.6502088s,S,5>8:50
16.6652131s,S,14>16:50
16.6662133s,S,7>12:50
16.6732145s,S,16>1:51
16.6732145s,S,5>16:52
16.6752159s,S,16>0:50
16.6772159s,S,7>4:50
16.6862179s,S,0>11:50
16.6892177s,S,14>11:50
16.7012208s,S,6>0:50
16.7072221s,S,15>14:50
16.7072221s,S,14>5:50
16.7252259s,S,15>9:50
16.7262266s,S,5>12:50
16.7312273s,S,6>7:50
16.7322277s,S,7>9:50
16.7352284s,S,15>1:50
16.7352284s,S,15>6:50
16.7382294s,S,7>3:50
16.7502327s,S,16>6:51
16.7502327s,S,1>16:52
16.7612347s,S,14>3:50
16.7612347s,S,14>10:50
16.7612347s,S,14>6:50
16.7762378s,S,0>13:50
16.7952418s,S,7>13:50
16.800243s,S,15>8:50
16.800243s,S,16>9:50
16.8132459s,S,14>5:50
16.8132459s,S,14>16:50
16.8202474s,S,15>2:50
16.8202474s,S,15>14:51
16.8222482s,D,20>0:29000000
16.8222482s,S,5>15:50
16.8222482s,S,14>2:50
16.8292503s,C,0>10
16.8292503s,C,10>0
16.8292503s,C,0>10
16.8292503s,S,15>5:50
16.8292503s,C,10>0
16.8292503s,L,20
16.8322595s,D,0>17:18000000
16.8322595s,C,0>7
16.8322595s,S,0>17:51
16.8322595s,C,7>0
16.8322595s,C,0>7
16.8322595s,C,7>0
16.839261s,S,6>10:50
16.8432621s,S,6>9:50
16.8492635s,S,7>16:50
16.8632665s,S,0>14:50
16.8742597s,S,14>6:50
16.8742597s,S,14>10:50
16.8772697s,S,15>1:50
16.87927s,S,16>2:51
16.87927s,S,6>16:52
16.8842707s,S,15>10:50
16.8942734s,S,14>7:50
16.9112774s,S,14>3:50
16.9202701s,S,14>5:50
16.9202701s,S,14>16:50
16.9232713s,S,6>13:50
16.9232713s,S,15>6:50
16.9252713s,S,0>18:51
16.9252713s,S,17>0:52
16.9322731s,S,6>11:50
16.9342731s,S,15>16:51
16.9342731s,S,14>15:52
16.9412763s,S,7>1:50
16.959279s,S,5>13:50
16.9662898s,S,2>16:52
16.9662898s,S,16>4:51
16.9692905s,S,15>5:50
16.9722912s,S,14>13:50
16.974283s,S,14>2:50
16.9752922s,S,0>1:50
16.9752922s,S,15>11:50
16.9872873s,S,14>10:50
16.9982878s,S,7>6:50
17.0082906s,S,6>16:51
17.0082906s,S,16>0:50
17.0102929s,S,6>14:50
17.0162937s,S,0>19:51
17.0162937s,S,18>0:52
17.0162937s,S,0>9:50
17.0182937s,S,14>8:50
17.0262944s,S,6>12:50
17.0262944s,S,14>16:50
17.0262944s,S,14>5:50
17.0303052s,S,14>12:50
17.0432987s,S,5>14:50
17.0462997s,S,14>7:50
17.0483017s,S,4>16:52
17.0483017s,S,16>7:51
17.0522999s,D,21>0:20000000
17.0522999s,C,0>17
17.0522999s,C,17>0
17.0613019s,C,17>0
17.0522999s,C,0>17
17.0613019s,S,17>0:51
17.0613019s,S,15>16:50
17.0613019s,S,16>15:52
17.0613019s,L,21
17.0643023s,S,15>1:50
17.0643023s,S,15>6:51
17.0663034s,S,5>16:51
17.0693041s,S,15>4:50
17.0693041s,S,0>5:50
17.0723048s,S,14>9:50
17.0943103s,S,0>20:50
17.1043128s,S,14>15:50
17.1043128s,S,7>2:50
17.1063374s,S,0>3:50
17.1153142s,S,15>5:50
17.1183155s,S,14>6:50
17.1233167s,S,14>8:50
17.1233167s,S,14>13:50
17.1283171s,S,6>15:50
17.1333192s,S,19>0:52
17.1353197s,S,14>16:50
17.1353197s,S,14>5:50
17.1383201s,S,16>9:50
17.1383201s,S,16>6:52
17.1383201s,S,6>16:50
17.1403201s,S,16>8:51
17.1403201s,S,7>16:52
17.1503223s,S,5>0:50
17.1653263s,S,15>12:50
17.169328s,S,7>11:50
17.1773296s,S,14>9:50
17.1813295s,S,14>12:50
17.1873315s,S,15>9:50
17.1873315s,S,15>2:50
17.1873315s,S,16>5:52
17.1873315s,S,15>16:50
17.1983329s,S,16>7:50
17.1993331s,S,0>4:50
17.2063348s,S,15>4:51
17.2063348s,S,0>6:50
17.2093367s,S,8>16:52
17.2163382s,S,14>1:50
17.2213394s,D,22>0:21000000
17.2213394s,C,0>9
17.2213394s,C,9>0
17.2293411s,C,0>9
17.2293411s,C,9>0
17.2293411s,S,14>10:50
17.2293411s,S,14>7:50
17.2293411s,S,7>14:50
17.2293411s,L,22
17.2323412s,S,16>10:50
17.2333413s,S,14>3:50
17.2413429s,S,0>16:50
17.2433429s,S,14>16:50
17.2523449s,S,0>22:50
17.256346s,S,15>5:50
17.2573462s,S,14>15:50
17.2633478s,S,15>8:50
17.2673583s,S,6>3:50
17.2693501s,S,6>5:50
17.2693501s,S,6>15:52
17.2693501s,S,15>3:50
17.2853621s,S,18>0:51
17.2893547s,S,16>6:50
17.2893547s,S,16>7:50
17.2903552s,S,14>12:50
17.2953646s,S,14>2:50
17.2953646s,S,0>8:50
17.3053577s,S,14>13:50
17.3053577s,S,7>15:50
17.3063584s,S,15>12:51
17.3063584s,S,4>15:52
17.3093585s,S,16>12:50
17.3143595s,S,15>16:50
17.3433752s,S,14>8:50
17.3453758s,S,15>4:50
17.3453758s,S,15>8:50
17.3503776s,S,0>12:50
17.3593788s,S,6>8:50
17.3593788s,S,0>20:50
17.3593788s,S,6>3:50
17.3613785s,S,14>12:50
17.3683718s,S,14>1:50
17.3683718s,S,14>15:50
17.3693813s,S,14>7:50
17.3693813s,S,0>18:50
17.3793744s,S,0>11:50
17.3963865s,S,14>9:50
17.3963865s,S,16>3:50
17.4083811s,S,15>3:51
17.4083811s,S,12>15:52
17.4123819s,S,7>5:50
17.415384s,S,16>13:50
17.415384s,S,16>6:50
17.4293949s,S,14>0:50
17.4293949s,S,15>9:50
17.4393892s,D,3>18:8000000
17.4393892s,S,3>18:51
17.4403893s,S,15>2:50
17.4403893s,S,6>4:50
17.4403893s,S,15>16:50
17.44339s,S,15>12:50
17.4483992s,S,14>13:50
17.4483992s,D,9>17:5000000
17.4483992s,S,14>7:50
17.4483992s,S,9>17:51
17.4533913s,S,6>9:50
17.4633956s,S,0>3:50
17.4633956s,S,0>18:52
17.4714045s,S,0>13:50
17.473396s,S,16>1:50
17.4763958s,S,17>9:52
17.4793968s,S,14>15:50
17.4793968s,S,14>3:50
17.4813979s,S,18>3:52
17.4873993s,S,16>2:50
17.4994011s,S,3>15:52
17.5034022s,S,9>8:50
17.5054028s,S,14>12:50
17.5084038s,S,0>21:50
17.5134056s,S,7>8:50
17.5214069s,S,9>4:50
17.5234066s,S,3>14:50
17.525408s,S,14>13:50
17.5314179s,S,6>13:50
17.5414107s,S,15>6:50
17.5424111s,S,14>2:50
17.5444117s,S,15>3:50
17.5444117s,S,16>0:50
17.5444117s,S,14>4:50
17.5474121s,D,23>0:19000000
17.5474121s,C,0>6
17.5474121s,C,6>0
17.5554146s,C,6>0
17.5474121s,C,0>6
17.5554146s,S,16>5:50
17.5554146s,S,9>7:50
17.5554146s,L,23
17.5554146s,S,0>4:50
17.5554146s,S,18>0:50
17.5584152s,S,0>14:50
17.5614159s,S,14>6:51
17.564416s,S,7>10:50
17.5664169s,S,19>0:51
17.5694181s,S,15>9:50
17.5724188s,S,16>8:50
17.5894222s,S,14>12:50
17.5914225s,S,14>3:50
17.5914225s,S,14>15:50
17.5924226s,S,3>13:50
17.5964234s,S,9>10:50
17.6104264s,S,14>11:50
17.6144281s,S,14>7:50
17.6164281s,S,0>16:50
17.6194288s,S,7>12:50
17.6244297s,S,9>13:50
17.6244297s,S,6>14:50
17.6284302s,S,3>15:50
17.6344316s,S,15>10:50
17.6374323s,S,16>10:50
17.6444341s,S,9>16:50
17.6454345s,S,18>3:50
17.6464346s,S,15>8:50
17.6474347s,D,8>18:6000000
17.6474347s,C,8>10
17.6474347s,C,10>8
17.6474347s,C,8>10
17.6474347s,S,8>18:51
17.6474347s,C,10>8
17.6494353s,D,24>0:26000000
17.6494353s,C,0>8
17.6494353s,C,0>8
17.6574369s,C,8>0
17.6574369s,C,8>0
17.6574369s,S,0>11:50
17.6574369s,S,14>2:50
17.6584379s,L,24
17.6684395s,S,0>19:50
17.6704404s,S,16>9:50
17.6804423s,S,14>16:51
17.6814433s,S,18>8:52
17.6814433s,S,16>14:50
17.6844445s,S,7>9:50
17.6854447s,S,15>1:50
17.6874455s,D,8>17:6000000
17.6874455s,S,8>17:51
17.690445s,S,14>13:50
17.7034476s,S,14>15:50
17.7034476s,S,14>1:50
17.7064483s,S,9>1:50
17.7124496s,S,8>5:50
17.7184507s,S,3>0:50
17.7184507s,S,17>8:52
17.7194511s,S,16>12:50
17.7314542s,S,15>11:50
17.7314542s,S,9>6:50
17.7314542s,S,16>8:50
17.7354553s,S,6>16:50
17.7354553s,S,6>14:52
17.7424577s,S,0>18:50
17.7494592s,S,0>13:50
17.7514588s,S,8>4:50
17.7604615s,D,10>17:8000000
17.7604615s,S,10>17:51
17.7664625s,S,14>1:50
17.7754649s,S,14>9:51
17.7774646s,S,16>11:50
17.7774646s,S,16>14:52
17.7784647s,S,15>9:50
17.7864672s,S,0>1:50
17.7864672s,S,0>19:52
17.7874673s,S,8>2:50
17.7874673s,S,8>1:50
17.7944688s,S,20>0:51
17.7974689s,S,16>13:50
17.8004699s,S,17>10:52
17.8064718s,S,9>12:50
17.8064718s,S,16>3:50
17.8104718s,S,3>9:50
17.8154724s,S,14>3:50
17.8174745s,S,8>14:50
17.8214741s,S,15>14:50
17.8214741s,S,14>15:51
17.8214741s,S,9>14:52
17.8274851s,S,14>1:50
17.8274851s,S,8>9:50
17.8344773s,S,0>14:50
17.8344773s,S,0>13:50
17.8374779s,S,3>12:50
17.8424789s,S,9>11:50
17.8424789s,S,10>2:50
17.8454796s,S,8>11:50
17.8544825s,S,16>4:50
17.8584824s,S,15>8:50
17.8584824s,D,25>0:25000000
17.8584824s,C,0>18
17.8674851s,C,0>18
17.8674851s,C,18>0
17.8674851s,C,18>0
17.8674851s,S,6>4:50
17.8674851s,L,25
17.869485s,S,16>2:50
17.8724857s,S,9>14:50
17.8774881s,S,8>12:50
17.8794969s,S,8>15:50
17.8794969s,S,14>2:50
17.8824976s,S,16>1:50
17.885498s,S,0>5:50
17.8904992s,S,3>11:50
17.8914993s,S,14>1:50
17.8975007s,S,10>1:50
17.9025019s,S,19>0:50
17.9194965s,S,8>16:50
17.9194965s,S,9>2:50
17.9335001s,S,3>16:50
17.9355015s,S,15>13:50
17.9355015s,S,15>14:52
17.9365017s,S,16>15:50
17.9405013s,S,10>4:50
17.9415011s,S,15>3:50
17.9425016s,S,0>20:52
17.9455023s,S,0>19:50
17.9455023s,S,0>14:50
17.9545046s,S,14>1:50
17.9545046s,S,14>11:50
17.9555056s,S,16>3:50
17.9565051s,S,9>5:50
17.9585057s,S,16>5:50
17.9615058s,D,20>17:19000000
17.9615058s,S,20>17:51
17.9625059s,S,8>7:50
17.9635064s,S,6>8:50
17.9845111s,S,8>4:50
17.9855124s,S,10>7:50
18.0075162s,S,8>3:50
18.0085166s,S,3>18:50
18.0155181s,S,14>0:50
18.0155181s,S,14>1:50
18.0215195s,S,8>2:50
18.0215195s,S,0>12:50
18.0215195s,S,15>7:50
18.0225199s,D,26>0:19000000
18.0225199s,C,0>24
18.0225199s,C,0>24
18.0225199s,C,24>0
18.0305218s,C,24>0
18.0305218s,S,9>3:50
18.0305218s,L,26
18.0315219s,S,16>1:50
18.0335237s,S,15>10:50
18.0415241s,S,10>16:50
18.0425245s,S,8>6:50
18.0475261s,S,6>5:50
18.0475261s,D,21>19:15000000
18.0475261s,S,21>19:51
18.0555274s,S,3>6:50
18.0565278s,S,17>20:52
18.0575286s,S,9>15:50
18.0625289s,S,0>1:50
18.0625289s,S,0>19:50
18.0625289s,S,8>9:50
18.0645295s,S,16>0:50
18.077532s,S,8>11:50
18.0785322s,S,14>11:50
18.0795323s,S,17>10:51
18.0795323s,S,16>14:50
18.080533s,D,20>19:24000000
18.080533s,S,20>19:51
18.0885346s,S,20>0:50
18.1075392s,S,8>15:50
18.1075392s,S,16>5:50
18.1165415s,S,10>15:50
18.1195416s,S,10>17:52
18.1235427s,S,0>20:50
18.1235427s,S,8>13:50
18.1235427s,S,21>0:51
18.1235427s,S,19>21:52
18.1245431s,S,15>11:50
18.1265437s,S,14>0:50
18.1265437s,S,14>4:50
18.1285439s,S,15>6:50
18.1325453s,S,9>17:50
18.1415468s,D,4>18:9000000
18.1415468s,S,4>18:51
18.146548s,S,3>7:50
18.1485486s,S,8>18:50
18.1525494s,D,0>18:18000000
18.1525494s,S,0>5:50
18.1525494s,C,0>20
18.1525494s,C,20>0
18.1525494s,C,0>20
18.1525494s,S,0>18:51
18.1525494s,C,20>0
18.1525494s,S,17>20:51
18.1575507s,D,6>17:18000000
18.1575507s,S,6>17:51
18.1625519s,S,17>10:50
18.1755548s,S,20>17:50
18.1755548s,S,16>11:50
18.1795553s,S,8>17:50
18.1805557s,S,0>3:50
18.1815558s,S,0>21:50
18.1835564s,S,6>1:50
18.1865571s,S,18>4:52
18.1895577s,S,16>9:50
18.1895577s,S,8>7:50
18.1925584s,S,14>6:50
18.1955591s,D,4>17:9000000
18.1955591s,S,4>17:51
18.1995596s,S,22>0:51
18.2005601s,S,20>19:50
18.2005601s,S,19>20:52
18.2015605s,S,3>8:50
18.2045609s,D,5>18:17000000
18.2045609s,S,5>18:51
18.2075619s,S,10>17:50
18.2095621s,S,8>5:50
18.2095621s,S,16>7:51
18.2185645s,S,15>4:50
18.2235654s,S,21>0:50
18.2265667s,D,11>18:8000000
18.2265667s,C,11>12
18.2265667s,S,11>18:51
18.2265667s,C,11>12
18.2265667s,C,12>11
18.2265667s,C,12>11
18.2295665s,S,16>10:50
18.2325677s,S,3>10:50
18.2325677s,S,4>6:50
18.236568s,S,8>3:50
18.2415692s,S,17>4:52
18.2415692s,S,14>4:50
18.2415692s,S,14>0:50
18.2445716s,S,18>0:52
18.2445716s,S,0>19:51
18.2495711s,S,17>20:50
18.2495711s,S,17>6:52
18.2505718s,S,10>9:50
18.2525718s,S,16>4:50
18.2665754s,S,18>11:52
18.2675755s,D,17>0:18000000
18.2675755s,S,17>0:51
18.2675755s,C,0>19
18.2675755s,C,19>0
18.2675755s,C,0>19
18.2675755s,C,19>0
18.2685757s,S,8>6:50
18.2705765s,S,15>1:50
18.2715775s,S,20>17:52
18.2735772s,S,0>4:50
18.2745779s,D,11>17:8000000
18.2745779s,S,6>7:50
18.2745779s,C,11>5
18.2745779s,C,11>5
18.2745779s,C,5>11
18.2745779s,S,11>17:51
18.2745779s,C,5>11
18.275578s,S,10>5:50
18.2825786s,S,0>16:50
18.2825786s,S,0>21:52
18.2855796s,S,8>1:50
18.2865795s,S,4>0:50
18.2875799s,D,2>17:10000000
18.2875799s,S,0>12:50
18.2875799s,S,2>17:51
18.2915819s,S,18>5:52
18.3015832s,S,16>7:50
18.3015832s,S,16>6:51
18.3015832s,S,7>16:52
18.3045841s,S,16>12:50
18.3045841s,S,0>22:52
18.3075851s,S,14>11:50
18.3075851s,S,14>10:50
18.3085853s,D,5>17:17000000
18.3085853s,S,11>13:50
18.3085853s,S,5>17:51
