t,c,d
18.5132969s,S,16>8:50
18.5163169s,S,16>9:50
18.5793102s,S,16>14:50
18.6763322s,S,16>5:50
19.5045246s,D,17>0
19.5045246s,C,0>11
19.5165294s,C,11>0
19.5165294s,C,0>11
19.5165294s,C,11>0
19.5165294s,L,17
20.3477063s,S,0>17:51
20.4377245s,S,17>0:52
20.5297439s,S,17>0:51
20.5297439s,S,0>1:50
20.6207426s,S,0>17:52
20.6257644s,S,0>5:50
20.7117818s,S,17>0:50
20.7617921s,S,0>14:50
20.8718121s,S,0>15:50
21.0068426s,D,1>17
21.0068426s,S,1>17:51
21.0138438s,S,0>16:50
21.0518514s,S,17>1:52
21.0988441s,S,1>0:50
21.1408493s,S,0>2:50
21.158871s,D,14>17
21.158871s,C,14>7
21.158871s,S,14>17:51
21.158871s,C,7>14
21.158871s,C,14>7
21.158871s,C,7>14
21.1948824s,S,1>10:50
21.2198875s,S,17>14:52
21.2398915s,S,1>9:50
21.2408917s,S,0>4:50
21.2718954s,S,1>7:50
21.2819005s,S,14>5:50
21.3319103s,S,1>11:50
21.3319103s,S,0>7:50
21.3319103s,D,5>17
21.3319103s,S,5>17:51
21.3629144s,D,4>17
21.3629144s,S,4>17:51
21.3789208s,S,1>15:50
21.3869222s,S,14>16:50
21.4029255s,S,17>4:52
21.4179081s,S,17>5:52
21.437933s,S,0>17:51
21.4389132s,S,0>8:50
21.4449348s,S,4>0:50
21.4759409s,S,1>16:50
21.4829424s,S,14>6:50
21.5039466s,S,5>8:50
21.5199498s,S,0>13:50
21.5289516s,S,17>0:52
21.534953s,S,4>9:50
21.5559569s,S,1>8:50
21.5609578s,S,4>6:50
21.5799618s,S,5>15:50
21.5919616s,S,1>14:50
21.592962s,S,14>2:50
21.6079473s,S,0>3:50
21.6209686s,S,17>1:51
21.6519589s,S,4>8:50
21.6589601s,S,1>12:50
21.6649597s,S,14>11:50
21.6679604s,S,17>14:51
21.6679604s,S,1>17:52
21.6819637s,S,4>11:50
21.6919656s,D,16>17
21.6919656s,C,16>2
21.6919656s,C,2>16
21.6919656s,C,16>2
21.6919656s,C,2>16
21.6919656s,S,16>17:51
21.6989668s,S,0>6:50
21.6989668s,S,0>3:50
21.7139702s,S,1>13:50
21.7139702s,D,8>17
21.7139702s,C,8>10
21.7139702s,C,10>8
21.7139702s,C,10>8
21.7139702s,S,8>17:51
21.7139702s,C,8>10
21.7179713s,S,5>16:50
21.7229723s,S,4>15:50
21.7249737s,S,14>8:50
21.7289745s,S,17>5:51
21.7289745s,S,14>17:52
21.7459993s,S,17>8:52
21.749s,D,9>17
21.749s,C,9>10
21.749s,C,9>10
21.749s,S,9>17:51
21.749s,C,10>9
21.749s,C,10>9
21.7540009s,S,1>6:50
21.7680039s,S,17>16:52
21.7760056s,S,14>1:50
21.7760056s,S,17>9:52
21.7780058s,S,8>5:50
21.7920088s,D,15>17
21.7920088s,C,15>1
21.7920088s,S,15>17:51
21.7920088s,C,1>15
21.7920088s,C,15>1
21.7920088s,C,1>15
21.8030109s,S,17>9:50
21.8030109s,S,9>4:50
21.8140132s,S,4>16:50
21.8150133s,S,17>4:51
21.8150133s,S,5>17:52
21.8290163s,S,17>0:50
21.8290163s,S,9>7:50
21.8400183s,S,0>9:50
21.8400183s,S,0>6:50
21.8420189s,S,14>12:50
21.843019s,S,16>0:50
21.8510207s,S,1>17:50
21.856002s,S,8>15:50
21.8570024s,S,4>17:52
21.8710221s,S,9>3:50
21.8820273s,S,17>15:52
21.8890286s,S,4>10:50
21.8990111s,S,9>6:50
21.9000291s,S,5>17:50
21.915034s,S,14>4:50
21.9190143s,S,0>17:50
21.9200323s,S,17>1:50
21.9290367s,S,4>7:50
21.9370386s,S,8>17:50
21.9670449s,S,8>14:50
21.9690244s,S,17>14:50
21.9700427s,S,16>9:50
21.973046s,S,15>2:50
21.9750465s,S,14>9:50
21.9790474s,S,9>1:50
21.9810479s,S,0>9:50
21.9870493s,S,5>9:50
21.9890495s,S,4>13:50
22.0090539s,S,0>12:50
22.0110542s,S,9>16:50
22.019035s,S,8>12:50
22.0250575s,S,14>15:50
22.029058s,S,17>5:50
22.029058s,S,4>14:50
22.0330588s,S,16>14:50
22.0570643s,S,5>10:50
22.0590646s,S,8>13:50
22.0610648s,S,0>17:50
22.0710673s,S,9>0:50
22.0730679s,S,15>16:50
22.0870679s,S,8>6:50
22.0900686s,S,4>12:50
22.0960706s,D,10>17
22.0960706s,S,10>17:51
22.1140562s,S,0>10:50
22.1180576s,S,17>4:50
22.1330599s,S,16>5:50
22.1380611s,S,14>17:50
22.1390621s,S,17>10:52
22.1440622s,S,5>7:50
22.1450635s,S,4>17:50
22.148063s,S,9>8:50
22.1540661s,S,0>12:50
22.1590656s,S,17>16:50
22.1640666s,S,9>2:50
22.1720682s,S,8>4:50
22.1810697s,S,10>2:50
22.1820704s,D,2>17
22.1820704s,S,2>17:51
22.1990741s,S,14>0:50
22.2000745s,S,15>8:50
22.2010746s,S,9>12:50
22.2040759s,S,8>1:50
22.2040759s,D,7>17
22.2040759s,S,7>17:51
22.2200797s,S,14>17:51
22.2311035s,S,10>3:50
22.2321036s,S,17>2:52
22.2331037s,D,11>17
22.2331037s,S,11>17:51
22.2361044s,S,17>8:50
22.2361044s,S,9>17:50
22.2401052s,S,8>11:50
22.2451062s,S,5>11:50
22.2531078s,S,16>8:50
22.2551084s,D,3>17
22.2551084s,S,3>17:51
22.2571089s,S,0>10:50
22.2591092s,S,17>7:52
22.2621096s,S,9>11:50
22.2720912s,S,8>16:50
22.2740933s,S,10>11:50
22.2740933s,S,17>11:52
22.2801137s,S,15>5:50
22.2821139s,S,17>14:52
22.2841145s,S,2>11:50
22.2901156s,S,9>13:50
22.2961169s,S,17>3:52
22.3091192s,S,14>10:50
22.3121202s,S,9>14:50
22.3151206s,S,7>4:50
22.3151206s,S,10>12:50
22.3151206s,S,11>12:50
22.3201215s,S,16>17:50
22.3311239s,S,5>12:50
22.3311239s,D,13>17
22.3311239s,C,13>8
22.3311239s,S,13>17:51
22.3311239s,C,8>13
22.3311239s,C,13>8
22.3311239s,C,8>13
22.3341245s,S,2>12:50
22.3361251s,S,3>8:50
22.3381254s,S,8>9:50
22.3451269s,S,14>12:50
22.3491274s,S,0>1:50
22.3531282s,S,8>3:50
22.3591266s,S,9>5:50
22.3661284s,S,11>4:50
22.3661284s,S,10>14:50
22.3681287s,S,3>7:50
22.3691291s,S,17>13:52
22.3711297s,S,14>13:50
22.3731299s,S,7>5:50
22.3821349s,D,6>17
22.3821349s,C,6>15
22.3821349s,C,6>15
22.3821349s,S,6>17:51
22.3821349s,C,15>6
22.3821349s,C,15>6
22.3861357s,S,8>2:50
22.3951375s,S,16>3:50
22.3981382s,S,2>17:50
22.4051394s,S,13>3:50
22.4081404s,S,11>14:50
22.416142s,S,15>17:50
22.4171421s,S,14>11:50
22.4181423s,S,5>17:51
22.4251438s,S,3>11:50
22.4271443s,S,10>13:50
22.4271443s,S,14>3:50
22.4271443s,S,5>14:50
22.4291446s,S,9>15:50
22.4291446s,S,8>0:50
22.4451476s,S,13>15:50
22.446148s,S,0>5:50
22.4501488s,S,2>0:50
22.4631487s,S,10>6:50
22.4671496s,S,3>13:50
22.4711507s,S,16>12:50
22.4711507s,S,11>16:50
22.4721511s,S,17>6:52
22.4751541s,S,7>17:50
22.4781548s,S,14>8:50
22.5041605s,S,17>5:52
22.5051607s,S,3>16:50
22.5091612s,S,8>7:50
22.5091612s,S,15>7:50
22.5301657s,S,14>1:50
22.5311658s,S,7>10:50
22.5321686s,S,13>17:50
22.5351637s,S,5>13:50
22.546169s,S,11>10:50
22.5501698s,S,2>10:50
22.5531702s,S,10>17:50
22.5581714s,S,16>4:50
22.5631724s,S,6>12:50
22.5681733s,S,13>9:50
22.5801734s,S,3>17:50
22.5841584s,S,0>14:50
22.5871594s,S,7>3:50
22.5891611s,S,11>9:50
22.5901609s,S,13>16:50
22.5921756s,S,5>9:50
22.5971768s,S,10>0:50
22.5981769s,S,14>3:50
22.6031609s,S,2>7:50
22.6141808s,S,15>11:50
22.6151809s,S,11>1:50
22.6171671s,S,5>0:50
22.6251658s,S,3>0:50
22.6371688s,S,16>10:50
22.6421698s,D,12>17
22.6421698s,C,17>9
22.6421698s,C,9>17
22.6421698s,C,17>9
22.6421698s,C,12>15
22.6421698s,C,9>17
22.6421698s,C,12>15
22.6421698s,S,12>17:51
22.6421698s,C,15>12
22.6421698s,C,15>12
22.6431702s,S,7>6:50
22.6601739s,S,14>4:50
22.6621742s,S,13>5:50
22.6631746s,S,11>2:50
22.6651751s,S,5>10:50
22.6671754s,S,6>14:50
22.6721749s,S,2>13:50
22.6881802s,S,10>7:50
22.6921904s,S,17>12:52
22.6971916s,S,0>15:50
22.7072003s,S,15>13:50
22.7131838s,S,16>11:50
22.7142062s,S,11>8:50
22.7162064s,S,3>10:50
22.7182067s,S,2>14:50
22.7202073s,S,14>9:50
22.7452096s,S,13>7:50
22.7452096s,S,12>10:50
22.7462098s,S,10>5:50
22.7462098s,S,11>6:50
22.7492105s,S,7>8:50
22.7521933s,S,5>8:50
22.7551942s,S,5>6:50
22.7591948s,S,3>6:50
22.7681965s,S,16>17:51
22.7681965s,S,14>15:50
22.7791986s,S,6>3:50
22.7892122s,S,16>6:50
22.7892122s,S,2>15:50
22.7942134s,S,15>4:50
22.7962137s,S,7>1:50
22.7982136s,S,13>10:50
22.7982136s,S,12>1:50
22.8292206s,S,5>15:50
22.8332859s,S,10>16:50
22.8353111s,S,13>1:50
22.8412125s,S,11>5:50
22.8412125s,S,0>16:50
22.8532147s,S,3>14:50
22.8552267s,S,17>16:52
22.857217s,S,12>13:50
22.8602168s,S,7>16:50
22.8722303s,S,6>5:50
22.8782317s,S,13>2:50
22.8832347s,S,15>17:51
22.8872338s,S,15>10:50
22.8912246s,S,14>17:50
22.8942423s,S,2>9:50
22.9052446s,S,12>0:50
22.9102292s,S,10>4:50
22.9152468s,S,3>12:50
22.9162469s,S,16>13:50
22.9242322s,S,13>14:50
22.9282321s,S,11>15:50
22.9312542s,S,2>6:50
22.9332544s,S,17>16:51
22.9332544s,S,16>17:50
22.9502581s,S,7>9:50
22.9522555s,S,10>1:50
22.9542592s,S,14>0:50
22.9672618s,S,5>16:50
22.9692597s,S,3>15:50
22.9712626s,S,0>2:50
22.9762428s,S,17>15:52
22.9802451s,S,15>9:50
22.9822652s,S,13>0:50
22.9872454s,S,16>7:50
22.9932476s,S,7>13:50
23.0002691s,S,10>15:50
23.0092503s,S,6>17:50
23.0092503s,S,12>7:50
23.0112517s,S,16>0:50
23.0112517s,S,16>17:52
23.0162726s,D,17>9
23.0162726s,C,17>1
23.0162726s,S,17>9:51
23.0162726s,C,17>1
23.0162726s,C,1>17
23.0162726s,C,1>17
23.0182729s,S,11>7:50
23.0332763s,S,2>8:50
23.0442593s,S,17>2:51
23.0442593s,S,9>17:52
23.0452597s,S,7>11:50
23.059261s,S,15>3:50
23.0622625s,S,3>9:50
23.0662803s,S,14>10:50
23.0672805s,S,13>6:50
23.0712816s,S,17>4:50
23.0742823s,S,0>4:50
23.0762682s,S,11>3:50
23.0762682s,S,12>4:50
23.07927s,S,16>15:50
23.0902715s,S,5>17:50
23.0902715s,S,17>3:50
23.0962731s,S,17>7:51
23.0962731s,S,2>17:52
23.1012735s,S,6>4:50
23.1032746s,S,7>2:50
23.1152818s,S,17>8:50
23.1182824s,S,11>13:50
23.1282758s,S,12>14:50
23.129276s,S,14>13:50
23.1322758s,S,17>6:50
23.137277s,S,16>9:50
23.1512812s,S,15>3:50
23.1512812s,S,15>14:50
23.1562821s,S,11>17:50
23.1562821s,S,17>8:51
23.1562821s,S,7>17:52
23.1562821s,S,17>7:50
23.1562821s,S,13>4:50
23.1672847s,S,0>7:50
23.1722857s,S,7>12:50
23.1762865s,S,5>0:50
23.1862896s,S,17>10:51
23.1862896s,S,8>17:52
23.1882895s,S,14>5:50
23.1922901s,S,6>1:50
23.1922901s,S,13>11:50
23.1992921s,S,16>14:50
23.1992921s,S,12>2:50
23.2042925s,S,16>1:50
23.2132946s,S,17>13:50
23.2132946s,S,17>5:50
23.2172954s,S,17>2:50
23.2222972s,S,17>16:50
23.227299s,S,10>17:52
23.2292987s,S,13>12:50
23.2383184s,S,7>15:50
23.2513212s,S,17>12:50
23.2513212s,S,17>13:51
23.2593059s,S,7>17:51
23.2603072s,S,12>3:50
23.2633278s,S,15>0:50
23.2633278s,S,15>14:50
23.2683287s,S,17>14:50
23.2683287s,S,17>3:50
23.2743093s,S,0>8:50
23.287333s,S,6>2:50
23.2893332s,S,17>6:51
23.2893332s,S,13>17:52
23.2953158s,S,14>16:50
23.2953158s,S,16>5:50
23.2983353s,S,17>15:50
23.2983353s,S,17>9:50
23.3133384s,S,5>6:50
23.3133384s,S,12>6:50
23.315339s,S,17>7:52
23.3273227s,S,17>2:50
23.3273227s,S,17>0:50
23.3293417s,S,17>14:50
23.3293417s,S,17>5:50
23.345325s,S,7>0:50
23.3573269s,S,0>13:50
23.3733483s,S,7>10:50
23.3813529s,S,17>6:50
23.3813529s,S,6>17:52
23.3903338s,S,6>10:50
23.3903338s,S,17>15:51
23.3903338s,S,17>11:50
23.3933377s,S,14>6:50
23.3933377s,S,17>14:50
23.4053581s,S,15>0:50
23.4143601s,S,17>9:50
23.4143601s,S,17>5:50
23.4163604s,S,12>8:50
23.4173608s,S,16>8:50
23.4173608s,S,17>10:50
23.4313638s,S,7>4:50
23.4333641s,S,17>12:50
23.4413637s,S,17>0:50
23.4503678s,S,5>7:50
23.4593692s,S,12>9:50
23.4613507s,S,17>10:50
23.4733532s,S,6>17:51
23.4733532s,S,17>16:50
23.4813718s,S,6>13:50
23.4823725s,S,17>15:50
23.4823725s,S,17>3:51
23.4823725s,S,15>17:52
23.4843728s,S,16>3:50
23.4874567s,S,17>4:50
23.4893562s,S,7>5:50
23.4973581s,S,12>11:50
23.5003591s,S,17>9:50
23.5063804s,S,14>2:50
23.5253635s,S,17>11:51
23.5253635s,S,3>17:52
23.5273655s,S,17>2:50
23.5333862s,S,17>10:50
23.5333862s,S,17>0:50
23.5333862s,S,17>8:50
23.5483894s,S,15>10:50
23.5503896s,S,12>5:50
23.5523875s,S,5>11:50
23.5523875s,S,17>16:50
23.5633925s,S,16>12:50
23.5633925s,S,17>6:52
23.5673936s,S,17>7:50
23.5673936s,S,17>12:51
23.5673936s,S,6>7:50
23.5673936s,S,11>17:52
23.5773744s,S,17>11:50
23.5773744s,S,17>15:50
23.5923781s,S,7>17:50
23.6113847s,S,17>4:50
23.6203838s,S,17>3:50
23.6203838s,S,17>11:50
23.6214054s,S,12>17:52
23.6243849s,S,17>13:50
23.627388s,S,17>0:50
23.6304071s,S,17>16:50
23.6404067s,S,5>12:50
23.6404067s,S,15>9:50
23.6484109s,S,16>4:50
23.6484109s,S,7>1:50
23.6484109s,S,12>16:50
23.6533911s,S,17>8:50
23.6554124s,S,6>13:50
23.6613942s,S,17>3:50
23.6613942s,S,17>6:50
23.6623952s,S,17>14:50
23.6703948s,S,17>11:50
23.6703948s,S,17>15:50
23.6763964s,S,6>9:50
23.6844189s,S,17>7:50
23.6924179s,S,12>17:51
23.7084032s,S,17>16:50
23.7114057s,S,7>16:50
23.7134048s,S,17>12:50
23.7184262s,S,17>10:50
23.7184262s,S,17>0:50
23.7184262s,S,15>8:50
23.7244279s,S,17>5:50
23.7284284s,S,16>10:50
23.7374302s,S,5>14:50
23.7414105s,S,17>13:50
23.7454116s,S,6>2:50
23.7454116s,S,12>17:50
23.7534126s,S,17>6:50
23.7544339s,S,6>11:50
23.7634356s,S,17>11:50
23.7634356s,S,17>15:50
23.7654359s,S,17>4:50
23.7654359s,S,17>12:52
23.7854371s,S,17>16:50
23.7984429s,S,15>2:50
23.8014435s,S,7>9:50
23.8034438s,S,17>3:50
23.8074264s,S,16>11:50
23.8074264s,S,17>8:50
23.8094422s,S,17>10:50
23.8144461s,S,17>9:50
23.8174468s,S,17>12:50
23.8404519s,S,17>7:50
23.841452s,S,17>2:50
23.8444527s,S,5>13:50
23.8444527s,S,17>6:50
23.8444527s,S,7>3:50
23.847434s,S,6>8:50
23.8484324s,S,6>10:50
23.8544329s,S,17>11:50
23.8544329s,S,17>15:50
23.8624565s,S,17>16:50
23.8704581s,S,17>14:50
23.8844608s,S,16>6:50
23.8934433s,S,17>0:50
23.8954438s,S,17>3:50
23.8974429s,S,17>13:50
23.8974429s,S,17>7:50
23.9004644s,S,15>16:50
23.9004644s,S,7>6:50
23.9294497s,S,6>16:50
23.9334714s,S,17>5:50
23.9334714s,S,17>14:50
23.9344718s,S,17>4:50
23.9344718s,S,17>6:50
23.9384726s,S,17>16:50
23.940452s,S,6>8:50
23.9484748s,S,17>11:50
23.9484748s,S,17>15:50
23.955476s,S,17>13:50
23.9774622s,S,17>8:50
23.983482s,S,17>10:50
23.9914816s,S,17>3:50
23.9954654s,S,17>12:50
24.0084665s,S,7>8:50
24.0094672s,S,17>7:50
24.0114692s,S,16>13:50
24.0184872s,S,17>9:50
24.0184872s,S,17>5:50
24.0264712s,S,15>7:50
24.0274728s,S,17>16:50
24.0274728s,S,17>6:50
24.0414737s,S,17>11:50
24.0414737s,S,17>15:50
24.046477s,S,17>4:50
24.046477s,S,17>2:50
24.0544974s,S,6>16:50
24.0544974s,S,6>0:50
24.055477s,S,7>2:50
24.0654997s,S,17>13:50
24.0845011s,S,16>7:50
24.0845011s,S,17>3:50
24.0895753s,S,17>8:50
24.09849s,S,17>0:50
24.1034898s,S,17>12:50
24.1074912s,S,17>9:50
24.1204943s,S,17>6:50
24.1224937s,S,7>13:50
24.1224937s,S,17>8:50
24.1314931s,S,17>13:50
24.1314931s,S,17>15:50
24.133494s,S,17>2:50
24.133494s,S,17>9:50
24.1354942s,S,15>11:50
24.1534978s,S,17>7:50
24.1564987s,S,17>14:50
24.1735033s,S,7>11:50
24.1775035s,S,17>12:50
24.1775035s,S,16>15:50
24.1885062s,S,17>10:50
24.1935247s,S,17>0:50
24.1935247s,S,17>2:50
24.1955182s,S,6>0:50
24.2085211s,S,17>13:50
24.2115218s,S,17>6:50
24.2115218s,S,17>4:50
24.2185315s,S,17>5:50
24.228534s,S,7>0:50
24.2335349s,S,15>5:50
24.2335349s,S,17>11:50
24.2445375s,S,17>12:50
24.2445375s,S,17>14:50
24.2535422s,S,17>8:50
24.2535422s,S,17>4:50
24.2755468s,S,17>3:50
24.2845486s,S,17>7:50
24.2845486s,S,17>10:50
24.2945508s,S,17>8:50
24.2965511s,S,17>4:50
24.3035523s,S,16>1:50
24.3035523s,S,17>6:50
24.3045527s,S,17>9:50
24.3065532s,S,17>5:50
24.3295577s,S,17>2:50
24.3335585s,S,7>12:50
24.3365592s,S,17>4:50
24.3365592s,S,6>7:50
24.3405603s,S,17>13:50
24.3405603s,S,17>7:50
24.3695659s,S,15>17:50
24.3765674s,S,17>12:50
24.3785679s,S,17>8:50
24.3825658s,S,17>0:50
24.3945686s,S,17>16:50
24.4005699s,S,7>15:50
24.4095746s,S,17>7:50
24.4275784s,S,17>14:50
24.4415811s,S,6>9:50
24.4595847s,S,15>13:50
24.4645856s,S,17>13:50
24.4695866s,S,17>15:50
24.4725873s,S,17>10:50
24.4895909s,S,17>5:50
24.5005933s,S,17>12:50
24.5195972s,S,6>11:50
24.5456024s,S,15>4:50
24.5516034s,S,17>14:50
24.5606055s,S,17>11:50
24.5746082s,S,17>9:50
24.6006137s,S,17>2:50
24.6036141s,S,17>3:50
24.6106156s,S,6>17:50
24.6126161s,S,17>5:50
24.6226177s,S,17>15:51
24.6506237s,S,17>0:50
24.6976331s,S,17>9:50
24.7006338s,S,6>4:50
24.7136361s,S,17>12:51
24.7136361s,S,15>17:52
24.7246387s,S,17>2:50
24.7426422s,S,17>10:50
24.7636464s,S,12>17:52
24.7926522s,S,6>12:50
24.8936728s,S,6>14:50
25.0036951s,S,6>3:50
25.0957112s,S,6>5:50
25.233743s,S,6>1:50
