t,c,d
7.5309882s,S,11>13:51
7.5379859s,S,0>7:50
7.5379859s,S,8>15:51
7.5379859s,S,8>5:50
7.5379859s,S,5>8:52
7.5409687s,S,8>11:50
7.5409687s,S,8>14:50
7.5409687s,S,11>1:52
7.5419694s,S,6>3:51
7.5469909s,S,6>10:50
7.5469909s,S,8>9:50
7.5489914s,S,9>3:50
7.5519918s,D,1>12
7.5519918s,S,15>7:50
7.5519918s,S,1>12:51
7.5539716s,S,1>9:50
7.5569723s,S,5>10:50
7.5629736s,S,8>3:50
7.5639946s,S,9>10:50
7.5659951s,S,7>10:50
7.5699748s,S,11>3:51
7.5699748s,S,13>11:52
7.5719962s,S,0>2:50
7.5719962s,S,0>13:50
7.5779806s,S,9>6:50
7.5809983s,S,8>9:50
7.5809983s,S,8>6:50
7.5859781s,S,9>8:50
7.5859781s,S,1>7:50
7.58898s,S,1>11:50
7.5899804s,S,9>3:50
7.5919979s,S,0>10:50
7.5919979s,S,7>11:51
7.5919979s,S,5>7:52
7.5939985s,S,8>12:50
7.5959988s,S,8>7:50
7.5969992s,S,8>3:50
7.5999999s,S,0>9:50
7.601s,S,9>2:50
7.6099842s,S,12>1:52
7.6129843s,S,11>3:50
7.6129843s,S,11>1:51
7.6129843s,S,3>11:52
7.6189865s,D,1>13
7.6189865s,S,1>13:51
7.6209862s,S,0>14:50
7.6219863s,S,8>15:50
7.6219863s,S,15>8:52
7.6240056s,S,7>4:50
7.6280062s,S,8>2:50
7.6340075s,S,6>5:51
7.6340075s,S,3>6:52
7.6350077s,S,8>13:50
7.6370079s,S,1>12:50
7.6370079s,S,9>5:50
7.6390088s,S,6>13:50
7.64401s,S,8>0:50
7.6450101s,S,0>8:50
7.6470104s,S,1>14:50
7.649011s,S,7>12:51
7.649011s,S,11>7:52
7.6540119s,S,9>1:50
7.6540119s,S,9>6:50
7.658013s,S,0>3:50
7.6590131s,S,13>1:52
7.6590131s,S,11>1:50
7.6590131s,S,1>11:52
7.6620138s,S,8>9:50
7.6620138s,S,8>5:50
7.6660146s,S,1>8:50
7.6670151s,D,2>13
7.6670151s,S,2>13:51
7.6700155s,D,11>12
7.6700155s,S,11>12:51
7.6740166s,S,0>4:50
7.6770173s,S,8>3:50
7.6770173s,S,10>12:51
7.6770173s,S,0>11:50
7.6780174s,D,1>6
7.6780174s,S,1>6:51
7.6800179s,D,12>13
7.6800179s,S,7>5:50
7.6800179s,S,12>13:51
7.6840188s,S,9>11:50
7.6940045s,S,1>0:50
7.6960042s,S,5>7:50
7.701006s,S,13>1:51
7.7030075s,S,8>4:50
7.7030075s,S,15>8:50
7.7060076s,S,7>10:50
7.7060076s,S,11>13:50
7.7090077s,S,8>2:50
7.710009s,S,9>12:50
7.7110097s,S,9>13:50
7.7150079s,S,7>15:51
7.7150079s,S,1>11:50
7.7150079s,S,13>2:52
7.7150079s,S,1>14:50
7.7150079s,S,12>7:52
7.7220097s,S,12>11:52
7.7250109s,D,2>11
7.7250109s,S,2>11:51
7.7260114s,S,8>10:50
7.7260114s,S,8>0:50
7.7270115s,S,13>12:52
7.7290106s,S,12>10:52
7.730011s,S,0>13:50
7.7320115s,S,0>15:50
7.7320115s,S,9>1:50
7.7320115s,S,9>0:50
7.7330117s,S,8>1:50
7.7390122s,S,8>15:50
7.7410127s,D,10>14
7.7410127s,S,10>14:51
7.7420137s,S,1>13:52
7.7430139s,S,11>10:50
7.7460143s,S,9>13:50
7.7510149s,S,0>6:50
7.7580161s,S,8>13:50
7.7580161s,S,0>12:51
7.760017s,S,2>13:50
7.760017s,S,1>12:50
7.7620175s,S,7>4:50
7.7640178s,S,9>11:50
7.7660186s,S,0>7:50
7.7660186s,S,9>4:50
7.7690187s,S,8>11:50
7.7720194s,S,11>12:50
7.7720194s,S,12>11:51
7.7730204s,S,13>12:51
7.7730204s,S,6>8:51
7.7730204s,S,5>6:52
7.7730204s,S,12>8:50
7.7760214s,S,11>2:52
7.7770221s,S,6>1:52
7.7790221s,S,10>1:50
7.7820228s,S,7>9:50
7.7850446s,S,11>7:50
7.7850446s,S,8>5:50
7.7890454s,S,1>0:50
7.7890454s,S,1>10:50
7.7910456s,D,2>14
7.7910456s,S,2>14:51
7.7930462s,S,9>7:50
7.7930462s,S,9>13:50
7.7960469s,D,1>15
7.7960469s,S,1>15:51
7.802028s,S,8>6:50
7.802028s,S,14>10:52
7.8070495s,S,8>10:50
7.8070495s,S,2>11:50
7.8070495s,S,8>0:50
7.8090498s,S,9>8:50
7.816051s,S,12>9:50
7.816051s,S,9>4:50
7.816051s,S,1>12:50
7.8180515s,S,7>5:50
7.8200518s,S,13>2:51
7.8200518s,D,10>15
7.8200518s,S,12>13:52
7.8200518s,S,10>15:51
7.8220523s,S,8>4:50
7.8220523s,S,15>7:52
7.8250501s,S,7>3:50
7.8250501s,S,11>12:52
7.8250501s,S,11>0:50
7.8250501s,S,7>9:50
7.8260505s,S,9>2:50
7.8260505s,S,14>2:51
7.8260505s,S,10>5:50
7.8300334s,S,2>9:50
7.8370349s,S,9>10:50
7.8370349s,S,1>8:50
7.839056s,D,12>14
7.839056s,S,12>14:51
7.8410536s,S,11>9:50
7.8410536s,S,8>7:50
7.8450366s,S,9>8:50
7.8530391s,S,12>11:50
7.8560395s,S,8>1:50
7.8560395s,S,6>12:51
7.8620423s,D,3>13
7.8620423s,S,0>12:50
7.8620423s,S,2>0:50
7.8620423s,S,0>13:51
7.8620423s,S,12>0:52
7.8620423s,S,3>13:51
7.8630442s,S,9>2:50
7.8630442s,S,9>5:50
7.8650618s,S,9>3:50
7.8650618s,S,8>15:50
7.8660619s,S,2>6:50
7.8660619s,S,10>9:50
7.8680625s,S,2>13:52
7.8680625s,S,13>3:50
7.8740454s,S,0>2:50
7.8740454s,S,0>8:50
7.8740454s,S,1>13:50
7.8750455s,D,2>12
7.8750455s,S,1>9:50
7.8750455s,S,2>12:51
7.8770472s,S,12>10:50
7.8810653s,D,13>14
7.8810653s,S,13>14:51
7.8830656s,S,7>3:50
7.8830656s,S,7>6:50
7.8830656s,S,8>6:52
7.8830656s,S,8>9:50
7.8850661s,S,1>10:50
7.8850661s,S,1>0:50
7.8880668s,S,8>14:50
7.8920468s,S,9>6:50
7.8920468s,S,8>0:50
7.8920468s,S,8>10:50
7.8930473s,S,15>1:52
7.8950496s,S,0>9:50
7.8960497s,S,10>2:50
7.8960497s,S,8>11:50
7.8990691s,S,14>1:51
7.8990691s,S,14>2:52
7.8990691s,S,2>14:52
7.9010697s,S,8>3:50
7.9050705s,S,13>7:50
7.9050705s,S,13>3:52
7.9080504s,S,1>7:50
7.9110531s,S,15>10:52
7.9130516s,S,12>1:51
7.9130516s,S,14>12:52
7.9140726s,D,3>14
7.9140726s,S,10>4:50
7.9140726s,S,3>14:51
7.917073s,S,11>8:50
7.917073s,S,11>0:50
7.9220739s,S,7>9:50
7.9270552s,S,8>7:50
7.9290569s,S,7>2:50
7.9330765s,S,1>9:50
7.9350771s,S,8>2:50
7.9370565s,S,9>12:50
7.9370565s,S,9>5:50
7.9370565s,S,12>2:52
7.9390779s,S,13>4:51
7.9390779s,S,14>13:52
7.9430579s,S,8>12:50
7.9430579s,S,3>0:50
7.9480799s,S,10>3:50
7.9480799s,S,0>15:51
7.9480799s,S,13>0:52
7.9480799s,S,8>14:50
7.9510803s,S,11>6:50
7.9570794s,S,6>11:51
7.9570794s,S,12>6:52
7.9570794s,S,10>9:50
7.9590799s,S,13>10:50
7.9640832s,S,8>6:50
7.9640832s,S,6>10:50
7.9640832s,S,0>8:50
7.9640832s,S,12>0:50
7.9640832s,S,0>12:50
7.9640832s,S,2>10:50
7.9660835s,S,7>3:50
7.9660835s,S,1>14:52
7.968084s,D,4>14
7.968084s,S,2>8:50
7.968084s,S,4>14:51
7.9700655s,S,9>1:50
7.9700655s,S,1>7:50
7.9720848s,S,12>1:50
7.9720848s,S,0>11:50
7.9720848s,S,1>12:52
7.9720848s,S,2>9:50
7.9740649s,S,8>10:50
7.9770661s,S,14>3:52
7.9770661s,S,4>13:52
7.9770661s,S,13>11:51
7.9780675s,S,0>4:50
7.9780675s,S,8>0:50
7.9820873s,S,1>10:50
7.9820873s,S,1>0:50
7.9840876s,S,12>9:50
7.9860849s,S,8>13:50
7.9860849s,S,10>2:50
7.9880884s,D,3>12
7.9880884s,S,3>12:51
7.9920687s,S,7>8:50
7.9920687s,S,10>11:50
7.9920687s,S,7>6:50
7.99507s,S,7>13:50
7.9960704s,S,13>1:50
7.9990907s,S,2>13:50
7.9990907s,S,14>13:51
8.0020914s,S,8>12:50
8.0020914s,S,8>14:50
8.0020914s,S,10>0:50
8.0040717s,S,9>11:50
8.0070897s,S,8>7:50
8.0080898s,S,11>8:50
8.0110747s,S,9>12:50
8.0110747s,S,2>6:50
8.0140941s,S,8>5:50
8.0140941s,S,11>13:52
8.0170948s,S,2>9:50
8.0220958s,S,12>11:50
8.0290782s,S,1>8:50
8.0300804s,S,12>13:50
8.0310978s,D,13>15
8.0310978s,S,13>15:51
8.0330981s,S,1>11:50
8.0330981s,S,14>4:52
8.0340985s,D,5>11
8.0340985s,S,10>12:50
8.0340985s,S,0>10:50
8.0340985s,S,5>11:51
8.0360794s,S,1>14:50
8.0360794s,S,3>8:50
8.0380993s,S,7>1:50
8.0380993s,S,10>3:50
8.0390998s,S,13>2:50
8.0390998s,S,13>1:50
8.0410789s,S,3>0:50
8.0420796s,S,12>3:52
8.0440802s,D,4>12
8.0440802s,S,11>3:50
8.0440802s,S,11>6:50
8.0440802s,S,4>12:51
8.0481015s,S,2>14:50
8.0481015s,S,2>13:50
8.0481015s,S,0>13:50
8.0481015s,S,9>0:50
8.0481015s,S,7>11:50
8.0501021s,S,6>14:51
8.0540827s,S,13>0:50
8.055103s,S,2>7:50
8.055103s,S,8>12:50
8.055103s,S,8>14:50
8.0571006s,S,14>10:51
8.0571006s,S,13>14:52
8.0571006s,S,6>13:50
8.0591012s,S,8>10:50
8.0671055s,S,0>3:50
8.0671055s,S,12>6:50
8.0671055s,S,0>12:50
8.0690867s,S,3>7:50
8.0711036s,S,0>7:50
8.0751045s,S,12>0:50
8.078089s,S,12>14:50
8.0800946s,S,1>10:50
8.0800946s,S,1>0:50
8.0811058s,S,1>8:50
8.0821063s,S,10>11:50
8.0861071s,S,10>14:50
8.0861071s,S,11>1:50
8.0881073s,S,13>4:50
8.0881073s,S,13>2:50
8.0891078s,D,15>11
8.0891078s,S,15>11:51
8.0911083s,S,8>7:50
8.0911083s,S,8>15:50
8.0911083s,S,15>0:52
8.0951094s,S,4>9:50
8.0951094s,S,12>4:52
8.0971097s,S,7>8:50
8.0971097s,S,10>7:50
8.0971097s,S,8>13:50
8.0971097s,S,7>6:50
8.1031111s,D,4>11
8.1031111s,S,7>14:50
8.1031111s,S,4>11:51
8.1051116s,S,7>0:50
8.1071119s,S,8>12:50
8.1140987s,S,2>8:50
8.1140987s,S,14>8:50
8.1171s,S,1>14:50
8.1171s,S,15>13:52
8.1201001s,S,14>12:51
8.1221009s,S,2>6:50
8.1221009s,S,2>9:50
8.1221009s,S,2>14:50
8.1221009s,S,4>6:50
8.1231014s,S,11>5:52
8.1241015s,S,13>11:50
8.1241015s,S,8>5:50
8.1241015s,S,10>12:50
8.1261009s,S,3>11:50
8.1261009s,S,0>1:50
8.1261009s,S,1>9:50
8.1321014s,S,11>13:50
8.1341025s,S,0>2:50
8.1341025s,S,3>8:50
8.1341025s,S,3>0:50
8.136101s,S,13>3:50
8.136101s,S,11>6:52
8.1401018s,S,13>6:50
8.1421021s,D,5>12
8.1421021s,S,5>12:51
8.1431028s,S,6>13:50
8.1431028s,S,6>2:50
8.1451036s,S,7>1:50
8.1471019s,S,4>12:50
8.1471019s,S,11>4:52
8.1481029s,S,10>8:50
8.1481029s,S,10>14:52
8.149103s,S,8>13:50
8.1501031s,S,12>2:50
8.1551038s,S,2>13:50
8.1551038s,S,10>13:50
8.1591046s,S,0>6:50
8.160105s,S,1>7:50
8.162105s,S,6>15:51
8.162105s,S,14>6:52
8.162105s,S,13>12:50
8.1651063s,D,4>15
8.1651063s,S,14>7:50
8.1651063s,S,4>15:51
8.1671065s,S,11>2:50
8.1681072s,S,3>7:50
8.1681072s,S,3>13:50
8.1701075s,S,12>7:50
8.1711079s,S,13>14:50
8.1761089s,S,12>6:50
8.1781088s,S,0>8:50
8.1781088s,S,1>0:50
8.1781088s,S,1>10:50
8.1791096s,S,7>2:50
8.1811095s,S,15>10:51
8.1811095s,S,10>7:50
8.1811095s,S,11>15:52
8.1841117s,S,1>12:50
8.188111s,S,4>10:50
8.1901116s,S,12>14:52
8.1911126s,S,10>6:50
8.1931123s,S,2>0:50
8.2001358s,S,2>14:50
8.2001358s,S,8>5:50
8.2001358s,S,8>15:50
8.2021363s,D,14>11
8.2021363s,S,14>11:51
8.2051367s,S,7>8:50
8.2051367s,S,3>9:50
8.2051367s,S,13>3:50
8.2071373s,S,7>14:50
8.2081374s,S,13>0:50
8.2081374s,S,5>11:50
8.2091375s,S,10>14:50
8.2101379s,S,12>0:50
8.2121382s,S,7>12:50
8.2151389s,S,4>8:50
8.2181396s,S,11>10:50
8.22114s,S,1>11:50
8.2221401s,S,2>8:50
8.2221401s,S,2>6:50
8.2241407s,S,0>5:50
8.2241407s,S,3>11:50
8.2251408s,S,3>8:50
8.2251408s,S,13>4:50
8.2251408s,S,1>9:50
8.2261412s,S,13>7:50
8.2271413s,S,6>3:50
8.2291416s,S,4>7:50
8.2291416s,S,4>10:50
8.2301417s,S,3>10:50
8.2371432s,S,0>4:50
8.2371432s,S,12>10:50
8.2371432s,S,10>13:50
8.2391438s,S,12>5:52
8.241144s,S,13>15:50
8.241144s,S,1>13:50
8.2421442s,S,14>1:50
8.2421442s,S,14>7:50
8.2441447s,S,6>9:50
8.2441447s,S,6>2:50
8.2451449s,S,4>0:50
8.2461453s,S,7>13:50
8.2511462s,S,7>1:50
8.2561469s,S,1>7:50
8.2561469s,S,15>4:52
8.2561469s,S,3>7:50
8.2581474s,S,11>7:50
8.2581474s,S,0>13:50
8.260148s,D,5>14
8.260148s,S,13>11:50
8.260148s,S,14>12:50
8.260148s,S,5>14:51
8.2621483s,S,11>14:52
8.2661491s,S,3>13:50
8.2671492s,S,1>15:50
8.2701499s,S,3>6:50
8.2701499s,S,10>8:50
8.2721504s,S,10>15:52
8.2721504s,S,15>8:50
8.2751511s,S,1>10:50
8.2771514s,S,7>15:50
8.2781515s,S,13>10:50
8.2781515s,S,12>7:50
8.2801521s,S,8>4:50
8.2801521s,S,8>15:50
8.2821523s,S,10>6:50
8.2821523s,S,10>4:50
8.2821523s,S,7>2:50
8.2841529s,D,14>15
8.2841529s,S,1>6:50
8.2841529s,S,14>15:51
8.2871536s,S,4>13:50
8.2871536s,S,4>7:50
8.2881537s,S,12>1:50
8.2941328s,S,5>12:50
8.2941328s,S,13>6:50
8.2941328s,S,2>0:50
8.2941328s,S,2>10:50
8.295135s,D,15>14
8.295135s,C,15>14
8.295135s,C,14>15
8.295135s,C,14>15
8.295135s,C,15>14
8.295135s,S,15>14:51
8.295135s,C,15>14
8.295135s,C,15>14
8.295135s,C,14>15
8.295135s,C,14>15
8.2971555s,S,7>11:50
8.2971555s,S,13>12:50
8.3001562s,S,0>9:50
8.3011563s,S,10>7:50
8.3031568s,S,3>9:50
8.3031568s,S,6>15:50
8.3031568s,S,15>6:52
8.3111585s,S,3>11:50
8.3111585s,S,12>6:50
8.3121586s,S,7>14:50
8.3131587s,S,8>1:50
8.3141589s,S,11>9:50
8.3151593s,S,13>8:50
8.3161594s,S,1>11:50
8.3181597s,S,6>5:50
8.3201602s,S,14>1:50
8.3211604s,S,1>9:50
8.3221605s,S,2>8:50
8.3221605s,S,6>11:50
8.3241608s,S,4>14:50
8.3241608s,S,10>1:50
8.3241608s,S,14>8:50
8.3301595s,S,3>10:50
8.3301595s,S,0>7:50
8.3311596s,S,14>11:50
8.3311596s,S,14>12:50
8.3351607s,S,5>9:50
8.337161s,D,15>12
8.337161s,S,15>12:51
8.3421449s,S,13>9:50
8.3421449s,S,13>8:50
8.3441654s,S,13>3:50
8.3441654s,S,4>7:50
8.3441654s,S,12>8:50
8.3441654s,S,6>10:50
8.3441654s,S,4>13:50
8.3441654s,S,12>13:50
8.3461657s,S,2>7:50
8.3481662s,S,7>13:50
8.3481662s,S,4>10:50
8.3511669s,S,8>11:50
8.3521671s,S,15>1:50
8.3531672s,S,1>7:50
8.3541676s,S,3>13:50
8.3551677s,S,7>0:50
8.3581684s,S,10>13:50
8.3591686s,S,0>5:50
8.3591686s,S,0>14:50
8.3621692s,S,13>4:50
8.3621692s,S,3>14:50
8.3641695s,S,2>11:50
8.3641695s,S,15>13:50
8.3651696s,S,1>8:50
8.3671702s,S,13>9:50
8.3671702s,S,14>5:52
8.3701706s,S,3>6:50
8.371171s,S,10>5:50
8.3721711s,S,10>0:50
8.376172s,S,0>11:50
8.3771721s,S,14>7:50
8.3791726s,S,13>15:50
8.382173s,S,13>8:50
8.382173s,S,8>6:50
8.3831735s,D,5>13
8.3831735s,S,5>13:51
8.3851737s,S,7>10:50
8.3851737s,S,4>14:50
8.3851737s,S,4>12:50
8.3851737s,S,12>2:50
8.387174s,S,13>7:50
8.3891745s,S,7>2:50
8.3891745s,S,3>9:50
8.3891745s,S,5>0:50
8.3941755s,S,14>8:50
8.3941755s,S,10>6:50
8.3941755s,S,2>10:50
8.3981763s,S,7>11:50
8.3991764s,S,4>13:50
8.3991764s,S,13>11:50
8.3991764s,S,4>7:50
8.401177s,S,1>14:50
8.4021771s,S,14>0:50
8.4021771s,S,14>12:50
8.4071784s,S,5>10:50
8.4071784s,S,13>9:50
8.4111789s,S,12>7:50
8.4131794s,S,1>11:50
8.4141796s,S,3>10:50
8.4151797s,S,2>11:50
8.4151797s,S,2>12:50
8.4341836s,S,6>8:50
8.4351838s,S,13>12:50
8.4371843s,S,13>10:50
8.4371843s,S,4>0:50
8.4371843s,S,12>15:52
8.4411848s,S,7>4:50
8.4431854s,S,6>15:50
8.4431854s,S,6>11:50
8.4441855s,S,2>7:50
8.445186s,S,4>11:50
8.445186s,S,12>10:50
8.445186s,S,4>14:50
8.4491865s,S,15>1:51
8.4501869s,S,15>4:50
8.4501869s,S,15>13:50
8.4521872s,S,14>1:50
8.4521872s,S,14>7:50
8.4541877s,S,7>13:50
8.4541877s,S,4>13:50
8.4551879s,S,6>4:50
8.4571881s,S,10>15:50
8.4591887s,S,1>15:50
8.4601888s,S,7>12:50
8.4601888s,S,7>0:50
8.4621894s,S,3>14:50
8.4621894s,S,3>6:50
8.4621894s,S,8>9:50
8.4631895s,S,10>1:50
8.4631895s,S,13>5:52
8.4641896s,S,13>8:50
8.4661902s,S,0>11:50
8.4681904s,S,1>12:50
8.4701907s,S,0>15:50
8.4721912s,S,13>1:50
8.4721912s,S,14>11:50
8.4721912s,S,5>9:50
8.4751919s,S,2>0:50
8.4761921s,S,12>8:50
8.4771922s,S,8>3:50
8.4801929s,S,13>0:50
8.4841937s,S,10>0:50
8.4911949s,S,13>9:50
8.4911949s,D,5>15
8.4911949s,S,5>15:51
8.4931955s,S,5>8:50
8.495196s,S,12>1:50
8.495196s,S,0>14:50
8.4971963s,S,7>5:50
8.5041978s,S,7>11:50
8.5071982s,S,8>2:50
8.5071982s,S,4>12:50
8.5071982s,S,4>14:50
8.5091987s,S,10>5:50
8.5101989s,S,2>11:50
8.5111993s,S,13>7:50
8.5131995s,S,13>2:50
8.5131995s,S,14>6:50
8.5141997s,S,6>0:50
8.5141997s,S,6>8:50
8.5172004s,S,14>12:50
8.5172004s,S,12>9:50
8.5242016s,S,3>12:50
8.5242016s,S,1>13:50
8.5262021s,S,7>15:50
8.5272022s,D,9>14
8.5272022s,S,9>14:51
8.5282027s,S,14>1:50
8.5292028s,S,4>9:50
8.5292028s,S,4>0:50
8.5332036s,S,14>8:50
8.5372041s,S,15>6:50
8.5432058s,S,5>10:50
8.5432058s,S,5>9:50
8.5432058s,S,15>8:50
8.5432058s,S,15>4:50
8.5452058s,S,15>13:51
8.5472063s,S,6>12:50
8.5472063s,S,10>14:50
8.5522076s,S,3>14:50
8.5522076s,S,12>13:50
8.5522076s,S,12>11:50
8.5542078s,S,1>8:50
8.5542078s,S,1>15:52
8.5572082s,S,4>10:50
8.5572082s,S,4>6:50
8.5572082s,S,0>12:50
8.5602089s,S,13>14:50
8.5612093s,S,13>10:50
8.5612093s,S,2>12:50
8.5652099s,S,13>6:50
8.5652099s,S,1>6:50
8.5662103s,S,7>12:50
8.5662103s,S,7>0:50
8.5702108s,S,5>14:50
8.5702108s,S,4>12:50
8.5742116s,S,14>9:52
8.575212s,S,2>10:50
8.5841939s,S,6>15:50
8.588212s,S,14>11:50
8.5892127s,D,9>15
8.5892127s,S,9>15:51
8.5912133s,S,1>14:50
8.5932138s,S,14>2:50
8.5952135s,S,6>8:50
8.5952135s,S,10>4:50
8.597214s,S,7>9:50
8.5982142s,S,13>1:50
8.5982142s,S,12>14:50
8.6101984s,S,10>8:50
8.6111989s,S,0>2:50
8.6111989s,S,0>15:50
8.6142001s,S,3>12:50
8.6161998s,S,5>9:50
8.6192005s,S,13>0:50
8.6202015s,S,4>9:50
8.6222196s,S,4>0:50
8.6242202s,S,15>1:50
8.6242202s,S,14>10:50
8.6242202s,S,14>6:50
8.6262205s,S,15>5:52
8.6292211s,S,2>7:50
8.6312217s,S,5>10:50
8.6312217s,S,5>8:50
8.6322218s,S,7>10:50
8.6322218s,S,7>15:50
8.6342224s,S,15>0:50
8.6342224s,S,13>15:52
8.6372084s,S,10>15:50
8.6382232s,S,7>3:50
8.6402238s,S,13>2:50
8.6402238s,S,10>9:50
8.6482251s,S,4>8:50
8.6482251s,S,4>6:50
8.6502257s,S,6>14:50
8.6502257s,S,14>0:50
8.6582109s,S,6>0:50
8.6582109s,S,6>7:50
8.6602117s,S,1>12:50
8.6602117s,S,0>3:50
8.6662107s,S,14>13:50
8.6672118s,S,9>15:50
8.6672118s,S,15>9:52
8.6682119s,S,10>2:50
8.676215s,S,7>12:50
8.6782161s,S,15>7:50
8.6802155s,S,5>0:50
8.6802155s,S,4>11:50
8.6872176s,S,13>14:50
8.6882186s,S,14>2:50
8.6892187s,S,7>4:50
8.694217s,S,7>6:50
8.7062198s,S,13>6:50
8.7122209s,S,0>4:50
8.7132213s,S,4>9:50
8.7172221s,S,5>8:50
8.7172221s,S,1>13:50
8.7172221s,S,5>10:50
8.7192229s,S,10>3:50
8.7222233s,S,11>14:51
8.7222233s,S,14>3:50
8.7222233s,S,15>8:50
8.7222233s,S,4>15:50
8.7252234s,S,6>8:50
8.7352268s,S,14>10:50
8.7422274s,S,7>15:50
8.7422274s,S,4>6:50
8.7422274s,S,4>8:50
8.7432284s,S,9>5:50
8.7452281s,S,7>5:50
8.7512295s,S,0>6:50
8.75323s,S,0>1:50
8.7592317s,S,1>6:50
8.7592317s,S,14>13:50
8.7592317s,S,10>11:50
8.7622321s,S,6>1:50
8.7652337s,S,6>9:50
8.7652337s,S,5>15:50
8.7772367s,S,15>6:50
8.7822376s,S,11>15:51
8.7822376s,S,14>11:52
8.7842593s,S,15>10:50
8.7842593s,S,14>4:50
8.7842593s,S,15>7:50
8.7932611s,S,5>6:50
8.7932611s,S,13>4:50
8.7962617s,S,14>10:50
8.7962617s,S,14>2:50
8.798262s,S,6>7:50
8.798262s,S,6>0:50
8.8002626s,S,10>12:50
8.8002626s,S,7>8:50
8.8032632s,S,15>1:50
8.8042634s,S,5>8:50
8.8052635s,S,0>7:50
8.8142653s,S,14>3:50
8.8162658s,S,9>15:50
8.8162658s,S,9>5:50
8.8162658s,S,5>0:50
8.8222669s,S,7>11:51
8.8282683s,S,13>11:50
8.8322691s,S,4>8:50
8.8412706s,S,6>11:50
8.8442715s,S,14>0:50
8.8442715s,S,11>8:50
8.8472719s,S,7>1:50
8.8492725s,S,0>4:50
8.8572542s,S,14>13:50
8.8582745s,S,6>13:50
8.8632755s,S,4>11:50
8.8642756s,S,13>12:50
8.8742775s,S,14>4:50
8.8742775s,S,11>4:51
8.8742775s,S,15>11:52
8.8762781s,S,11>6:50
8.8782786s,S,7>15:51
8.8782786s,S,11>7:52
8.8872801s,S,9>7:50
8.8892806s,S,15>10:50
8.8912809s,S,0>9:50
8.8922813s,S,9>6:50
8.8982824s,S,15>13:50
8.9012831s,S,5>9:50
8.9012831s,S,5>15:50
8.9032834s,S,4>15:50
8.9052839s,S,6>9:50
8.9082846s,S,7>14:50
8.9102849s,S,0>8:50
8.9142857s,S,14>13:50
8.9142857s,S,14>3:50
8.9152861s,S,11>5:51
8.9152861s,S,4>11:52
8.9172864s,S,15>7:50
8.9282887s,S,9>3:50
8.9282887s,S,5>7:50
8.9282887s,S,5>6:50
8.9322892s,S,6>15:50
8.9392907s,S,0>7:50
8.9412716s,S,6>7:50
8.9412716s,S,6>0:50
8.9432915s,S,6>2:50
8.9542938s,S,14>6:50
8.9572942s,D,2>15
8.9572942s,S,2>15:51
8.9642957s,S,15>11:50
8.9642957s,S,11>7:50
8.9682965s,S,9>1:50
8.9682965s,S,9>6:50
8.9682965s,S,0>10:50
8.9712972s,S,5>10:50
8.9722974s,S,12>2:51
8.975298s,S,14>4:50
8.975298s,S,14>3:50
8.9802963s,S,6>11:50
8.9832973s,S,15>4:50
8.9912987s,S,0>13:50
9.000301s,S,9>4:50
9.000301s,S,11>5:50
9.000301s,S,11>2:51
9.000301s,S,5>11:52
9.0213085s,S,11>3:50
9.0243088s,S,15>10:50
9.0243088s,S,15>7:52
9.0263094s,S,9>7:50
9.034311s,S,12>3:51
9.034311s,S,2>12:52
9.0373114s,S,5>0:50
9.0373114s,S,14>4:50
9.0373114s,S,14>5:50
9.0443129s,S,6>10:50
9.0453131s,S,9>1:50
9.0453131s,S,0>8:50
9.0463135s,S,6>14:50
9.0513144s,S,2>11:52
9.0563154s,S,15>12:50
9.0563154s,S,5>8:50
9.0563154s,S,15>11:50
9.0603162s,D,3>15
9.0603162s,S,0>15:50
9.0603162s,S,3>15:51
9.0623164s,S,11>13:50
9.0623164s,S,15>2:52
9.064317s,S,5>7:50
9.064317s,S,5>6:50
9.0653171s,S,14>10:50
9.0663176s,S,9>3:50
9.0733015s,S,6>4:50
9.0733015s,S,6>5:50
9.0773023s,S,0>3:50
9.0773023s,S,9>4:50
9.0863041s,S,12>5:51
9.0863041s,S,11>15:50
9.0863041s,S,3>12:52
9.0863041s,S,6>7:50
9.0923054s,S,9>12:50
9.100305s,S,14>0:50
9.100305s,S,11>0:50
9.1023155s,S,9>8:50
9.1173072s,S,13>3:51
9.1213083s,S,9>2:50
9.1283095s,S,0>13:50
9.1303101s,S,9>0:50
9.1343112s,S,5>11:50
9.1353122s,S,6>11:50
9.1463148s,S,14>6:50
9.1503142s,S,15>11:50
9.1523147s,S,15>3:52
9.1533149s,S,13>5:51
9.1533149s,S,3>13:52
9.157316s,S,15>12:50
9.157316s,S,9>12:50
9.157316s,S,15>5:50
9.1593165s,S,6>3:50
9.1653173s,S,2>9:50
9.166318s,S,6>12:50
9.1683183s,S,0>6:50
9.1793206s,S,11>7:50
9.184323s,S,12>4:51
9.184323s,S,5>12:52
9.1943243s,S,11>12:50
9.1943243s,S,6>9:50
9.2023263s,S,5>6:50
9.2023263s,S,2>6:50
9.2023263s,S,5>7:50
9.203327s,S,0>1:50
9.2073366s,S,9>8:50
9.2073366s,S,9>0:50
9.2083367s,S,6>4:50
9.2153485s,S,0>2:50
9.2203494s,S,5>11:50
9.2243505s,S,9>2:50
9.2253507s,S,6>15:50
9.2343553s,S,5>13:52
9.2363348s,S,12>15:51
9.2363348s,S,4>12:52
9.2383562s,S,11>3:50
9.2443572s,S,3>8:50
