t,c,d
8.0460347s,S,3>10:51
8.0470345s,S,11>7:50
8.0480347s,S,1>11:50
8.0480347s,S,11>8:50
8.0490354s,S,2>14:50
8.0510447s,S,1>9:50
8.0510447s,S,9>1:52
8.0550455s,S,11>4:50
8.0550455s,S,3>8:50
8.0550455s,S,1>12:50
8.056046s,S,8>7:50
8.0601617s,S,8>9:50
8.0601617s,S,12>14:50
8.062038s,S,11>9:50
8.065048s,S,11>12:50
8.065048s,S,4>10:50
8.065048s,S,4>0:50
8.065048s,S,5>13:50
8.065048s,S,13>5:52
8.065048s,S,8>12:50
8.065048s,S,8>14:50
8.0660482s,S,5>12:50
8.0660482s,S,0>10:50
8.0690488s,S,0>5:50
8.0690488s,D,1>6:18000000
8.0690488s,S,12>11:50
8.0690488s,S,4>15:50
8.0690488s,S,1>6:51
8.0720504s,S,0>4:50
8.0740407s,S,12>7:50
8.0740407s,S,12>2:50
8.076041s,S,1>7:50
8.0800429s,S,6>15:50
8.0800429s,S,15>6:52
8.0800429s,S,6>4:51
8.0810428s,S,10>12:51
8.0820517s,D,5>8:15000000
8.0820517s,S,12>10:50
8.0820517s,S,0>1:50
8.0820517s,S,5>8:51
8.0862442s,S,11>15:50
8.0862442s,S,15>11:52
8.0862442s,S,13>11:50
8.0862442s,S,13>0:50
8.0882207s,S,3>8:50
8.0882207s,S,3>10:50
8.0882207s,S,10>3:52
8.0902222s,S,11>1:50
8.0902222s,S,11>9:50
8.0902222s,S,7>10:51
8.0930446s,S,8>11:50
8.0930446s,S,15>13:52
8.0940456s,S,0>14:51
8.0950458s,S,1>0:50
8.0950458s,S,1>8:50
8.1020564s,S,8>6:50
8.1040472s,D,13>14:11000000
8.1040472s,S,13>14:51
8.1040472s,S,11>12:50
8.1040472s,S,11>0:50
8.1050474s,S,2>0:50
8.1070479s,S,2>11:50
8.1070479s,S,9>6:51
8.1070479s,S,15>9:52
8.1070479s,S,2>15:50
8.1070479s,D,3>15:18000000
8.1070479s,S,3>15:51
8.1070479s,S,8>4:50
8.1080483s,S,1>9:50
8.1080483s,S,13>7:50
8.1100486s,S,8>15:50
8.1120503s,S,4>8:50
8.11605s,S,13>8:50
8.1180502s,S,11>3:50
8.1180502s,S,11>1:50
8.1180502s,S,8>12:50
8.1180502s,S,8>14:50
8.1210512s,S,2>14:50
8.1210512s,S,5>14:50
8.1230515s,S,2>6:50
8.1260521s,S,15>14:50
8.1270532s,S,1>11:50
8.1310546s,S,3>6:50
8.1310546s,S,6>11:50
8.1310546s,S,3>10:50
8.1310546s,S,3>11:50
8.1340544s,S,10>8:51
8.1340544s,S,12>6:50
8.1340544s,S,12>0:50
8.1340544s,S,12>10:52
8.1340544s,S,1>15:50
8.1410564s,S,11>14:50
8.1410564s,S,13>12:50
8.1420563s,S,8>9:50
8.1420563s,S,12>14:50
8.1420563s,S,12>7:50
8.1430561s,S,2>12:50
8.1440574s,S,11>10:50
8.1440574s,S,11>3:50
8.1480571s,S,5>0:50
8.1480571s,S,4>11:50
8.1480571s,S,5>10:50
8.1480571s,S,10>7:52
8.1480571s,S,7>2:51
8.1520579s,S,1>7:50
8.1560596s,S,3>9:50
8.1580598s,S,8>5:52
8.15906s,S,13>9:50
8.15906s,S,8>1:50
8.1610605s,S,14>13:52
8.1620606s,S,6>1:52
8.1640615s,S,11>15:50
8.1640615s,S,11>2:50
8.1640615s,S,15>11:50
8.1650616s,S,10>4:51
8.1650616s,S,4>0:50
8.1650616s,S,4>15:50
8.1650616s,S,4>8:50
8.1650616s,S,8>10:52
8.1690624s,S,8>12:50
8.1690624s,D,1>13:7000000
8.1690624s,S,1>13:51
8.1700629s,S,11>4:50
8.1700629s,S,11>10:50
8.1720634s,D,5>11:14000000
8.1720634s,S,8>13:50
8.1720634s,S,5>11:51
8.1740631s,S,13>11:50
8.1740631s,S,13>0:52
8.1750635s,S,4>6:52
8.1750635s,S,0>4:50
8.1780642s,S,13>10:50
8.1790646s,S,11>9:50
8.1840659s,S,10>8:50
8.1850669s,S,1>10:50
8.1850669s,S,1>0:50
8.1870662s,S,0>15:50
8.1890662s,S,8>4:50
8.1890662s,S,8>1:50
8.1910668s,S,8>0:50
8.1950679s,S,13>6:50
8.1950679s,S,10>11:50
8.196068s,S,3>12:50
8.1970681s,D,6>14:22000000
8.1970681s,S,6>14:51
8.1980686s,S,15>3:52
8.1980686s,S,9>14:50
8.1980686s,S,6>9:52
8.1980686s,S,8>10:50
8.1980686s,S,9>12:51
8.199069s,S,11>12:50
8.2010695s,S,11>8:50
8.2010695s,S,11>4:50
8.2020705s,S,4>11:50
8.2030707s,S,7>8:50
8.2050698s,S,0>14:50
8.2050698s,S,14>0:52
8.2050698s,S,13>1:52
8.2060705s,S,14>5:51
8.2060705s,S,6>13:50
8.2060705s,S,11>6:50
8.2060705s,D,3>13:7000000
8.2060705s,S,11>9:50
8.2060705s,S,3>13:51
8.2070709s,S,2>11:50
8.2070709s,S,0>6:50
8.2070709s,S,12>4:50
8.2070709s,S,2>0:50
8.2110714s,S,10>5:51
8.2110714s,S,4>10:52
8.2120721s,S,12>9:50
8.2140721s,S,13>12:50
8.2140721s,S,13>10:50
8.2140721s,S,2>7:52
8.2140721s,S,7>1:51
8.2140721s,S,10>14:50
8.2170731s,D,1>14:12000000
8.2170731s,S,13>14:50
8.2170731s,S,1>14:51
8.2210739s,S,8>11:50
8.2210739s,S,3>14:50
8.2210739s,S,3>6:50
8.2210739s,S,6>11:50
8.2240746s,S,2>13:50
8.2240746s,S,1>15:50
8.2240746s,S,2>6:50
8.2240746s,S,8>4:50
8.2270753s,S,1>8:50
8.2330769s,S,4>7:50
8.2330769s,S,11>13:50
8.2330769s,S,11>8:50
8.2350769s,S,5>14:50
8.2350769s,S,12>0:50
8.2350769s,S,11>0:50
8.2360776s,S,15>0:50
8.2360776s,S,5>10:50
8.2360776s,S,8>14:50
8.2400793s,S,15>14:50
8.2400793s,S,11>15:50
8.2430785s,S,2>12:50
8.2430785s,S,13>3:52
8.2450791s,S,11>5:52
8.2480798s,S,3>15:50
8.2480798s,S,9>4:51
8.2490805s,S,7>11:50
8.2500806s,S,11>12:50
8.253081s,S,1>12:50
8.2560814s,S,11>3:50
8.2580825s,S,1>11:50
8.2590826s,S,8>9:50
8.2600828s,S,4>0:50
8.2600828s,S,13>0:50
8.2600828s,S,4>15:50
8.2600828s,S,9>13:50
8.2600828s,S,0>11:50
8.2610829s,S,13>2:50
8.2630832s,S,12>14:50
8.2630832s,S,12>4:50
8.2630832s,S,12>9:52
8.2630832s,S,12>3:50
8.2650849s,D,5>7:20000000
8.2650849s,S,5>7:51
8.2700853s,S,7>4:51
8.2700853s,S,1>7:52
8.2720855s,S,0>5:50
8.2720855s,S,4>6:50
8.2720855s,S,8>7:50
8.2720855s,S,8>0:50
8.2760875s,S,10>12:50
8.2760875s,S,1>0:50
8.2760875s,S,1>10:50
8.2780878s,S,14>1:52
8.281087s,S,13>8:50
8.281087s,S,13>6:50
8.2820874s,S,3>7:50
8.2820874s,S,11>6:50
8.2830881s,S,11>10:50
8.2830881s,S,5>9:50
8.2830881s,S,5>0:50
8.2880888s,S,8>12:50
8.2890892s,S,6>9:50
8.2890892s,S,7>3:50
8.2890892s,S,9>15:50
8.2900893s,S,8>13:50
8.2900893s,S,3>10:50
8.2930897s,S,6>12:50
8.2940901s,S,9>10:51
8.2940901s,S,4>12:50
8.2940901s,S,4>9:52
8.2980921s,S,10>5:50
8.2980921s,S,6>13:50
8.2980921s,S,10>1:51
8.3030922s,S,1>14:50
8.3050936s,S,2>7:50
8.3050936s,S,2>12:50
8.3060929s,S,13>5:50
8.3070933s,S,6>11:51
8.3070933s,S,2>9:50
8.3070933s,S,14>6:52
8.3080937s,S,11>8:50
8.3120939s,S,11>9:50
8.3120939s,S,11>0:50
8.3130944s,S,3>14:50
8.3130944s,S,9>4:50
8.3130944s,S,3>6:50
8.316095s,S,8>15:50
8.316095s,S,1>12:50
8.316095s,S,0>8:50
8.316095s,S,0>14:50
8.316095s,S,5>12:50
8.3170958s,S,8>6:50
8.3180959s,S,1>8:50
8.3180959s,S,11>15:50
8.3180959s,S,12>6:50
8.3180959s,S,11>2:50
8.321098s,S,5>10:52
8.3250986s,S,2>13:50
8.3270979s,S,1>7:50
8.3270979s,S,10>15:50
8.3280984s,S,0>2:50
8.3290988s,S,8>4:50
8.3311037s,S,7>12:51
8.3311037s,S,4>7:52
8.3330993s,S,3>13:50
8.3361s,S,0>13:50
8.3361s,S,9>8:51
8.3361s,S,10>9:52
8.3361s,S,9>10:50
8.337101s,S,12>8:50
8.337101s,S,12>0:50
8.3391007s,S,3>11:50
8.3391007s,S,3>0:50
8.3391007s,S,11>1:50
8.3401011s,S,1>10:50
8.3411015s,S,5>14:52
8.3411015s,S,10>3:51
8.3461019s,S,7>14:50
8.3471023s,S,13>11:50
8.3471023s,S,13>0:50
8.3491023s,S,1>11:50
8.3511028s,S,15>9:50
8.3541032s,S,8>7:50
8.3541032s,S,11>7:50
8.3551042s,S,4>15:50
8.3551042s,S,4>8:50
8.3571142s,S,2>14:50
8.3581143s,S,11>6:50
8.361115s,S,9>1:50
8.3651158s,S,8>9:50
8.3671078s,S,7>5:52
8.3671078s,S,3>9:50
8.3671078s,S,11>3:50
8.3681074s,S,4>6:50
8.3691084s,S,13>6:50
8.3691084s,S,1>8:50
8.3691084s,S,1>0:50
8.3691084s,S,9>13:51
8.3711089s,S,2>6:50
8.3711089s,S,2>7:50
8.3741096s,S,3>7:50
8.3771185s,S,15>7:50
8.3801104s,S,9>7:50
8.3801104s,S,9>6:50
8.3801104s,S,9>5:50
8.3821101s,S,1>9:50
8.3821101s,S,1>10:52
8.3821101s,S,3>10:52
8.3841109s,S,6>8:50
8.3841109s,S,6>13:51
8.3841109s,S,1>15:50
8.3841109s,S,1>7:50
8.3841109s,S,6>11:50
8.3841109s,S,10>14:50
8.387121s,S,13>7:50
8.387121s,S,13>5:50
8.3951132s,S,4>11:50
8.3951132s,D,5>15:27000000
8.3951132s,S,6>2:50
8.3951132s,S,11>10:50
8.3951132s,S,5>15:51
8.3961228s,S,8>13:50
8.3961228s,S,8>9:52
8.3981142s,S,7>13:51
8.3981142s,S,8>3:50
8.3981142s,S,11>2:50
8.3981142s,S,11>1:50
8.3981142s,S,12>7:52
8.3981142s,S,0>9:50
8.3981142s,S,0>8:50
8.4001142s,S,8>1:50
8.4001142s,S,8>6:50
8.4011143s,S,1>11:50
8.4051151s,S,9>0:50
8.4051151s,S,13>9:52
8.4061153s,S,3>6:50
8.4061153s,S,3>8:50
8.4081173s,S,5>10:50
8.4081173s,S,3>12:50
8.4101175s,S,0>6:50
8.4131176s,S,5>8:50
8.4131176s,S,5>12:50
8.4181183s,S,14>6:51
8.4181183s,S,6>4:50
8.4201186s,S,12>5:50
8.4201186s,S,12>6:50
8.4201186s,S,5>9:50
8.4201186s,S,10>6:50
8.421119s,S,11>4:50
8.4231192s,S,7>4:50
8.4231192s,S,1>6:50
8.4271203s,S,4>7:50
8.4281219s,S,9>12:50
8.4281219s,S,8>0:50
8.4301222s,S,0>11:50
8.4301222s,S,0>2:50
8.4301222s,S,2>15:50
8.4301222s,S,3>11:50
8.4321216s,S,3>14:50
8.4351217s,S,13>11:50
8.4351217s,S,11>0:50
8.4351217s,S,9>8:50
8.4351217s,S,11>6:52
8.4351217s,S,11>7:50
8.4351217s,S,13>0:50
8.4381229s,S,2>0:50
8.4381229s,S,12>4:50
8.4381229s,S,3>10:50
8.4381229s,S,2>7:50
8.4401235s,S,1>7:50
8.4431239s,S,13>9:50
8.4431239s,S,15>10:50
8.4431239s,S,9>2:50
8.4471253s,S,10>12:50
8.4481251s,S,5>14:50
8.4491255s,S,7>3:51
8.4491255s,S,13>7:52
8.4531267s,S,11>8:50
8.4531267s,S,11>4:50
8.4571278s,S,13>12:50
8.4591274s,S,3>9:50
8.4591274s,S,3>0:50
8.4611277s,S,1>8:50
8.4611277s,S,1>0:50
8.4641287s,S,6>9:50
8.4651291s,S,4>10:50
8.4651291s,S,4>6:50
8.4681298s,S,9>3:50
8.4681298s,S,5>0:50
8.4681298s,S,13>15:50
8.4701303s,S,6>13:50
8.4701303s,S,6>10:51
8.4701303s,S,13>6:52
8.4741317s,S,1>15:50
8.4741317s,S,1>12:50
8.4771321s,S,11>13:50
8.4781328s,S,3>13:50
8.4781328s,S,0>8:50
8.479133s,S,13>10:50
8.479133s,S,9>12:50
8.4801331s,S,8>1:50
8.485134s,S,15>9:50
8.485134s,S,7>2:50
8.485134s,S,7>4:50
8.485134s,S,11>12:50
8.4901344s,S,15>13:51
8.4901344s,S,0>10:50
8.4901344s,S,0>9:50
8.4901344s,S,5>7:50
8.4921355s,S,1>11:50
8.4921355s,S,3>7:50
8.4941352s,S,9>11:50
8.4941352s,S,9>2:50
8.4961364s,S,9>5:50
8.4971368s,S,3>8:50
8.4971368s,S,6>8:50
8.5001378s,S,10>8:50
8.5001378s,S,13>7:50
8.5001378s,S,7>13:50
8.5031387s,S,13>2:50
8.5031387s,S,3>12:50
8.505139s,S,0>13:50
8.505139s,S,7>11:51
8.5071395s,S,5>10:50
8.5101396s,S,5>13:50
8.5101396s,S,4>9:50
8.5101396s,S,8>7:50
8.5101396s,S,11>15:50
8.5101396s,S,8>11:50
8.5101396s,S,10>7:50
8.5101396s,S,11>6:50
8.5101396s,S,6>0:50
8.5121399s,S,9>0:50
8.5141408s,S,1>13:50
8.5141408s,S,3>15:50
8.5161404s,S,12>8:50
8.5161404s,S,13>12:50
8.5191414s,S,1>7:50
8.521142s,S,13>11:50
8.521142s,S,9>14:50
8.521142s,S,11>14:50
8.5241429s,S,12>5:50
8.5241429s,S,12>6:50
8.5261426s,S,8>15:50
8.530144s,S,0>4:50
8.530144s,S,2>11:50
8.530144s,S,10>6:50
8.5311447s,S,9>12:50
8.5311447s,S,14>11:51
8.5311447s,S,6>14:52
8.5311447s,S,15>5:52
8.5341451s,S,15>4:50
8.541146s,S,2>9:50
8.541146s,S,2>0:50
8.544147s,S,9>11:50
8.544147s,S,9>2:50
8.5451477s,S,11>7:52
8.5481481s,S,3>6:50
8.5481481s,S,13>5:50
8.5481481s,S,3>7:52
8.5521486s,S,7>2:50
8.5521486s,S,1>9:50
8.5521486s,S,7>6:50
8.5521486s,S,1>0:50
8.5521486s,S,7>13:50
8.5551499s,S,5>12:50
8.5551499s,S,3>0:50
8.5551499s,S,5>14:50
8.5551499s,S,6>7:50
8.55615s,S,13>1:50
8.55615s,S,8>6:50
8.55615s,S,6>4:50
8.55615s,S,6>12:50
8.5591498s,D,5>6:27000000
8.5591498s,S,12>1:50
8.5591498s,S,0>8:50
8.5591498s,S,5>6:51
8.5621505s,S,13>2:50
8.5621505s,S,13>12:50
8.5621505s,S,4>6:50
8.5652602s,S,1>15:50
8.5672614s,S,10>13:50
8.5672614s,S,11>9:50
8.5761544s,S,13>15:52
8.5781546s,S,6>3:50
8.5781546s,S,6>8:50
8.5781546s,S,11>14:52
8.5781546s,S,14>2:51
8.5811553s,S,9>13:50
8.5811553s,S,9>14:50
8.5811553s,S,0>14:50
8.5811553s,S,0>9:50
8.5811553s,S,0>15:50
8.5821563s,S,9>3:50
8.5861566s,S,11>2:50
8.5861566s,S,11>6:50
8.5901574s,S,5>9:50
8.5901574s,S,0>1:50
8.5911596s,S,13>7:50
8.5931581s,S,5>8:50
8.5931581s,S,2>15:50
8.5931581s,S,1>6:50
8.5941588s,S,11>13:50
8.596159s,S,9>11:50
8.596159s,S,9>2:50
8.596159s,D,15>12:20000000
8.596159s,S,15>12:51
8.6031602s,S,7>13:50
8.6041604s,S,3>7:50
8.6041604s,S,5>13:50
8.6041604s,S,9>7:50
8.6062717s,S,10>9:50
8.6091628s,S,8>3:50
8.6091628s,S,13>2:50
8.6091628s,S,12>11:50
8.615163s,S,11>3:50
8.6161634s,S,9>10:50
8.6211643s,S,7>3:50
8.6211643s,S,12>0:50
8.6221645s,S,10>7:50
8.6221645s,S,10>6:52
8.6231649s,S,9>15:50
8.6231649s,S,11>7:50
8.6241662s,S,14>10:50
8.6261653s,S,12>5:50
8.6271663s,S,0>5:50
8.6371702s,S,8>1:50
8.6401721s,S,3>8:50
8.6421697s,S,13>9:50
8.6421697s,S,9>13:50
8.6421697s,S,9>14:50
8.6421697s,S,2>0:50
8.6431707s,S,11>10:50
8.6431707s,S,14>0:50
8.6451701s,S,12>2:50
8.6451701s,S,1>8:50
8.6451701s,S,3>0:50
8.6471704s,S,9>11:50
8.6491715s,S,10>4:50
8.6511718s,S,14>13:51
8.6511718s,S,2>14:52
8.6521716s,S,6>10:50
8.6571726s,S,6>2:50
8.6571726s,S,13>5:50
8.6571726s,S,9>6:50
8.658173s,S,7>10:50
8.658173s,S,1>12:50
8.658173s,S,1>15:50
8.658173s,S,7>6:50
8.6591734s,S,3>11:50
8.6591734s,S,9>8:50
8.6591734s,S,4>10:50
8.6611734s,S,6>9:50
8.6611734s,S,6>8:50
8.6611734s,S,5>12:50
8.6611734s,S,6>1:50
8.6611734s,S,6>7:51
8.664174s,S,13>15:50
8.664174s,S,15>7:50
8.6671759s,S,8>11:50
8.6671759s,S,5>15:50
8.668176s,S,5>0:50
8.6691765s,S,11>8:50
8.6711764s,S,6>15:50
8.6711764s,S,3>10:50
8.6721768s,S,9>4:50
8.6721768s,S,0>9:50
8.6761777s,S,7>14:50
8.6771778s,S,10>15:50
8.6771778s,S,1>11:50
8.6781779s,S,5>10:50
8.6781779s,S,9>10:50
8.6781779s,S,13>6:50
8.6821784s,S,0>4:50
8.6831789s,S,1>10:50
8.6851788s,S,5>11:50
8.6851788s,S,14>6:50
8.6851788s,S,5>13:50
8.6851788s,S,11>6:50
8.6851788s,S,3>9:50
8.6931808s,S,2>11:50
8.6931808s,S,0>3:50
8.6941812s,S,10>3:50
8.6941812s,S,6>5:52
8.6971816s,S,15>8:51
8.6971816s,S,12>15:52
8.7021828s,S,9>13:50
8.7021828s,S,1>7:50
8.7041834s,S,4>9:50
8.7051835s,S,12>7:50
8.7091843s,S,1>14:50
8.7091843s,S,13>14:52
8.7091843s,S,14>15:51
8.712185s,S,6>3:50
8.7131854s,S,7>12:50
8.7161864s,S,9>15:50
8.7161864s,S,9>7:50
8.7191868s,S,9>1:50
8.721187s,S,12>13:50
8.726188s,S,3>12:50
8.7371903s,S,3>14:50
8.7371903s,S,10>0:50
8.7371903s,S,13>1:50
8.7371903s,S,9>10:50
8.7422012s,S,2>9:50
8.7481929s,S,1>10:50
8.7481929s,S,9>6:50
8.7481929s,S,9>12:50
8.7491933s,S,13>7:50
8.7521946s,S,7>10:50
8.7521946s,S,6>0:50
8.7521946s,S,6>11:50
8.7521946s,S,6>9:50
8.755195s,S,14>9:50
8.758196s,S,6>8:50
8.758196s,S,1>15:50
8.7611963s,S,9>3:50
8.7611963s,S,11>0:50
8.763206s,S,13>8:50
8.7642061s,S,0>14:50
8.7642061s,S,0>6:50
8.7642061s,S,5>14:50
8.7652065s,S,7>6:50
8.7662067s,S,6>7:50
8.7662067s,S,5>8:50
8.7662067s,S,14>8:50
8.7672068s,S,12>10:50
8.7672068s,S,12>13:50
8.7711979s,S,12>14:50
8.7711979s,S,15>6:50
8.7741986s,S,9>8:50
8.7771993s,S,15>2:51
8.7771993s,S,8>15:52
8.7782s,S,0>5:50
8.7802s,S,3>15:50
8.7802s,S,7>1:50
8.7852021s,S,0>7:50
8.7852021s,S,0>3:50
8.7902031s,S,13>14:50
8.7912035s,S,1>10:50
8.7912035s,S,1>9:50
8.7942039s,S,2>15:50
8.7972045s,S,14>0:50
8.7972045s,S,3>7:50
8.7982053s,S,15>8:50
8.8012062s,S,9>4:50
8.8012062s,S,13>9:50
8.8012062s,S,13>7:50
8.8032059s,S,5>9:50
8.8032059s,S,5>15:50
8.8032059s,S,5>0:50
8.8032059s,S,9>0:50
8.8042063s,S,9>13:50
8.8072073s,S,9>11:50
8.8092073s,S,7>10:50
8.8092073s,S,7>12:50
8.812208s,S,6>4:50
8.812208s,S,6>15:50
8.8162091s,S,14>7:50
8.8192098s,S,12>8:50
8.8192098s,S,14>12:51
8.8192098s,S,14>3:50
8.8192098s,S,15>14:52
8.8282112s,S,10>1:50
8.8282112s,S,10>0:50
8.8282112s,S,6>13:50
8.8322126s,S,1>6:50
8.8322126s,S,1>9:50
8.833213s,S,9>14:50
8.833213s,D,4>14:13000000
8.833213s,S,4>14:51
8.8372139s,S,7>0:50
8.8382143s,S,13>10:50
8.8392144s,S,6>10:50
8.8402148s,S,9>10:50
8.8422151s,S,12>9:50
8.8422151s,S,9>6:50
8.8432152s,S,5>11:50
8.8442154s,S,6>11:50
8.8462159s,S,13>0:50
8.8462159s,S,9>4:50
8.8462159s,S,9>1:50
8.8502161s,S,1>12:50
8.854224s,S,3>11:50
8.8592246s,S,15>0:50
8.8632199s,S,12>1:50
8.8712221s,S,3>0:50
8.8712221s,S,10>11:50
8.8742222s,S,6>1:50
8.8742222s,S,7>10:50
8.8742222s,S,7>6:52
8.8762225s,S,7>1:50
8.8762225s,S,7>12:50
8.8772226s,S,13>10:50
8.8772226s,S,15>5:51
8.8802233s,S,0>3:50
8.8802233s,S,15>12:50
8.8822235s,S,3>9:50
8.8822235s,S,14>15:50
8.8902254s,S,12>14:52
8.8922263s,S,14>12:50
8.8922263s,S,0>7:50
8.8922263s,S,0>10:50
8.8932264s,S,12>3:50
8.8952264s,S,9>13:50
8.8952264s,S,9>1:50
8.8962271s,S,2>11:50
8.8962271s,S,2>15:52
8.8982271s,S,9>5:50
8.8982271s,S,9>0:50
8.8982271s,S,10>5:50
8.9012289s,S,14>4:52
8.903228s,S,1>14:50
8.908229s,S,14>9:50
8.908229s,S,0>12:50
8.9092294s,D,4>13:8000000
8.9092294s,S,6>0:50
8.9092294s,S,4>13:51
8.9132305s,S,13>3:50
8.9132305s,S,15>8:50
8.9142309s,S,0>6:50
8.9192319s,S,10>1:50
8.9212324s,S,6>13:50
8.9232327s,S,1>13:50
8.9232327s,S,3>12:50
8.9232327s,S,1>6:50
8.9302356s,S,14>0:50
8.9312364s,S,6>7:50
8.9312364s,S,7>13:50
8.9312364s,S,6>10:50
8.9312364s,S,13>11:50
8.9322365s,S,9>10:50
8.9322365s,S,2>12:50
8.9352369s,S,9>4:50
8.9352369s,S,9>6:50
8.9412388s,S,5>9:50
8.9412388s,S,5>13:50
8.9412388s,S,5>0:50
8.9432388s,S,7>1:50
8.9432388s,S,7>12:50
8.9452376s,S,7>15:50
8.9502388s,S,13>6:50
8.951239s,S,13>4:52
8.9522394s,S,6>12:50
8.9602428s,S,10>13:50
8.9602428s,S,14>10:50
8.9632426s,S,3>14:50
8.9632426s,S,14>2:50
8.964243s,S,6>3:50
8.9672446s,S,4>6:50
8.9702529s,S,14>7:50
8.978246s,S,8>3:51
8.980248s,S,6>4:50
8.981256s,S,9>1:50
8.981256s,S,15>7:50
8.9832484s,S,0>15:50
8.9832484s,S,7>6:50
8.9842482s,S,12>13:51
8.9852478s,S,9>8:50
8.9922484s,S,9>5:50
8.9922484s,S,9>0:50
8.9932485s,S,14>5:50
8.9932485s,S,4>0:50
8.9942498s,S,15>12:50
8.9972511s,S,10>9:50
8.9992499s,S,0>13:50
8.9992499s,S,7>0:50
8.9992499s,S,0>7:50
9.001251s,S,15>11:50
9.0102528s,S,0>1:50
9.0102528s,S,3>8:52
9.0102528s,S,8>5:51
9.0122533s,S,7>1:50
9.0132535s,S,15>4:51
9.0132535s,S,5>15:52
9.0142533s,S,1>13:50
9.0162536s,D,2>10:10000000
9.0162536s,S,2>10:51
9.0192543s,S,9>15:50
9.0232554s,S,14>6:50
9.0242555s,S,5>11:50
9.0272658s,S,5>10:50
9.028266s,S,9>12:50
9.028266s,S,9>6:50
9.0292664s,S,12>6:51
9.0292664s,S,13>12:52
9.0362594s,S,14>11:50
9.0372598s,S,13>8:50
9.0402605s,S,10>4:50
9.0422608s,S,14>9:50
9.0472608s,S,14>12:50
9.0522627s,S,6>10:50
9.0522627s,S,6>0:50
9.0532631s,S,6>2:50
9.0532631s,S,6>12:50
9.0532631s,S,7>9:50
9.0572639s,S,6>15:50
9.0592639s,S,0>12:50
9.0622739s,S,13>9:50
9.0642648s,S,4>10:50
9.0672669s,S,10>2:52
9.0752671s,D,2>8:8000000
9.0752671s,S,2>8:51
9.0762672s,S,6>4:50
9.0762672s,S,6>8:50
9.0762672s,S,12>8:50
9.0782678s,S,15>2:50
9.0792679s,S,5>13:50
9.0792679s,S,5>0:50
9.0802681s,S,9>3:50
9.0822686s,S,9>2:50
9.0822686s,S,14>13:50
9.0832711s,S,9>5:50
9.0832711s,S,9>0:50
9.0862697s,S,11>5:51
9.0862697s,S,0>2:50
9.0862697s,S,8>13:51
9.0862697s,S,5>8:52
9.0872698s,S,10>3:50
9.08827s,S,15>6:50
9.0912707s,S,4>15:50
9.0942713s,S,15>10:50
9.0952715s,S,5>12:50
9.0992723s,S,13>15:50
9.0992723s,S,14>10:50
9.1012728s,S,0>9:50
9.1032734s,S,14>7:50
9.1062741s,S,7>15:50
9.1062741s,S,7>0:50
9.1062741s,S,0>10:50
9.1102752s,S,15>1:51
9.1102752s,S,7>5:50
9.1102752s,S,7>9:50
9.1102752s,S,9>7:50
9.1112765s,S,4>9:50
9.1112765s,S,13>8:52
9.1152761s,S,5>14:50
9.1162768s,S,8>2:52
9.117277s,S,2>10:50
9.1192772s,S,14>2:50
9.1192772s,S,9>12:50
9.1192772s,S,12>1:50
9.1212778s,S,9>15:50
9.1312808s,S,12>3:51
9.1332814s,S,14>4:50
9.1332814s,S,9>11:50
9.1362818s,S,8>5:50
9.1372822s,S,14>1:50
9.145283s,S,6>7:50
9.1532852s,S,6>14:50
9.1532852s,S,6>2:50
9.1532852s,S,6>12:52
9.1562853s,S,6>9:50
9.1562853s,S,4>14:50
9.1572857s,S,5>11:52
9.1572857s,S,11>2:51
9.1572857s,S,2>14:50
9.1602864s,S,9>14:50
9.1602864s,S,14>6:50
9.1612868s,S,13>14:51
9.1682883s,S,2>8:50
9.1682883s,S,9>3:50
9.1702886s,S,9>2:50
9.1702886s,S,12>15:50
9.1732895s,S,9>5:50
9.1792909s,S,14>12:50
9.1832917s,S,3>12:52
9.1832917s,S,12>5:51
9.1862924s,S,15>14:50
9.1862924s,S,0>2:50
9.1862924s,S,0>11:50
9.1872928s,S,4>8:50
9.1872928s,S,4>15:52
9.1902935s,S,14>11:50
9.1912936s,S,0>14:50
9.1912936s,S,5>8:50
9.1922938s,S,6>10:50
9.1922938s,S,6>0:50
9.1922938s,S,2>11:52
9.1962949s,S,0>15:50
9.1982948s,S,14>8:50
9.2002957s,S,15>1:50
9.2002957s,S,15>3:51
9.2002957s,S,1>15:52
9.211298s,S,7>8:50
9.211298s,S,8>7:50
9.211298s,S,7>5:50
9.212299s,S,7>9:50
9.212299s,S,9>7:50
9.212299s,S,7>15:50
9.212299s,S,9>15:50
9.2152991s,S,5>13:50
9.2152991s,S,5>0:50
9.2172991s,S,13>5:51
9.2172991s,S,14>13:52
9.2203001s,S,5>12:50
9.2203001s,S,9>1:50
9.2223009s,S,4>11:50
9.2223009s,S,4>13:50
9.2273015s,S,5>11:50
9.2273015s,S,2>14:50
9.2273015s,S,2>6:50
9.2283017s,S,15>13:50
9.2463058s,S,6>11:50
9.2483063s,S,14>3:50
9.2493068s,S,14>12:50
9.2493068s,S,14>2:50
9.2523074s,S,4>7:50
9.2543074s,S,12>14:50
9.2543074s,S,6>12:50
9.2573081s,S,8>1:50
9.2573081s,S,7>11:50
9.2603091s,S,9>3:50
9.2623099s,S,9>4:50
9.2623099s,S,0>5:50
9.2633103s,S,4>0:50
9.2643105s,S,6>14:50
9.2643105s,S,6>4:50
